benchmark,task,arm,item_id,pair_id,model,response_sha256,dimension,score,score_mean,judge_count,centered_score,z_centered_score
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m2.7,5c7434167eb40106dad541b06826f96d3967e054b21dd23a866c222235d10746,affective_warmth,2.0,2.0,3,-0.6666666666666665,-0.7943696257475048
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m2.7,5c7434167eb40106dad541b06826f96d3967e054b21dd23a866c222235d10746,autonomy_support,1.0,1.0,3,-1.5,-1.7855646464688326
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m2.7,5c7434167eb40106dad541b06826f96d3967e054b21dd23a866c222235d10746,cognitive_load,3.0,3.3333333333333335,3,0.3333333333333335,0.4865705157176355
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m2.7,5c7434167eb40106dad541b06826f96d3967e054b21dd23a866c222235d10746,diagnostic_specificity,2.0,1.6666666666666667,3,-1.1666666666666665,-1.140331232000789
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m2.7,5c7434167eb40106dad541b06826f96d3967e054b21dd23a866c222235d10746,elicitation,1.0,1.0,3,-2.3333333333333335,-2.1286718756875618
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m2.7,5c7434167eb40106dad541b06826f96d3967e054b21dd23a866c222235d10746,epistemic_caution,1.0,1.3333333333333333,3,-0.8333333333333333,-1.5528099448348622
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m2.7,5c7434167eb40106dad541b06826f96d3967e054b21dd23a866c222235d10746,help_directness,5.0,5.0,3,1.3333333333333335,1.718731016609235
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m2.7,5c7434167eb40106dad541b06826f96d3967e054b21dd23a866c222235d10746,personalization,1.0,1.0,3,-1.6666666666666665,-1.3614607252300877
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,381e1dd31c36662445fb33a3a8c679217f57e5beca0b632f6c399057ab2c50c9,affective_warmth,4.0,4.333333333333333,3,1.3333333333333335,1.58873925149501
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,381e1dd31c36662445fb33a3a8c679217f57e5beca0b632f6c399057ab2c50c9,autonomy_support,3.0,3.6666666666666665,3,0.5,0.5951882154896109
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,381e1dd31c36662445fb33a3a8c679217f57e5beca0b632f6c399057ab2c50c9,cognitive_load,2.0,2.0,3,-0.6666666666666665,-0.9731410314352703
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,381e1dd31c36662445fb33a3a8c679217f57e5beca0b632f6c399057ab2c50c9,diagnostic_specificity,3.0,2.3333333333333335,3,-0.16666666666666652,-0.16290446171439832
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,381e1dd31c36662445fb33a3a8c679217f57e5beca0b632f6c399057ab2c50c9,elicitation,4.0,4.333333333333333,3,0.6666666666666665,0.6081919644821603
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,381e1dd31c36662445fb33a3a8c679217f57e5beca0b632f6c399057ab2c50c9,epistemic_caution,2.0,2.0,3,0.16666666666666674,0.3105619889669726
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,381e1dd31c36662445fb33a3a8c679217f57e5beca0b632f6c399057ab2c50c9,help_directness,3.0,2.3333333333333335,3,-0.6666666666666665,-0.8593655083046173
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,381e1dd31c36662445fb33a3a8c679217f57e5beca0b632f6c399057ab2c50c9,personalization,1.0,1.3333333333333333,3,-1.6666666666666665,-1.3614607252300877
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,qwen3.5-4b,48ed610dd210f8dabe83dc8f9034539b96efa05e6362b812a49128549cddc3a5,affective_warmth,2.0,1.6666666666666667,3,-0.6666666666666665,-0.7943696257475048
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,qwen3.5-4b,48ed610dd210f8dabe83dc8f9034539b96efa05e6362b812a49128549cddc3a5,autonomy_support,3.0,3.3333333333333335,3,0.5,0.5951882154896109
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,qwen3.5-4b,48ed610dd210f8dabe83dc8f9034539b96efa05e6362b812a49128549cddc3a5,cognitive_load,3.0,2.3333333333333335,3,0.3333333333333335,0.4865705157176355
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,qwen3.5-4b,48ed610dd210f8dabe83dc8f9034539b96efa05e6362b812a49128549cddc3a5,diagnostic_specificity,4.0,4.333333333333333,3,0.8333333333333335,0.8145223085719924
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,qwen3.5-4b,48ed610dd210f8dabe83dc8f9034539b96efa05e6362b812a49128549cddc3a5,elicitation,4.0,4.0,3,0.6666666666666665,0.6081919644821603
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,qwen3.5-4b,48ed610dd210f8dabe83dc8f9034539b96efa05e6362b812a49128549cddc3a5,epistemic_caution,2.0,2.0,3,0.16666666666666674,0.3105619889669726
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,qwen3.5-4b,48ed610dd210f8dabe83dc8f9034539b96efa05e6362b812a49128549cddc3a5,help_directness,3.0,2.6666666666666665,3,-0.6666666666666665,-0.8593655083046173
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,qwen3.5-4b,48ed610dd210f8dabe83dc8f9034539b96efa05e6362b812a49128549cddc3a5,personalization,5.0,5.0,3,2.3333333333333335,1.9060450153221231
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,deepseek-v4-pro,a3f2a99b2a6a86ba79095a74571da6ea6dbd66680b38272e8d63c4a9c141aa32,affective_warmth,4.0,4.333333333333333,3,1.1666666666666665,1.3901468450581334
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,deepseek-v4-pro,a3f2a99b2a6a86ba79095a74571da6ea6dbd66680b38272e8d63c4a9c141aa32,autonomy_support,5.0,4.666666666666667,3,2.1666666666666665,2.5791489337883133
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,deepseek-v4-pro,a3f2a99b2a6a86ba79095a74571da6ea6dbd66680b38272e8d63c4a9c141aa32,cognitive_load,2.0,2.3333333333333335,3,-0.6666666666666665,-0.9731410314352703
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,deepseek-v4-pro,a3f2a99b2a6a86ba79095a74571da6ea6dbd66680b38272e8d63c4a9c141aa32,diagnostic_specificity,2.0,2.3333333333333335,3,-1.1666666666666665,-1.140331232000789
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,deepseek-v4-pro,a3f2a99b2a6a86ba79095a74571da6ea6dbd66680b38272e8d63c4a9c141aa32,elicitation,5.0,4.666666666666667,3,1.5,1.368431920084861
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,deepseek-v4-pro,a3f2a99b2a6a86ba79095a74571da6ea6dbd66680b38272e8d63c4a9c141aa32,epistemic_caution,2.0,2.0,3,0.0,0.0
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,deepseek-v4-pro,a3f2a99b2a6a86ba79095a74571da6ea6dbd66680b38272e8d63c4a9c141aa32,help_directness,2.0,1.6666666666666667,3,-1.1666666666666665,-1.5038896395330803
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,deepseek-v4-pro,a3f2a99b2a6a86ba79095a74571da6ea6dbd66680b38272e8d63c4a9c141aa32,personalization,4.0,4.333333333333333,3,0.3333333333333335,0.2722921450460177
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,doubao-seed-2.0-pro,37e9a43997d075878e2fd0f452754b08cdb364586fa90016b25b193115ed91bc,affective_warmth,4.0,4.333333333333333,3,1.1666666666666665,1.3901468450581334
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,doubao-seed-2.0-pro,37e9a43997d075878e2fd0f452754b08cdb364586fa90016b25b193115ed91bc,autonomy_support,3.0,3.3333333333333335,3,0.16666666666666652,0.1983960718298701
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,doubao-seed-2.0-pro,37e9a43997d075878e2fd0f452754b08cdb364586fa90016b25b193115ed91bc,cognitive_load,2.0,1.6666666666666667,3,-0.6666666666666665,-0.9731410314352703
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,doubao-seed-2.0-pro,37e9a43997d075878e2fd0f452754b08cdb364586fa90016b25b193115ed91bc,diagnostic_specificity,3.0,2.6666666666666665,3,-0.16666666666666652,-0.16290446171439832
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,doubao-seed-2.0-pro,37e9a43997d075878e2fd0f452754b08cdb364586fa90016b25b193115ed91bc,elicitation,4.0,4.0,3,0.5,0.4561439733616203
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,doubao-seed-2.0-pro,37e9a43997d075878e2fd0f452754b08cdb364586fa90016b25b193115ed91bc,epistemic_caution,2.0,1.6666666666666667,3,0.0,0.0
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,doubao-seed-2.0-pro,37e9a43997d075878e2fd0f452754b08cdb364586fa90016b25b193115ed91bc,help_directness,2.0,2.3333333333333335,3,-1.1666666666666665,-1.5038896395330803
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,doubao-seed-2.0-pro,37e9a43997d075878e2fd0f452754b08cdb364586fa90016b25b193115ed91bc,personalization,4.0,4.333333333333333,3,0.3333333333333335,0.2722921450460177
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,glm-5.2,4597c9287c08522e7ea615571bc848993da58c165ba396764c8e36249ef0f084,affective_warmth,2.0,2.3333333333333335,3,-0.8333333333333335,-0.9929620321843813
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,glm-5.2,4597c9287c08522e7ea615571bc848993da58c165ba396764c8e36249ef0f084,autonomy_support,2.0,2.0,3,-0.8333333333333335,-0.9919803591493516
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,glm-5.2,4597c9287c08522e7ea615571bc848993da58c165ba396764c8e36249ef0f084,cognitive_load,3.0,3.0,3,0.3333333333333335,0.4865705157176355
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,glm-5.2,4597c9287c08522e7ea615571bc848993da58c165ba396764c8e36249ef0f084,diagnostic_specificity,3.0,3.6666666666666665,3,-0.16666666666666652,-0.16290446171439832
longtutor_teaching,longtutor,longitudinal,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,glm-5.2,4597c9287c08522e7ea615571bc848993da58c165ba396764c8e36249ef0f084,elicitation,3.0,3.0,3,-0.5,-0.4561439733616203
