benchmark,task,arm,split,item_id,pair_id,model,response_sha256,judge,candidate_label,candidate_position,dimension,score,confidence
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,glm-5.2,F,6,next_step_actionability,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,qwen3.5-4b,1129dde6d6154648cca1d5624cb8754bab2efce67dd56b4867d2c478d77d02ba,glm-5.2,A,1,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,qwen3.5-4b,1129dde6d6154648cca1d5624cb8754bab2efce67dd56b4867d2c478d77d02ba,glm-5.2,A,1,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,qwen3.5-4b,1129dde6d6154648cca1d5624cb8754bab2efce67dd56b4867d2c478d77d02ba,glm-5.2,A,1,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,deepseek-v4-pro,13dff90a161f222921b7ec1a0307073ac3d69238f458d0da6e90458d4af8af30,glm-5.2,B,2,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,deepseek-v4-pro,13dff90a161f222921b7ec1a0307073ac3d69238f458d0da6e90458d4af8af30,glm-5.2,B,2,relational_communion,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,deepseek-v4-pro,13dff90a161f222921b7ec1a0307073ac3d69238f458d0da6e90458d4af8af30,glm-5.2,B,2,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,doubao-seed-2.0-pro,33f4917774adb1f1c1c87b5b9cf5c9a81882826d118e72a38cb1ed004f642aab,glm-5.2,C,3,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,doubao-seed-2.0-pro,33f4917774adb1f1c1c87b5b9cf5c9a81882826d118e72a38cb1ed004f642aab,glm-5.2,C,3,relational_communion,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,doubao-seed-2.0-pro,33f4917774adb1f1c1c87b5b9cf5c9a81882826d118e72a38cb1ed004f642aab,glm-5.2,C,3,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,minimax-m3,a0854fbfd47f43c48802b828ba480865fd7a6744a56c194433c72cd2b3a77149,glm-5.2,D,4,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,minimax-m3,a0854fbfd47f43c48802b828ba480865fd7a6744a56c194433c72cd2b3a77149,glm-5.2,D,4,relational_communion,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,minimax-m3,a0854fbfd47f43c48802b828ba480865fd7a6744a56c194433c72cd2b3a77149,glm-5.2,D,4,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,glm-5.2,3fe387a8b052dca1b41e3afb9df6db45fb3da255bad9881b6196c64836cece1c,glm-5.2,E,5,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,glm-5.2,3fe387a8b052dca1b41e3afb9df6db45fb3da255bad9881b6196c64836cece1c,glm-5.2,E,5,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,glm-5.2,3fe387a8b052dca1b41e3afb9df6db45fb3da255bad9881b6196c64836cece1c,glm-5.2,E,5,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,minimax-m2.7,1fbf1d933382bf11ebd9a2e8a7599a3a333191a1918a650b1870a63884e7f3b7,glm-5.2,F,6,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,minimax-m2.7,1fbf1d933382bf11ebd9a2e8a7599a3a333191a1918a650b1870a63884e7f3b7,glm-5.2,F,6,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1052,1052,minimax-m2.7,1fbf1d933382bf11ebd9a2e8a7599a3a333191a1918a650b1870a63884e7f3b7,glm-5.2,F,6,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,glm-5.2,A,1,instructional_agency,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,glm-5.2,A,1,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,glm-5.2,A,1,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,doubao-seed-2.0-pro,de09499311a1b5c561eef2338b4f2f57caaa7ef7d162aed4b643f64041c92450,glm-5.2,B,2,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,doubao-seed-2.0-pro,de09499311a1b5c561eef2338b4f2f57caaa7ef7d162aed4b643f64041c92450,glm-5.2,B,2,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,doubao-seed-2.0-pro,de09499311a1b5c561eef2338b4f2f57caaa7ef7d162aed4b643f64041c92450,glm-5.2,B,2,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,glm-5.2,6c956f6d49a037ed7dcf2c294f7701e8b812d6e192dfe64aa500413f3226f3d7,glm-5.2,C,3,instructional_agency,1,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,glm-5.2,6c956f6d49a037ed7dcf2c294f7701e8b812d6e192dfe64aa500413f3226f3d7,glm-5.2,C,3,relational_communion,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,glm-5.2,6c956f6d49a037ed7dcf2c294f7701e8b812d6e192dfe64aa500413f3226f3d7,glm-5.2,C,3,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,qwen3.5-4b,cdbda06428e5e32c7447353de5ebb960651259c02ccafa189599ae10c2c9839f,glm-5.2,D,4,instructional_agency,1,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,qwen3.5-4b,cdbda06428e5e32c7447353de5ebb960651259c02ccafa189599ae10c2c9839f,glm-5.2,D,4,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,qwen3.5-4b,cdbda06428e5e32c7447353de5ebb960651259c02ccafa189599ae10c2c9839f,glm-5.2,D,4,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,glm-5.2,E,5,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,glm-5.2,E,5,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,glm-5.2,E,5,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,glm-5.2,F,6,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,glm-5.2,F,6,relational_communion,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,glm-5.2,F,6,next_step_actionability,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,minimax-m3,1c4eef6daf2a48c043a92de5659cc2a22c0143900baaac8fea5e6bcb33a0d0a4,glm-5.2,A,1,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,minimax-m3,1c4eef6daf2a48c043a92de5659cc2a22c0143900baaac8fea5e6bcb33a0d0a4,glm-5.2,A,1,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,minimax-m3,1c4eef6daf2a48c043a92de5659cc2a22c0143900baaac8fea5e6bcb33a0d0a4,glm-5.2,A,1,next_step_actionability,5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,deepseek-v4-pro,bbd108f96a2d998a73908196c1ee8442fbf76a97e06d0f416a37350c465dd322,glm-5.2,B,2,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,deepseek-v4-pro,bbd108f96a2d998a73908196c1ee8442fbf76a97e06d0f416a37350c465dd322,glm-5.2,B,2,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,deepseek-v4-pro,bbd108f96a2d998a73908196c1ee8442fbf76a97e06d0f416a37350c465dd322,glm-5.2,B,2,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,qwen3.5-4b,692bc5a3ea4852bae0f772b2a41fbaa5c60d83cc9b68ff046c755178a95bf82c,glm-5.2,C,3,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,qwen3.5-4b,692bc5a3ea4852bae0f772b2a41fbaa5c60d83cc9b68ff046c755178a95bf82c,glm-5.2,C,3,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,qwen3.5-4b,692bc5a3ea4852bae0f772b2a41fbaa5c60d83cc9b68ff046c755178a95bf82c,glm-5.2,C,3,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,glm-5.2,3b6cd4e87e525a9459a59525aa5f7c79c6ddf2f569d986f970e0b00a3a5a76ae,glm-5.2,D,4,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,glm-5.2,3b6cd4e87e525a9459a59525aa5f7c79c6ddf2f569d986f970e0b00a3a5a76ae,glm-5.2,D,4,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,glm-5.2,3b6cd4e87e525a9459a59525aa5f7c79c6ddf2f569d986f970e0b00a3a5a76ae,glm-5.2,D,4,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,doubao-seed-2.0-pro,793c769b9988aede2dc1499fdf5c7d8fe04649e9108f61888212ed0363325553,glm-5.2,E,5,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,doubao-seed-2.0-pro,793c769b9988aede2dc1499fdf5c7d8fe04649e9108f61888212ed0363325553,glm-5.2,E,5,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,doubao-seed-2.0-pro,793c769b9988aede2dc1499fdf5c7d8fe04649e9108f61888212ed0363325553,glm-5.2,E,5,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,minimax-m2.7,237106e395c5f49b3fa985b2889829ab29f28269a56720e869230d791a8dacb8,glm-5.2,F,6,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,minimax-m2.7,237106e395c5f49b3fa985b2889829ab29f28269a56720e869230d791a8dacb8,glm-5.2,F,6,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1092,1092,minimax-m2.7,237106e395c5f49b3fa985b2889829ab29f28269a56720e869230d791a8dacb8,glm-5.2,F,6,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,qwen3.5-4b,7a365d6d751f0142f8b8aa27e6c7fa2557821eeaa21352b7e2a4821328d34fda,glm-5.2,A,1,instructional_agency,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,qwen3.5-4b,7a365d6d751f0142f8b8aa27e6c7fa2557821eeaa21352b7e2a4821328d34fda,glm-5.2,A,1,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,qwen3.5-4b,7a365d6d751f0142f8b8aa27e6c7fa2557821eeaa21352b7e2a4821328d34fda,glm-5.2,A,1,next_step_actionability,5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,deepseek-v4-pro,5bb4c7835ca7d66383a1811b10b8123cb28ea74e7391bc391b38253086f5331e,glm-5.2,B,2,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,deepseek-v4-pro,5bb4c7835ca7d66383a1811b10b8123cb28ea74e7391bc391b38253086f5331e,glm-5.2,B,2,relational_communion,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,deepseek-v4-pro,5bb4c7835ca7d66383a1811b10b8123cb28ea74e7391bc391b38253086f5331e,glm-5.2,B,2,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,doubao-seed-2.0-pro,1d730777c2765caf03bb03a820e9bb17ead1d4750c3858e603a688e668b05bbd,glm-5.2,C,3,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,doubao-seed-2.0-pro,1d730777c2765caf03bb03a820e9bb17ead1d4750c3858e603a688e668b05bbd,glm-5.2,C,3,relational_communion,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,doubao-seed-2.0-pro,1d730777c2765caf03bb03a820e9bb17ead1d4750c3858e603a688e668b05bbd,glm-5.2,C,3,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,glm-5.2,e33a49aba0c2c1c749f2e2393fc3bbf5f018c00429908de7d583659c536b3477,glm-5.2,D,4,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,glm-5.2,e33a49aba0c2c1c749f2e2393fc3bbf5f018c00429908de7d583659c536b3477,glm-5.2,D,4,relational_communion,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,glm-5.2,e33a49aba0c2c1c749f2e2393fc3bbf5f018c00429908de7d583659c536b3477,glm-5.2,D,4,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,minimax-m3,7ad5d57d27959db0f7f75a5d4db60390f82cff6cba6f92e3ee93fba55774ccd2,glm-5.2,E,5,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,minimax-m3,7ad5d57d27959db0f7f75a5d4db60390f82cff6cba6f92e3ee93fba55774ccd2,glm-5.2,E,5,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,minimax-m3,7ad5d57d27959db0f7f75a5d4db60390f82cff6cba6f92e3ee93fba55774ccd2,glm-5.2,E,5,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,minimax-m2.7,a8086d92c407e864d58dbb8ed8b21d43687c5e9aff7b844ba23dfbba4ff1fd5e,glm-5.2,F,6,instructional_agency,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,minimax-m2.7,a8086d92c407e864d58dbb8ed8b21d43687c5e9aff7b844ba23dfbba4ff1fd5e,glm-5.2,F,6,relational_communion,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-109,109,minimax-m2.7,a8086d92c407e864d58dbb8ed8b21d43687c5e9aff7b844ba23dfbba4ff1fd5e,glm-5.2,F,6,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,minimax-m3,13aeab7815cbd30a3a9c1dd2ece3bdfe0502b76129a47fc480dfb1107ab64727,glm-5.2,A,1,instructional_agency,2,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,minimax-m3,13aeab7815cbd30a3a9c1dd2ece3bdfe0502b76129a47fc480dfb1107ab64727,glm-5.2,A,1,relational_communion,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,minimax-m3,13aeab7815cbd30a3a9c1dd2ece3bdfe0502b76129a47fc480dfb1107ab64727,glm-5.2,A,1,next_step_actionability,4,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,deepseek-v4-pro,92ca729b3565136925952b8c216ac5b08aef0bd814aba04999fcd1ec6cffc1ef,glm-5.2,B,2,instructional_agency,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,deepseek-v4-pro,92ca729b3565136925952b8c216ac5b08aef0bd814aba04999fcd1ec6cffc1ef,glm-5.2,B,2,relational_communion,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,deepseek-v4-pro,92ca729b3565136925952b8c216ac5b08aef0bd814aba04999fcd1ec6cffc1ef,glm-5.2,B,2,next_step_actionability,4,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,glm-5.2,835b3f230b13f8abca8dd8a0b4c2fdc92bcd6a1c3d1f248bfa70cf57c7f93b5d,glm-5.2,C,3,instructional_agency,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,glm-5.2,835b3f230b13f8abca8dd8a0b4c2fdc92bcd6a1c3d1f248bfa70cf57c7f93b5d,glm-5.2,C,3,relational_communion,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,glm-5.2,835b3f230b13f8abca8dd8a0b4c2fdc92bcd6a1c3d1f248bfa70cf57c7f93b5d,glm-5.2,C,3,next_step_actionability,4,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,minimax-m2.7,9fe53d784f6d89cc211d675d2a21ac67c57430df2d0d0d2aa7871478163a5fd6,glm-5.2,D,4,instructional_agency,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,minimax-m2.7,9fe53d784f6d89cc211d675d2a21ac67c57430df2d0d0d2aa7871478163a5fd6,glm-5.2,D,4,relational_communion,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,minimax-m2.7,9fe53d784f6d89cc211d675d2a21ac67c57430df2d0d0d2aa7871478163a5fd6,glm-5.2,D,4,next_step_actionability,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,qwen3.5-4b,ee336c692eebf8af58cefe3b29c3dc34b31c1e61e0023e584424bac05303c694,glm-5.2,E,5,instructional_agency,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,qwen3.5-4b,ee336c692eebf8af58cefe3b29c3dc34b31c1e61e0023e584424bac05303c694,glm-5.2,E,5,relational_communion,4,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,qwen3.5-4b,ee336c692eebf8af58cefe3b29c3dc34b31c1e61e0023e584424bac05303c694,glm-5.2,E,5,next_step_actionability,4,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,doubao-seed-2.0-pro,7052bc4160b06a2ef889c4fe583ada956c385b80a05ec990f12fc262c803d401,glm-5.2,F,6,instructional_agency,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,doubao-seed-2.0-pro,7052bc4160b06a2ef889c4fe583ada956c385b80a05ec990f12fc262c803d401,glm-5.2,F,6,relational_communion,3,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-1079,1079,doubao-seed-2.0-pro,7052bc4160b06a2ef889c4fe583ada956c385b80a05ec990f12fc262c803d401,glm-5.2,F,6,next_step_actionability,4,3
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,glm-5.2,453989ea08518f493520cbcba4b6a3d35014e62bee2ec8c4ead2337ad6b19b5d,glm-5.2,A,1,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,glm-5.2,453989ea08518f493520cbcba4b6a3d35014e62bee2ec8c4ead2337ad6b19b5d,glm-5.2,A,1,relational_communion,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,glm-5.2,453989ea08518f493520cbcba4b6a3d35014e62bee2ec8c4ead2337ad6b19b5d,glm-5.2,A,1,next_step_actionability,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,minimax-m2.7,1451370e412e60b096a71d15cbe2bdb16226e399d33b09fb43f16fc6615115ae,glm-5.2,B,2,instructional_agency,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,minimax-m2.7,1451370e412e60b096a71d15cbe2bdb16226e399d33b09fb43f16fc6615115ae,glm-5.2,B,2,relational_communion,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,minimax-m2.7,1451370e412e60b096a71d15cbe2bdb16226e399d33b09fb43f16fc6615115ae,glm-5.2,B,2,next_step_actionability,3,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,minimax-m3,f7cee0e918c2308af62832a08e93aa24ccc4f2141d539ec51f846a8a9e7249c4,glm-5.2,C,3,instructional_agency,2,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,minimax-m3,f7cee0e918c2308af62832a08e93aa24ccc4f2141d539ec51f846a8a9e7249c4,glm-5.2,C,3,relational_communion,4,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,minimax-m3,f7cee0e918c2308af62832a08e93aa24ccc4f2141d539ec51f846a8a9e7249c4,glm-5.2,C,3,next_step_actionability,5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,formal,pedagogy-110,110,qwen3.5-4b,4d77a214643c38ef794faaa8c457ceceae296d3bee0b0f139979f4660d6f369b,glm-5.2,D,4,instructional_agency,4,4
