group,learner_need,question_policy,answer_policy,tone_policy,n,question_first,answer_reveal_correct,warmth_marker,question_any,answer_reveal_any,word_count,char_count,sentence_count
doubao-seed-2.0-lite,direct,question_first,withhold,neutral,8,1.0,0.0,0.0,1.0,0.0,106.625,604.875,5.125
doubao-seed-2.0-lite,direct,question_first,withhold,warm,8,1.0,0.0,0.625,1.0,0.0,130.375,731.375,5.75
doubao-seed-2.0-lite,explore,explain_only,reveal,neutral,8,0.0,1.0,0.0,0.0,1.0,69.375,390.875,5.25
doubao-seed-2.0-lite,explore,explain_only,reveal,warm,8,0.0,1.0,0.375,0.0,1.0,72.625,410.625,5.25
doubao-seed-2.0-lite,explore,explain_only,withhold,neutral,8,0.0,0.0,0.0,0.0,0.0,54.375,317.375,2.875
doubao-seed-2.0-lite,explore,explain_only,withhold,warm,8,0.0,0.0,0.0,0.0,0.0,68.625,398.75,3.75
doubao-seed-2.0-lite,explore,question_first,reveal,neutral,8,1.0,0.875,0.0,1.0,1.0,102.5,579.0,6.375
doubao-seed-2.0-lite,explore,question_first,reveal,warm,8,1.0,1.0,0.5,1.0,1.0,107.0,601.25,5.875
doubao-seed-2.0-lite,explore,question_first,withhold,neutral,8,1.0,0.0,0.0,1.0,0.0,94.0,534.25,4.25
doubao-seed-2.0-lite,explore,question_first,withhold,warm,8,1.0,0.0,0.875,1.0,0.0,105.125,584.25,4.5
glm-5.2,direct,explain_only,reveal,neutral,8,0.0,1.0,0.0,0.0,1.0,39.5,214.75,4.25
glm-5.2,direct,explain_only,reveal,warm,8,0.0,1.0,0.0,0.0,1.0,49.375,275.375,4.5
glm-5.2,direct,explain_only,withhold,neutral,8,0.0,0.0,0.0,0.0,0.0,43.25,245.5,3.75
glm-5.2,direct,explain_only,withhold,warm,8,0.0,0.0,0.25,0.0,0.0,52.625,295.375,4.0
glm-5.2,direct,question_first,reveal,neutral,8,1.0,1.0,0.0,1.0,1.0,60.125,326.375,5.25
glm-5.2,direct,question_first,reveal,warm,8,1.0,1.0,0.125,1.0,1.0,74.0,394.25,5.875
glm-5.2,direct,question_first,withhold,neutral,8,1.0,0.0,0.0,1.0,0.0,69.375,388.125,5.125
glm-5.2,direct,question_first,withhold,warm,8,1.0,0.0,0.375,1.0,0.0,92.625,495.25,6.125
glm-5.2,explore,explain_only,reveal,neutral,8,0.0,1.0,0.0,0.0,1.0,40.125,225.0,4.375
glm-5.2,explore,explain_only,reveal,warm,8,0.0,1.0,0.0,0.0,1.0,44.625,262.625,4.75
glm-5.2,explore,explain_only,withhold,neutral,8,0.0,0.0,0.0,0.0,0.0,48.625,289.25,3.625
glm-5.2,explore,explain_only,withhold,warm,8,0.0,0.0,0.375,0.0,0.0,53.75,319.0,4.375
glm-5.2,explore,question_first,reveal,neutral,8,1.0,1.0,0.0,1.0,1.0,61.75,346.375,5.25
glm-5.2,explore,question_first,reveal,warm,8,1.0,1.0,0.125,1.0,1.0,86.0,459.625,5.875
glm-5.2,explore,question_first,withhold,neutral,8,1.0,0.0,0.0,1.0,0.0,75.0,441.375,4.625
glm-5.2,explore,question_first,withhold,warm,8,1.0,0.0,0.125,1.0,0.0,84.875,466.625,5.0
