group,factor,high,low,metric,mean_difference,bootstrap_ci_low,bootstrap_ci_high,target_metric
ALL,tone_policy,warm,neutral,answer_reveal_any,0.0,-0.009375000000000008,0.009375000000000008,False
ALL,tone_policy,warm,neutral,word_count,8.653124999999996,5.7684375,11.053281249999998,False
ALL,tone_policy,warm,neutral,char_count,47.88749999999999,31.58992187500001,62.147265624999996,False
ALL,tone_policy,warm,neutral,sentence_count,0.13437499999999947,-0.02812500000000007,0.2906249999999999,False
MiniMax-M2.7,question_policy,question_first,explain_only,question_first,1.0,1.0,1.0,True
MiniMax-M2.7,question_policy,question_first,explain_only,answer_reveal_correct,-0.015625,-0.046875,0.0,False
MiniMax-M2.7,question_policy,question_first,explain_only,warmth_marker,0.015625,-0.046875,0.09375,False
MiniMax-M2.7,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
MiniMax-M2.7,question_policy,question_first,explain_only,answer_reveal_any,-0.015625,-0.046875,0.0,False
MiniMax-M2.7,question_policy,question_first,explain_only,word_count,13.15625,8.890625,16.797265624999998,False
MiniMax-M2.7,question_policy,question_first,explain_only,char_count,74.109375,51.71640625,93.44257812499997,False
MiniMax-M2.7,question_policy,question_first,explain_only,sentence_count,0.109375,-0.15625,0.34375,False
MiniMax-M2.7,answer_policy,reveal,withhold,question_first,0.0,0.0,0.0,False
MiniMax-M2.7,answer_policy,reveal,withhold,answer_reveal_correct,0.984375,0.953125,1.0,True
MiniMax-M2.7,answer_policy,reveal,withhold,warmth_marker,-0.109375,-0.21875,-0.03125,False
MiniMax-M2.7,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
MiniMax-M2.7,answer_policy,reveal,withhold,answer_reveal_any,0.984375,0.953125,1.0,False
MiniMax-M2.7,answer_policy,reveal,withhold,word_count,-1.5625,-6.51640625,2.4375,False
MiniMax-M2.7,answer_policy,reveal,withhold,char_count,-12.359375,-43.188671875,11.422265624999998,False
MiniMax-M2.7,answer_policy,reveal,withhold,sentence_count,0.796875,0.40625,1.171875,False
MiniMax-M2.7,tone_policy,warm,neutral,question_first,0.0,0.0,0.0,False
MiniMax-M2.7,tone_policy,warm,neutral,answer_reveal_correct,0.015625,0.0,0.046875,False
MiniMax-M2.7,tone_policy,warm,neutral,warmth_marker,0.234375,0.125,0.34375,True
MiniMax-M2.7,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
MiniMax-M2.7,tone_policy,warm,neutral,answer_reveal_any,0.015625,0.0,0.046875,False
MiniMax-M2.7,tone_policy,warm,neutral,word_count,5.84375,3.734375,8.266015624999998,False
MiniMax-M2.7,tone_policy,warm,neutral,char_count,38.546875,26.498828125,53.423046875,False
MiniMax-M2.7,tone_policy,warm,neutral,sentence_count,0.328125,0.015625,0.6875,False
MiniMax-M3,question_policy,question_first,explain_only,question_first,0.96875,0.921875,1.0,True
MiniMax-M3,question_policy,question_first,explain_only,answer_reveal_correct,-0.015625,-0.046875,0.0,False
MiniMax-M3,question_policy,question_first,explain_only,warmth_marker,0.078125,0.0,0.140625,False
MiniMax-M3,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
MiniMax-M3,question_policy,question_first,explain_only,answer_reveal_any,-0.015625,-0.046875,0.0,False
MiniMax-M3,question_policy,question_first,explain_only,word_count,14.359375,5.530859375,24.29843749999999,False
MiniMax-M3,question_policy,question_first,explain_only,char_count,66.375,18.684375,119.79882812499999,False
MiniMax-M3,question_policy,question_first,explain_only,sentence_count,0.40625,-0.15625,0.984375,False
MiniMax-M3,answer_policy,reveal,withhold,question_first,0.03125,0.0,0.078125,False
MiniMax-M3,answer_policy,reveal,withhold,answer_reveal_correct,0.984375,0.953125,1.0,True
MiniMax-M3,answer_policy,reveal,withhold,warmth_marker,-0.015625,-0.109375,0.078125,False
MiniMax-M3,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
MiniMax-M3,answer_policy,reveal,withhold,answer_reveal_any,0.984375,0.953125,1.0,False
MiniMax-M3,answer_policy,reveal,withhold,word_count,-4.953125,-11.359765625,1.2515624999999915,False
MiniMax-M3,answer_policy,reveal,withhold,char_count,-40.25,-79.875,-2.4375,False
MiniMax-M3,answer_policy,reveal,withhold,sentence_count,1.34375,0.921875,1.7191406249999979,False
MiniMax-M3,tone_policy,warm,neutral,question_first,-0.03125,-0.078125,0.0,False
MiniMax-M3,tone_policy,warm,neutral,answer_reveal_correct,-0.015625,-0.046875,0.0,False
MiniMax-M3,tone_policy,warm,neutral,warmth_marker,0.234375,0.125,0.34375,True
MiniMax-M3,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
MiniMax-M3,tone_policy,warm,neutral,answer_reveal_any,-0.015625,-0.046875,0.0,False
MiniMax-M3,tone_policy,warm,neutral,word_count,12.078125,6.670703125,16.906640624999998,False
MiniMax-M3,tone_policy,warm,neutral,char_count,63.3125,29.528515625,94.36289062499998,False
MiniMax-M3,tone_policy,warm,neutral,sentence_count,0.09375,-0.328125,0.484375,False
deepseek-v4-pro,question_policy,question_first,explain_only,question_first,0.984375,0.953125,1.0,True
deepseek-v4-pro,question_policy,question_first,explain_only,answer_reveal_correct,0.0,0.0,0.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,warmth_marker,0.125,-0.046875,0.296875,False
deepseek-v4-pro,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,word_count,17.8125,11.796875,23.55039062499998,False
deepseek-v4-pro,question_policy,question_first,explain_only,char_count,95.265625,62.51484375,129.52226562499996,False
deepseek-v4-pro,question_policy,question_first,explain_only,sentence_count,0.59375,0.1875,0.9375,False
deepseek-v4-pro,answer_policy,reveal,withhold,question_first,0.015625,0.0,0.046875,False
deepseek-v4-pro,answer_policy,reveal,withhold,answer_reveal_correct,1.0,1.0,1.0,True
deepseek-v4-pro,answer_policy,reveal,withhold,warmth_marker,-0.0625,-0.171875,0.015625,False
deepseek-v4-pro,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
deepseek-v4-pro,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
deepseek-v4-pro,answer_policy,reveal,withhold,word_count,3.25,-2.062890625,8.546875,False
deepseek-v4-pro,answer_policy,reveal,withhold,char_count,16.390625,-12.50234375,48.609765624999994,False
deepseek-v4-pro,answer_policy,reveal,withhold,sentence_count,1.0625,0.796875,1.3285156249999979,False
deepseek-v4-pro,tone_policy,warm,neutral,question_first,-0.015625,-0.046875,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,answer_reveal_correct,0.0,0.0,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,warmth_marker,0.375,0.3125,0.4375,True
deepseek-v4-pro,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,word_count,0.8125,-4.50078125,6.266406249999996,False
deepseek-v4-pro,tone_policy,warm,neutral,char_count,11.671875,-14.814453125,40.329296875,False
deepseek-v4-pro,tone_policy,warm,neutral,sentence_count,-0.4375,-0.9375,0.0625,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,question_first,1.0,1.0,1.0,True
doubao-seed-2.0-lite,question_policy,question_first,explain_only,answer_reveal_correct,-0.015625,-0.046875,0.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,warmth_marker,0.1875,0.140625,0.234375,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,word_count,37.828125,31.4046875,43.955078124999986,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,char_count,206.703125,175.7859375,236.031640625,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,sentence_count,0.8125,0.53125,1.125,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,question_first,0.0,0.0,0.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,answer_reveal_correct,0.984375,0.953125,1.0,True
doubao-seed-2.0-lite,answer_policy,reveal,withhold,warmth_marker,0.0,-0.0625,0.0625,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,word_count,1.046875,-3.03125,4.391015624999998,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,char_count,-4.109375,-26.173828125,17.489062499999974,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,sentence_count,1.625,1.40625,1.859375,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,question_first,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,answer_reveal_correct,0.015625,0.0,0.046875,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,warmth_marker,0.4375,0.296875,0.5625,True
doubao-seed-2.0-lite,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,word_count,12.015625,7.56171875,16.11132812499999,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,char_count,64.484375,41.38828125,86.78671874999998,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,sentence_count,0.15625,-0.234375,0.46875,False
glm-5.2,question_policy,question_first,explain_only,question_first,1.0,1.0,1.0,True
glm-5.2,question_policy,question_first,explain_only,answer_reveal_correct,0.0,0.0,0.0,False
glm-5.2,question_policy,question_first,explain_only,warmth_marker,0.015625,-0.046875,0.078125,False
glm-5.2,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
glm-5.2,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
glm-5.2,question_policy,question_first,explain_only,word_count,28.984375,23.20078125,36.078906249999996,False
glm-5.2,question_policy,question_first,explain_only,char_count,148.890625,117.29609375,188.674609375,False
glm-5.2,question_policy,question_first,explain_only,sentence_count,1.1875,0.8125,1.53125,False
glm-5.2,answer_policy,reveal,withhold,question_first,0.0,0.0,0.0,False
glm-5.2,answer_policy,reveal,withhold,answer_reveal_correct,1.0,1.0,1.0,True
glm-5.2,answer_policy,reveal,withhold,warmth_marker,-0.109375,-0.21875,-0.015625,False
glm-5.2,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
glm-5.2,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
glm-5.2,answer_policy,reveal,withhold,word_count,-8.078125,-12.188671875,-4.280859375000002,False
glm-5.2,answer_policy,reveal,withhold,char_count,-54.515625,-77.471875,-32.18242187500003,False
glm-5.2,answer_policy,reveal,withhold,sentence_count,0.4375,0.15625,0.75,False
glm-5.2,tone_policy,warm,neutral,question_first,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,answer_reveal_correct,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,warmth_marker,0.171875,0.0625,0.328125,True
glm-5.2,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,word_count,12.515625,8.38984375,16.265625,False
glm-5.2,tone_policy,warm,neutral,char_count,61.421875,36.530859375,85.58085937499999,False
glm-5.2,tone_policy,warm,neutral,sentence_count,0.53125,0.40625,0.6875,False
