sample_id,base_id,problem_family,learner_need,question_policy,answer_policy,tone_policy,model,prompt_sha256,response_sha256,question_first,question_any,answer_reveal_any,answer_reveal_correct,warmth_marker,word_count,char_count,sentence_count,wording_set,paraphrase_queue_rank
paraphrase-v1|arithmetic_mean-01|direct|explain_only|withhold|warm|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,explain_only,withhold,warm,doubao-seed-2.0-lite,66ee968c6a2041565548eb0e363c160191058830268a316b862b707466694b35,05932d8d782364fd3a1f15ed50db521a1fb4764210bf375d39c3c4c1c45f58d2,0,0,0,0,0,79,460,6,paraphrase_b,114
paraphrase-v1|arithmetic_mean-01|direct|explain_only|withhold|warm|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,explain_only,withhold,warm,glm-5.2,66ee968c6a2041565548eb0e363c160191058830268a316b862b707466694b35,7a10818ae8582d459670254888ce332283f48d57377919326a354c7130bdc67e,0,0,0,0,0,46,255,4,paraphrase_b,66
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,MiniMax-M2.7,3cd769c20364ca22a09205fafc7b1837756f119f7301f5d9c5af0de083f1db31,5641cde78f8499b4390e42ee358ae158dfff9bc81984ca19be63bebbd18680c6,0,1,1,1,0,59,292,5,paraphrase_a,0
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,MiniMax-M3,3cd769c20364ca22a09205fafc7b1837756f119f7301f5d9c5af0de083f1db31,6225196f7e3f80e3d80439368162a86d6cf37de7d125e4a2a386670342c10499,1,1,1,1,0,63,303,4,paraphrase_a,188
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,deepseek-v4-pro,3cd769c20364ca22a09205fafc7b1837756f119f7301f5d9c5af0de083f1db31,7b3f62a77f191777dbb3291f083ce5869531359a48a13172cf1e85a8e6343d82,1,1,1,1,0,52,259,6,paraphrase_a,64
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,doubao-seed-2.0-lite,3cd769c20364ca22a09205fafc7b1837756f119f7301f5d9c5af0de083f1db31,cffc873ce166605c901aee626f7295b769c8bdb448d988f94212db4c09e81d2d,1,1,1,1,0,81,407,6,paraphrase_a,190
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,glm-5.2,3cd769c20364ca22a09205fafc7b1837756f119f7301f5d9c5af0de083f1db31,edb8fe02746b14d604efc14034072a04cd6c654ad1b6398dadcef170dc685775,1,1,1,1,0,48,232,4,paraphrase_a,216
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,MiniMax-M2.7,a4c0b9eb2c967eecb964bc745413bd015a041034b87286826a2a531d1644c7b2,4896c463f12325076b17c9f8daef9a61172e757bea75ead85f3b3d8bc56ac115,1,1,1,1,0,50,246,5,paraphrase_b,69
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,MiniMax-M3,a4c0b9eb2c967eecb964bc745413bd015a041034b87286826a2a531d1644c7b2,b3d49e2c5aab94693023d93b2efa6a16f67f064442b7d6ddeeabcd7abc9dfe61,1,1,1,1,0,45,219,5,paraphrase_b,150
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,deepseek-v4-pro,a4c0b9eb2c967eecb964bc745413bd015a041034b87286826a2a531d1644c7b2,2539e36754d3358915925462f8fd1a8a7aa43b271439bad0a121af5c5b260ac1,1,1,1,1,0,44,222,6,paraphrase_b,226
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,doubao-seed-2.0-lite,a4c0b9eb2c967eecb964bc745413bd015a041034b87286826a2a531d1644c7b2,cc76a257ee0db833743fa76a555a2b1254af1a82ec9cb6bb2287ef835801de0f,1,1,1,1,0,84,458,6,paraphrase_b,104
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,neutral,glm-5.2,a4c0b9eb2c967eecb964bc745413bd015a041034b87286826a2a531d1644c7b2,a04b353f847928fad6b7ec95f130cf5b665157c854cae3b2d8a9d46dee52b835,1,1,1,1,0,58,292,5,paraphrase_b,47
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,MiniMax-M2.7,60ffd45f2b15fd4e33c20fcd5d4d071aa907797886da8ab395b1b414387cc8d0,3cc1badf21df6e9f6b16a93c97c52c48ba37ec8f0cf9825744d551baf7ac4e7c,1,1,1,1,1,70,388,6,paraphrase_a,11
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,MiniMax-M3,60ffd45f2b15fd4e33c20fcd5d4d071aa907797886da8ab395b1b414387cc8d0,2eae3bdc65bfb3994dfa8a63d434d539b80242e4d210fb5bd8ae71d9048091d7,1,1,1,1,0,61,299,5,paraphrase_a,58
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,deepseek-v4-pro,60ffd45f2b15fd4e33c20fcd5d4d071aa907797886da8ab395b1b414387cc8d0,3a11938105cd356b81dcdc218d17434cecea25ddc8ad05e6543a1c69f47f5d87,1,1,1,1,0,72,385,7,paraphrase_a,15
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,doubao-seed-2.0-lite,60ffd45f2b15fd4e33c20fcd5d4d071aa907797886da8ab395b1b414387cc8d0,2f16ce44ff0b0a83753a9dceae71635603afe32bb21a744acdea2ff960e28d2c,1,1,1,1,1,99,510,6,paraphrase_a,93
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,glm-5.2,60ffd45f2b15fd4e33c20fcd5d4d071aa907797886da8ab395b1b414387cc8d0,00f07f69290b8d5eab1758991fdb17d0d95c1a9ae11d2f1ecc95a2076f600a68,1,1,1,1,0,76,381,5,paraphrase_a,64
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,MiniMax-M2.7,9f945424b874e0ddc21a7a44c4a652784a7e2a20faa62462e83b0daf6cfb4784,6e7e886cec7002decaf2b58e52f041b792d0a3f228d86513bdc82c1d4dbf3825,1,1,1,1,0,55,300,5,paraphrase_b,219
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,MiniMax-M3,9f945424b874e0ddc21a7a44c4a652784a7e2a20faa62462e83b0daf6cfb4784,12d2ae438d98450c18f2b00090a5a3ecdd7b2868135cab1953dbb3a0ece47e6c,1,1,1,1,1,59,287,5,paraphrase_b,145
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,deepseek-v4-pro,9f945424b874e0ddc21a7a44c4a652784a7e2a20faa62462e83b0daf6cfb4784,4ef965342d77d04a45285ddeba45805171b2ffa2ab2ca11b85802196cb0c0b2d,1,1,1,1,1,62,307,5,paraphrase_b,5
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,doubao-seed-2.0-lite,9f945424b874e0ddc21a7a44c4a652784a7e2a20faa62462e83b0daf6cfb4784,c41a6b28c5dbbcf253ba125e1f1b8a8479a51bc604c05f84fcdf139aafb2e72e,1,1,1,1,0,101,527,5,paraphrase_b,161
paraphrase-v1|arithmetic_mean-01|direct|question_first|reveal|warm|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,reveal,warm,glm-5.2,9f945424b874e0ddc21a7a44c4a652784a7e2a20faa62462e83b0daf6cfb4784,0ac26df95b260cbdf6b2eb24ef0d8db6e5b1ea1bab355aa0d2af67f418a56472,1,1,1,1,0,84,418,6,paraphrase_b,109
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,MiniMax-M2.7,3a1ce1d84768c3be763628fc110c918fe22a5bc506e06a2dca1e706151724df4,150bb581034ba47bac855622fd445e04ed3e7e27e2f5ce5ea2bbc8633621f204,1,1,0,0,0,65,326,5,paraphrase_a,26
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,MiniMax-M3,3a1ce1d84768c3be763628fc110c918fe22a5bc506e06a2dca1e706151724df4,659ca9e273ae57ee390a0f249014203cf81852152cab38ee846ffdf857c37ae1,1,1,0,0,0,140,734,11,paraphrase_a,168
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,deepseek-v4-pro,3a1ce1d84768c3be763628fc110c918fe22a5bc506e06a2dca1e706151724df4,24985e687bd47b2075c8b1d2f8d0a19db65ec285355e5284e0ef20643e211699,1,1,0,0,0,43,201,5,paraphrase_a,205
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,doubao-seed-2.0-lite,3a1ce1d84768c3be763628fc110c918fe22a5bc506e06a2dca1e706151724df4,635010ee953880114c501c85b2cf19532d460d522a89addca10a6d0b58d87b8e,1,1,0,0,0,98,537,4,paraphrase_a,62
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_a,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,glm-5.2,3a1ce1d84768c3be763628fc110c918fe22a5bc506e06a2dca1e706151724df4,ce2d24605e881a6e5d02f5748578a53310d1bc0269fc8d55968ee71269e4430e,1,1,0,0,0,52,269,4,paraphrase_a,0
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,MiniMax-M2.7,d0abd4136f308dfc41b9fc6a348f21d73586c619f4d672b58259a1e950de92fa,5bffd79d8799a646b4667351093700daa9a4b4278d3b04f54843b3656a9f8c7e,1,1,0,0,0,64,326,5,paraphrase_b,88
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,MiniMax-M3,d0abd4136f308dfc41b9fc6a348f21d73586c619f4d672b58259a1e950de92fa,349609738308cd467c62305c68f157662a6f4b6f44b7d45adfb6d178ee8a97e5,1,1,0,0,0,20,95,1,paraphrase_b,123
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,deepseek-v4-pro,d0abd4136f308dfc41b9fc6a348f21d73586c619f4d672b58259a1e950de92fa,88745aeaca852f16d8f6f60095c41e8ed531f1879ea360e1348639c2b8d59958,1,1,0,0,0,46,231,5,paraphrase_b,238
paraphrase-v1|arithmetic_mean-01|direct|question_first|withhold|neutral|paraphrase_b,arithmetic_mean-01,arithmetic_mean,direct,question_first,withhold,neutral,doubao-seed-2.0-lite,d0abd4136f308dfc41b9fc6a348f21d73586c619f4d672b58259a1e950de92fa,79ae3f90a3f5f9365b3d30aa41fa737298c7a3a8cc3cddd953b77a50e5c54ddd,1,1,0,0,0,94,513,4,paraphrase_b,85
