group,factor,high,low,metric,mean_difference,bootstrap_ci_low,bootstrap_ci_high,target_metric
MiniMax-M2.7,answer_policy,reveal,withhold,answer_reveal_any,0.984375,0.953125,1.0,False
MiniMax-M2.7,answer_policy,reveal,withhold,word_count,-15.046875,-19.719140625,-10.015625,False
MiniMax-M2.7,answer_policy,reveal,withhold,char_count,-81.578125,-107.829296875,-53.23164062500001,False
MiniMax-M2.7,answer_policy,reveal,withhold,sentence_count,-0.421875,-1.03125,0.109375,False
MiniMax-M2.7,tone_policy,warm,neutral,question_first,-0.09375,-0.203125,0.0,False
MiniMax-M2.7,tone_policy,warm,neutral,answer_reveal_correct,0.015625,0.0,0.046875,False
MiniMax-M2.7,tone_policy,warm,neutral,warmth_marker,0.484375,0.40625,0.5625,True
MiniMax-M2.7,tone_policy,warm,neutral,question_any,-0.015625,-0.109375,0.0625,False
MiniMax-M2.7,tone_policy,warm,neutral,answer_reveal_any,0.015625,0.0,0.046875,False
MiniMax-M2.7,tone_policy,warm,neutral,word_count,11.796875,1.6234375,22.203906249999996,False
MiniMax-M2.7,tone_policy,warm,neutral,char_count,68.515625,14.234765625000001,128.3292968749999,False
MiniMax-M2.7,tone_policy,warm,neutral,sentence_count,0.671875,-0.109375,1.3597656249999979,False
MiniMax-M3,question_policy,question_first,explain_only,question_first,0.703125,0.640625,0.765625,True
MiniMax-M3,question_policy,question_first,explain_only,answer_reveal_correct,-0.03125,-0.078125,0.0,False
MiniMax-M3,question_policy,question_first,explain_only,warmth_marker,0.0625,-0.015625,0.15625,False
MiniMax-M3,question_policy,question_first,explain_only,question_any,0.96875,0.921875,1.0,False
MiniMax-M3,question_policy,question_first,explain_only,answer_reveal_any,-0.03125,-0.078125,0.0,False
MiniMax-M3,question_policy,question_first,explain_only,word_count,-3.921875,-7.578515625,-0.5625,False
MiniMax-M3,question_policy,question_first,explain_only,char_count,-35.59375,-59.59375,-13.655078125000006,False
MiniMax-M3,question_policy,question_first,explain_only,sentence_count,-0.234375,-0.484375,0.015625,False
MiniMax-M3,answer_policy,reveal,withhold,question_first,0.203125,0.140625,0.265625,False
MiniMax-M3,answer_policy,reveal,withhold,answer_reveal_correct,0.96875,0.9375,1.0,True
MiniMax-M3,answer_policy,reveal,withhold,warmth_marker,-0.09375,-0.171875,-0.03125,False
MiniMax-M3,answer_policy,reveal,withhold,question_any,-0.03125,-0.0625,0.0,False
MiniMax-M3,answer_policy,reveal,withhold,answer_reveal_any,0.96875,0.921875,1.0,False
MiniMax-M3,answer_policy,reveal,withhold,word_count,-8.890625,-19.984765625,1.84375,False
MiniMax-M3,answer_policy,reveal,withhold,char_count,-55.25,-116.705078125,1.3910156249999979,False
MiniMax-M3,answer_policy,reveal,withhold,sentence_count,0.203125,-0.484375,0.875,False
MiniMax-M3,tone_policy,warm,neutral,question_first,-0.265625,-0.328125,-0.1875,False
MiniMax-M3,tone_policy,warm,neutral,answer_reveal_correct,0.0,-0.046875,0.046875,False
MiniMax-M3,tone_policy,warm,neutral,warmth_marker,0.375,0.265625,0.5003906249999979,True
MiniMax-M3,tone_policy,warm,neutral,question_any,0.03125,0.0,0.078125,False
MiniMax-M3,tone_policy,warm,neutral,answer_reveal_any,0.0,-0.046875,0.046875,False
MiniMax-M3,tone_policy,warm,neutral,word_count,31.046875,20.233203125,41.281640624999994,False
MiniMax-M3,tone_policy,warm,neutral,char_count,166.875,118.7515625,215.50507812499998,False
MiniMax-M3,tone_policy,warm,neutral,sentence_count,1.359375,0.75,1.953125,False
deepseek-v4-pro,question_policy,question_first,explain_only,question_first,0.828125,0.75,0.90625,True
deepseek-v4-pro,question_policy,question_first,explain_only,answer_reveal_correct,0.015625,0.0,0.046875,False
deepseek-v4-pro,question_policy,question_first,explain_only,warmth_marker,0.078125,-0.0625,0.234375,False
deepseek-v4-pro,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,word_count,14.375,5.7328125,24.90781249999999,False
deepseek-v4-pro,question_policy,question_first,explain_only,char_count,66.328125,18.608203125,121.69570312499987,False
deepseek-v4-pro,question_policy,question_first,explain_only,sentence_count,1.375,0.968359375,1.890625,False
deepseek-v4-pro,answer_policy,reveal,withhold,question_first,0.078125,0.03125,0.109375,False
deepseek-v4-pro,answer_policy,reveal,withhold,answer_reveal_correct,0.984375,0.953125,1.0,True
deepseek-v4-pro,answer_policy,reveal,withhold,warmth_marker,0.015625,-0.09375,0.140625,False
deepseek-v4-pro,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
deepseek-v4-pro,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
deepseek-v4-pro,answer_policy,reveal,withhold,word_count,-13.0625,-16.9375,-8.421875,False
deepseek-v4-pro,answer_policy,reveal,withhold,char_count,-67.453125,-89.78203125,-42.076953125,False
deepseek-v4-pro,answer_policy,reveal,withhold,sentence_count,-0.3125,-0.96875,0.29726562499999787,False
deepseek-v4-pro,tone_policy,warm,neutral,question_first,-0.078125,-0.15625,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,answer_reveal_correct,-0.015625,-0.046875,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,warmth_marker,0.546875,0.40625,0.6722656249999979,True
deepseek-v4-pro,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,word_count,25.5,22.46875,28.516015624999998,False
deepseek-v4-pro,tone_policy,warm,neutral,char_count,140.953125,124.494140625,160.65781249999998,False
deepseek-v4-pro,tone_policy,warm,neutral,sentence_count,1.375,1.109375,1.65625,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,question_first,1.0,1.0,1.0,True
doubao-seed-2.0-lite,question_policy,question_first,explain_only,answer_reveal_correct,0.015625,0.0,0.046875,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,warmth_marker,0.140625,0.03125,0.25,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,word_count,22.546875,18.6875,26.03125,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,char_count,110.484375,92.6546875,129.609375,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,sentence_count,1.5,1.296875,1.6875,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,question_first,0.0,0.0,0.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,answer_reveal_correct,0.984375,0.953125,1.0,True
doubao-seed-2.0-lite,answer_policy,reveal,withhold,warmth_marker,-0.140625,-0.21875,-0.0625,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,word_count,-22.265625,-30.28125,-16.030859375000002,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,char_count,-133.796875,-177.966796875,-98.70507812500007,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,sentence_count,0.8125,0.5,1.21875,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,question_first,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,answer_reveal_correct,0.015625,0.0,0.046875,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,warmth_marker,0.484375,0.375,0.59375,True
doubao-seed-2.0-lite,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,word_count,25.203125,23.59375,26.93906249999999,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,char_count,134.046875,120.780078125,149.29921875,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,sentence_count,0.75,0.59375,0.90625,False
glm-5.2,question_policy,question_first,explain_only,question_first,0.984375,0.953125,1.0,True
glm-5.2,question_policy,question_first,explain_only,answer_reveal_correct,0.0,0.0,0.0,False
glm-5.2,question_policy,question_first,explain_only,warmth_marker,0.109375,0.0,0.203125,False
glm-5.2,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
glm-5.2,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
glm-5.2,question_policy,question_first,explain_only,word_count,14.75,6.18671875,24.672656249999996,False
glm-5.2,question_policy,question_first,explain_only,char_count,70.5,28.515625,122.203125,False
glm-5.2,question_policy,question_first,explain_only,sentence_count,0.96875,0.53125,1.40625,False
glm-5.2,answer_policy,reveal,withhold,question_first,-0.015625,-0.046875,0.0,False
glm-5.2,answer_policy,reveal,withhold,answer_reveal_correct,1.0,1.0,1.0,True
glm-5.2,answer_policy,reveal,withhold,warmth_marker,-0.109375,-0.21875,-0.015625,False
glm-5.2,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
glm-5.2,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
glm-5.2,answer_policy,reveal,withhold,word_count,-11.8125,-18.5015625,-5.187109375000002,False
glm-5.2,answer_policy,reveal,withhold,char_count,-73.09375,-114.816015625,-36.734375,False
glm-5.2,answer_policy,reveal,withhold,sentence_count,0.375,-0.125,0.765625,False
glm-5.2,tone_policy,warm,neutral,question_first,-0.015625,-0.046875,0.0,False
glm-5.2,tone_policy,warm,neutral,answer_reveal_correct,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,warmth_marker,0.265625,0.171875,0.359375,True
glm-5.2,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,word_count,16.375,9.4671875,23.765625,False
glm-5.2,tone_policy,warm,neutral,char_count,86.25,51.46796875,120.032421875,False
glm-5.2,tone_policy,warm,neutral,sentence_count,0.78125,0.390625,1.140625,False
