group,order,factors,metric,interaction,bootstrap_ci_low,bootstrap_ci_high
MiniMax-M3,2,question_policy*tone_policy,warmth_marker,0.15625,0.0,0.3125
MiniMax-M3,2,question_policy*tone_policy,question_any,0.0,0.0,0.0
MiniMax-M3,2,question_policy*tone_policy,answer_reveal_any,-0.03125,-0.09375,0.0
MiniMax-M3,2,question_policy*tone_policy,word_count,3.28125,-6.3125,13.469531249999996
MiniMax-M3,2,question_policy*tone_policy,char_count,11.25,-47.1265625,72.65781249999999
MiniMax-M3,2,question_policy*tone_policy,sentence_count,0.1875,-0.28125,0.90625
MiniMax-M3,2,answer_policy*tone_policy,question_first,0.0625,0.0,0.125
MiniMax-M3,2,answer_policy*tone_policy,answer_reveal_correct,-0.03125,-0.09375,0.0
MiniMax-M3,2,answer_policy*tone_policy,warmth_marker,-0.03125,-0.21875,0.15625
MiniMax-M3,2,answer_policy*tone_policy,question_any,0.0,0.0,0.0
MiniMax-M3,2,answer_policy*tone_policy,answer_reveal_any,-0.03125,-0.09375,0.0
MiniMax-M3,2,answer_policy*tone_policy,word_count,-13.71875,-23.03125,-4.811718750000004
MiniMax-M3,2,answer_policy*tone_policy,char_count,-78.125,-132.37578125,-21.03125
MiniMax-M3,2,answer_policy*tone_policy,sentence_count,-0.8125,-1.375,-0.125
MiniMax-M3,3,question_policy*answer_policy*tone_policy,question_first,0.125,0.0,0.25
MiniMax-M3,3,question_policy*answer_policy*tone_policy,answer_reveal_correct,-0.0625,-0.1875,0.0
MiniMax-M3,3,question_policy*answer_policy*tone_policy,warmth_marker,0.3125,-0.125,0.75
MiniMax-M3,3,question_policy*answer_policy*tone_policy,question_any,0.0,0.0,0.0
MiniMax-M3,3,question_policy*answer_policy*tone_policy,answer_reveal_any,-0.0625,-0.1875,0.0
MiniMax-M3,3,question_policy*answer_policy*tone_policy,word_count,18.3125,-5.25,44.63593749999994
MiniMax-M3,3,question_policy*answer_policy*tone_policy,char_count,99.0,-42.58125,258.0515624999997
MiniMax-M3,3,question_policy*answer_policy*tone_policy,sentence_count,-0.125,-1.375,1.25
deepseek-v4-pro,2,question_policy*answer_policy,question_first,0.03125,0.0,0.09375
deepseek-v4-pro,2,question_policy*answer_policy,answer_reveal_correct,0.0,0.0,0.0
deepseek-v4-pro,2,question_policy*answer_policy,warmth_marker,-0.125,-0.3125,0.0625
deepseek-v4-pro,2,question_policy*answer_policy,question_any,0.0,0.0,0.0
deepseek-v4-pro,2,question_policy*answer_policy,answer_reveal_any,0.0,0.0,0.0
deepseek-v4-pro,2,question_policy*answer_policy,word_count,-2.25,-14.12578125,9.65625
deepseek-v4-pro,2,question_policy*answer_policy,char_count,-4.21875,-75.3578125,63.10156249999996
deepseek-v4-pro,2,question_policy*answer_policy,sentence_count,-0.5,-1.1875,0.25
deepseek-v4-pro,2,question_policy*tone_policy,question_first,-0.03125,-0.09375,0.0
deepseek-v4-pro,2,question_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
deepseek-v4-pro,2,question_policy*tone_policy,warmth_marker,0.25,-0.0625,0.5625
deepseek-v4-pro,2,question_policy*tone_policy,question_any,0.0,0.0,0.0
deepseek-v4-pro,2,question_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
deepseek-v4-pro,2,question_policy*tone_policy,word_count,-2.75,-13.8140625,9.03125
deepseek-v4-pro,2,question_policy*tone_policy,char_count,-22.40625,-74.13359375,31.723437499999974
deepseek-v4-pro,2,question_policy*tone_policy,sentence_count,0.0,-0.5625,0.6882812499999957
deepseek-v4-pro,2,answer_policy*tone_policy,question_first,0.03125,0.0,0.09375
deepseek-v4-pro,2,answer_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
deepseek-v4-pro,2,answer_policy*tone_policy,warmth_marker,-0.125,-0.34375,0.0625
deepseek-v4-pro,2,answer_policy*tone_policy,question_any,0.0,0.0,0.0
deepseek-v4-pro,2,answer_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
deepseek-v4-pro,2,answer_policy*tone_policy,word_count,-10.375,-24.06328125,3.284374999999983
deepseek-v4-pro,2,answer_policy*tone_policy,char_count,-67.03125,-142.5640625,8.228906249999945
deepseek-v4-pro,2,answer_policy*tone_policy,sentence_count,-0.8125,-1.625,-0.0625
deepseek-v4-pro,3,question_policy*answer_policy*tone_policy,question_first,0.0625,0.0,0.1875
deepseek-v4-pro,3,question_policy*answer_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
deepseek-v4-pro,3,question_policy*answer_policy*tone_policy,warmth_marker,-0.25,-0.625,0.125
deepseek-v4-pro,3,question_policy*answer_policy*tone_policy,question_any,0.0,0.0,0.0
deepseek-v4-pro,3,question_policy*answer_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
deepseek-v4-pro,3,question_policy*answer_policy*tone_policy,word_count,-3.5,-30.014062499999998,19.190624999999983
deepseek-v4-pro,3,question_policy*answer_policy*tone_policy,char_count,-33.0625,-171.946875,76.63124999999997
deepseek-v4-pro,3,question_policy*answer_policy*tone_policy,sentence_count,0.125,-1.0625,1.1875
doubao-seed-2.0-lite,2,question_policy*answer_policy,question_first,0.0,0.0,0.0
doubao-seed-2.0-lite,2,question_policy*answer_policy,answer_reveal_correct,-0.03125,-0.09375,0.0
doubao-seed-2.0-lite,2,question_policy*answer_policy,warmth_marker,-0.25,-0.46875,-0.03125
doubao-seed-2.0-lite,2,question_policy*answer_policy,question_any,0.0,0.0,0.0
doubao-seed-2.0-lite,2,question_policy*answer_policy,answer_reveal_any,0.0,0.0,0.0
doubao-seed-2.0-lite,2,question_policy*answer_policy,word_count,-5.84375,-20.625,10.378906249999979
doubao-seed-2.0-lite,2,question_policy*answer_policy,char_count,-22.03125,-108.7875,81.57343749999994
doubao-seed-2.0-lite,2,question_policy*answer_policy,sentence_count,-0.0625,-0.8125,0.71875
doubao-seed-2.0-lite,2,question_policy*tone_policy,question_first,0.0,0.0,0.0
doubao-seed-2.0-lite,2,question_policy*tone_policy,answer_reveal_correct,0.03125,0.0,0.09375
doubao-seed-2.0-lite,2,question_policy*tone_policy,warmth_marker,0.375,0.28125,0.46875
doubao-seed-2.0-lite,2,question_policy*tone_policy,question_any,0.0,0.0,0.0
doubao-seed-2.0-lite,2,question_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
doubao-seed-2.0-lite,2,question_policy*tone_policy,word_count,4.46875,-5.9703125,13.21875
doubao-seed-2.0-lite,2,question_policy*tone_policy,char_count,11.65625,-56.40703125,70.0
doubao-seed-2.0-lite,2,question_policy*tone_policy,sentence_count,-0.375,-1.0625,0.34375
doubao-seed-2.0-lite,2,answer_policy*tone_policy,question_first,0.0,0.0,0.0
doubao-seed-2.0-lite,2,answer_policy*tone_policy,answer_reveal_correct,0.03125,0.0,0.09375
doubao-seed-2.0-lite,2,answer_policy*tone_policy,warmth_marker,0.0,-0.125,0.125
doubao-seed-2.0-lite,2,answer_policy*tone_policy,question_any,0.0,0.0,0.0
doubao-seed-2.0-lite,2,answer_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
doubao-seed-2.0-lite,2,answer_policy*tone_policy,word_count,-4.34375,-13.0625,5.09375
doubao-seed-2.0-lite,2,answer_policy*tone_policy,char_count,-23.59375,-73.159375,30.355468749999766
doubao-seed-2.0-lite,2,answer_policy*tone_policy,sentence_count,-0.625,-0.96875,-0.3125
doubao-seed-2.0-lite,3,question_policy*answer_policy*tone_policy,question_first,0.0,0.0,0.0
doubao-seed-2.0-lite,3,question_policy*answer_policy*tone_policy,answer_reveal_correct,0.0625,0.0,0.1875
doubao-seed-2.0-lite,3,question_policy*answer_policy*tone_policy,warmth_marker,-0.5,-0.9375,-0.0625
doubao-seed-2.0-lite,3,question_policy*answer_policy*tone_policy,question_any,0.0,0.0,0.0
doubao-seed-2.0-lite,3,question_policy*answer_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
doubao-seed-2.0-lite,3,question_policy*answer_policy*tone_policy,word_count,-4.0625,-20.003125,14.0
doubao-seed-2.0-lite,3,question_policy*answer_policy*tone_policy,char_count,-24.5625,-110.44375,68.96562499999985
doubao-seed-2.0-lite,3,question_policy*answer_policy*tone_policy,sentence_count,-0.625,-1.8125,0.5625
glm-5.2,2,question_policy*answer_policy,question_first,0.0,0.0,0.0
glm-5.2,2,question_policy*answer_policy,answer_reveal_correct,0.0,0.0,0.0
glm-5.2,2,question_policy*answer_policy,warmth_marker,0.09375,-0.03125,0.18828124999999574
glm-5.2,2,question_policy*answer_policy,question_any,0.0,0.0,0.0
glm-5.2,2,question_policy*answer_policy,answer_reveal_any,0.0,0.0,0.0
glm-5.2,2,question_policy*answer_policy,word_count,-3.84375,-12.8765625,4.5328124999999915
glm-5.2,2,question_policy*answer_policy,char_count,-23.34375,-77.040625,30.785937499999974
glm-5.2,2,question_policy*answer_policy,sentence_count,-0.1875,-0.78125,0.5
glm-5.2,2,question_policy*tone_policy,question_first,0.0,0.0,0.0
glm-5.2,2,question_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
glm-5.2,2,question_policy*tone_policy,warmth_marker,0.03125,-0.09375,0.15625
glm-5.2,2,question_policy*tone_policy,question_any,0.0,0.0,0.0
glm-5.2,2,question_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
glm-5.2,2,question_policy*tone_policy,word_count,10.59375,1.99921875,21.253124999999983
glm-5.2,2,question_policy*tone_policy,char_count,33.90625,-11.84453125,98.56718749999997
glm-5.2,2,question_policy*tone_policy,sentence_count,0.25,-0.31328124999999996,0.84375
glm-5.2,2,answer_policy*tone_policy,question_first,0.0,0.0,0.0
glm-5.2,2,answer_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
glm-5.2,2,answer_policy*tone_policy,warmth_marker,-0.21875,-0.40625,-0.03125
glm-5.2,2,answer_policy*tone_policy,question_any,0.0,0.0,0.0
glm-5.2,2,answer_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
glm-5.2,2,answer_policy*tone_policy,word_count,1.21875,-7.125,7.53125
glm-5.2,2,answer_policy*tone_policy,char_count,16.84375,-30.96953125,55.8125
glm-5.2,2,answer_policy*tone_policy,sentence_count,-0.125,-0.46875,0.25
glm-5.2,3,question_policy*answer_policy*tone_policy,question_first,0.0,0.0,0.0
glm-5.2,3,question_policy*answer_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
glm-5.2,3,question_policy*answer_policy*tone_policy,warmth_marker,0.1875,-0.0625,0.4375
glm-5.2,3,question_policy*answer_policy*tone_policy,question_any,0.0,0.0,0.0
glm-5.2,3,question_policy*answer_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
glm-5.2,3,question_policy*answer_policy*tone_policy,word_count,2.5625,-17.13125,20.50156249999999
glm-5.2,3,question_policy*answer_policy*tone_policy,char_count,15.0625,-111.6484375,119.14531249999989
glm-5.2,3,question_policy*answer_policy*tone_policy,sentence_count,0.125,-1.125,1.3140624999999915
