benchmark,family,arm,pair_id,item_id,model,judge,win_score,strict_win
mathtutorbench_scaffolding,standard,scaffolding,19,scaffolding-19,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,20,scaffolding-20,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,21,scaffolding-21,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,22,scaffolding-22,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,23,scaffolding-23,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,24,scaffolding-24,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,25,scaffolding-25,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,26,scaffolding-26,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,27,scaffolding-27,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,28,scaffolding-28,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,29,scaffolding-29,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,30,scaffolding-30,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,31,scaffolding-31,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,32,scaffolding-32,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,33,scaffolding-33,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,34,scaffolding-34,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,35,scaffolding-35,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,36,scaffolding-36,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,37,scaffolding-37,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,38,scaffolding-38,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,39,scaffolding-39,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,40,scaffolding-40,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,41,scaffolding-41,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,42,scaffolding-42,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,43,scaffolding-43,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,44,scaffolding-44,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,45,scaffolding-45,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,46,scaffolding-46,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,47,scaffolding-47,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,48,scaffolding-48,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,49,scaffolding-49,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,50,scaffolding-50,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,51,scaffolding-51,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,52,scaffolding-52,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,53,scaffolding-53,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,54,scaffolding-54,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,55,scaffolding-55,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,56,scaffolding-56,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,57,scaffolding-57,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,58,scaffolding-58,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,59,scaffolding-59,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,60,scaffolding-60,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,61,scaffolding-61,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,62,scaffolding-62,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,63,scaffolding-63,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,64,scaffolding-64,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,65,scaffolding-65,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,66,scaffolding-66,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,67,scaffolding-67,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,68,scaffolding-68,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,69,scaffolding-69,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,70,scaffolding-70,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,71,scaffolding-71,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,72,scaffolding-72,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,73,scaffolding-73,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,74,scaffolding-74,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,75,scaffolding-75,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,76,scaffolding-76,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,77,scaffolding-77,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,78,scaffolding-78,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,79,scaffolding-79,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,80,scaffolding-80,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,81,scaffolding-81,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,82,scaffolding-82,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,83,scaffolding-83,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,84,scaffolding-84,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,85,scaffolding-85,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,86,scaffolding-86,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,87,scaffolding-87,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,88,scaffolding-88,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,89,scaffolding-89,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,90,scaffolding-90,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,91,scaffolding-91,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,92,scaffolding-92,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,93,scaffolding-93,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,94,scaffolding-94,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,95,scaffolding-95,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,96,scaffolding-96,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,97,scaffolding-97,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,98,scaffolding-98,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,99,scaffolding-99,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,100,scaffolding-100,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,101,scaffolding-101,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,102,scaffolding-102,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,103,scaffolding-103,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,104,scaffolding-104,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,105,scaffolding-105,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,106,scaffolding-106,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,107,scaffolding-107,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,108,scaffolding-108,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,109,scaffolding-109,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,110,scaffolding-110,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,111,scaffolding-111,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,112,scaffolding-112,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,113,scaffolding-113,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,114,scaffolding-114,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,115,scaffolding-115,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,116,scaffolding-116,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,117,scaffolding-117,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,118,scaffolding-118,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,119,scaffolding-119,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,120,scaffolding-120,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,121,scaffolding-121,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,122,scaffolding-122,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,123,scaffolding-123,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,124,scaffolding-124,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,125,scaffolding-125,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,126,scaffolding-126,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,127,scaffolding-127,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,128,scaffolding-128,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,129,scaffolding-129,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,130,scaffolding-130,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,131,scaffolding-131,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,132,scaffolding-132,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,133,scaffolding-133,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,134,scaffolding-134,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,135,scaffolding-135,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,136,scaffolding-136,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,137,scaffolding-137,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,138,scaffolding-138,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,139,scaffolding-139,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,140,scaffolding-140,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,141,scaffolding-141,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,142,scaffolding-142,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,143,scaffolding-143,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,144,scaffolding-144,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,145,scaffolding-145,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,146,scaffolding-146,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,147,scaffolding-147,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,148,scaffolding-148,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,149,scaffolding-149,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,150,scaffolding-150,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,151,scaffolding-151,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,152,scaffolding-152,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,153,scaffolding-153,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,154,scaffolding-154,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,155,scaffolding-155,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,156,scaffolding-156,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,157,scaffolding-157,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,158,scaffolding-158,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,159,scaffolding-159,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,160,scaffolding-160,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,161,scaffolding-161,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,162,scaffolding-162,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,163,scaffolding-163,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,164,scaffolding-164,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,165,scaffolding-165,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,166,scaffolding-166,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,167,scaffolding-167,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,168,scaffolding-168,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,169,scaffolding-169,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,170,scaffolding-170,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,171,scaffolding-171,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,172,scaffolding-172,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,173,scaffolding-173,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,174,scaffolding-174,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,175,scaffolding-175,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,176,scaffolding-176,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,177,scaffolding-177,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,178,scaffolding-178,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,179,scaffolding-179,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,180,scaffolding-180,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,181,scaffolding-181,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,182,scaffolding-182,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,183,scaffolding-183,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,184,scaffolding-184,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,185,scaffolding-185,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,186,scaffolding-186,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,187,scaffolding-187,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,188,scaffolding-188,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,189,scaffolding-189,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,190,scaffolding-190,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,191,scaffolding-191,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,192,scaffolding-192,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,193,scaffolding-193,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,194,scaffolding-194,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,195,scaffolding-195,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,196,scaffolding-196,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,197,scaffolding-197,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,198,scaffolding-198,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,199,scaffolding-199,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,200,scaffolding-200,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,201,scaffolding-201,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,202,scaffolding-202,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,203,scaffolding-203,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,204,scaffolding-204,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,205,scaffolding-205,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,206,scaffolding-206,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,207,scaffolding-207,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,208,scaffolding-208,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,209,scaffolding-209,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,210,scaffolding-210,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,211,scaffolding-211,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,212,scaffolding-212,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,213,scaffolding-213,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,214,scaffolding-214,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,215,scaffolding-215,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,216,scaffolding-216,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,217,scaffolding-217,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,218,scaffolding-218,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,219,scaffolding-219,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,220,scaffolding-220,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,221,scaffolding-221,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,222,scaffolding-222,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,223,scaffolding-223,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,224,scaffolding-224,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,225,scaffolding-225,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,226,scaffolding-226,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,227,scaffolding-227,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,228,scaffolding-228,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,229,scaffolding-229,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,230,scaffolding-230,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,231,scaffolding-231,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,232,scaffolding-232,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,233,scaffolding-233,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,234,scaffolding-234,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,235,scaffolding-235,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,236,scaffolding-236,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,237,scaffolding-237,minimax-m3,minimax-m3,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,238,scaffolding-238,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,239,scaffolding-239,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,240,scaffolding-240,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,241,scaffolding-241,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,242,scaffolding-242,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,243,scaffolding-243,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,244,scaffolding-244,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,245,scaffolding-245,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,246,scaffolding-246,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,247,scaffolding-247,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,248,scaffolding-248,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,249,scaffolding-249,minimax-m3,minimax-m3,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,250,scaffolding-250,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,251,scaffolding-251,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,252,scaffolding-252,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,253,scaffolding-253,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,254,scaffolding-254,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,255,scaffolding-255,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,256,scaffolding-256,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,257,scaffolding-257,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,258,scaffolding-258,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,259,scaffolding-259,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,260,scaffolding-260,minimax-m3,minimax-m3,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,261,scaffolding-261,minimax-m3,minimax-m3,0.0,0
