sample_id,context_id,target_act,arm,model,response_sha256,has_question_mark,first_sentence_has_question_mark,question_mark_count,word_count,char_count
routing-v1|scaffolding-11|uniform_scaffold,scaffolding-11,telling,uniform_scaffold,doubao-seed-2.0-lite,edc856e8a9600d8b7d645b6f06b0ab0a0bf780eda8f8f6509590767a5ef967de,1,1,1,28,143
routing-v1|scaffolding-11|uniform_scaffold,scaffolding-11,telling,uniform_scaffold,glm-5.2,bed1c61fb4df96212a34d2c10433484d513e7bb3229a38b735ff8468ea2aa899,1,1,1,26,143
routing-v1|scaffolding-121|adaptive_router,scaffolding-121,probing,adaptive_router,MiniMax-M2.7,6ca06ebbf15fcd138c6041f53015e776afc3d968bb179070e79db2ab9e398640,1,1,1,31,157
routing-v1|scaffolding-121|adaptive_router,scaffolding-121,probing,adaptive_router,MiniMax-M3,eb6b2edf59d63b365bee4a6e117b7f60f3f20ba2a626feadaaba3f19ecca0e37,0,0,0,48,253
routing-v1|scaffolding-121|adaptive_router,scaffolding-121,probing,adaptive_router,deepseek-v4-pro,f54102b651e0bf9f0497526f11a0c0be11c931ec56e0c49ef4c71a66a09f7331,0,0,0,60,297
routing-v1|scaffolding-121|adaptive_router,scaffolding-121,probing,adaptive_router,doubao-seed-2.0-lite,95eec635ed226608aa7ad1645223abeedfe22adb9bf00b5954c1087f74478ecb,1,0,1,46,221
routing-v1|scaffolding-121|adaptive_router,scaffolding-121,probing,adaptive_router,glm-5.2,51f2cdd7886cee745879090230b6051cce499884a900b090af472b42364bbba5,1,0,1,44,226
routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,MiniMax-M2.7,95cb23d0d64282d999ebe5d752e7aaabee5ee26ed39b26bac33999fc5b7dd060,1,0,1,58,285
routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,MiniMax-M3,2b51b1159b5a08edc71aa75a155816cef9adc9e4702c26229f584b442009a93c,0,0,0,60,323
routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,deepseek-v4-pro,ee0d3d5ffc85473eca2f9b48ac7bb74898cc15731d327ee37be14c5d86d0cc4c,0,0,0,37,201
routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,doubao-seed-2.0-lite,e59a960922763a4c0ecb0b2ae0697dadd2bb92a045cf2690ff6254db3ede363b,0,0,0,61,322
routing-v1|scaffolding-121|generic,scaffolding-121,probing,generic,glm-5.2,b05f8163af05198a2077d38d03af9848a1bf15b5e096dd73acac2d068ce47be9,0,0,0,43,223
routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,MiniMax-M2.7,063699bd8083299c8457eb5e0319bd93a84182b313275e30fd984f12bdd00f41,1,1,1,38,190
routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,MiniMax-M3,9c582d33654bb0c48201382cab3d88c1a65862dd69f2e9189e764fcee176737e,1,1,2,46,242
routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,deepseek-v4-pro,f5fccdc33df4c338e8bb0c2b91d46db56bfab7f16e3aebc07bc9ea73db39050b,1,1,1,28,136
routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,doubao-seed-2.0-lite,42c5682f59fdd548faa03cf01be99e2977df0a16203f195c9f8833a5137188cf,1,1,1,44,236
routing-v1|scaffolding-121|oracle_action,scaffolding-121,probing,oracle_action,glm-5.2,bec2246b55013d86c414e2eb395452b1f379e6a4300db78b5ae5b6e1935ca8b7,1,1,1,22,117
routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,MiniMax-M2.7,f841cf434d28855daba49753b6900fba11a2bf47c23971c9eb65bf2dc4fe8d2e,1,0,1,65,346
routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,MiniMax-M3,3270473233db1b1ae66ea73e137e2f652b9747a0bbc5414df1fe0a30102267f5,1,0,2,40,218
routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,deepseek-v4-pro,7fdd98ea8a6fddcd02dddc7750fbf6241eb6e104ddebf95882026d94a1b063cc,1,1,1,31,157
routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,doubao-seed-2.0-lite,10407c66bce0eb7da8bb24e701641dff259232f3d13eb7ddecfcd00d9dfc818b,1,0,1,40,199
routing-v1|scaffolding-121|uniform_scaffold,scaffolding-121,probing,uniform_scaffold,glm-5.2,c6b575c528c5869ad6fdff126d3ad8bcfdbf04180871daa1d37acdb8984535ef,1,0,1,42,218
routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,MiniMax-M2.7,5579388b7ae95f44f65991ff678411669037d09ea51358a96e95821882cbdf98,0,0,0,46,271
routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,MiniMax-M3,af0355b1eb481fdb6be5f59f1a2b23f31a40727372404b78c1294a0ed6ae69bc,0,0,0,47,266
routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,deepseek-v4-pro,eb69b54390f957388961f9c006b2361609dff9a86a868386fecee5af411137ad,1,0,1,69,365
routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,doubao-seed-2.0-lite,773dea1293b7b571aa627252465948016f4724519dfe95082ce3e7a60a799e1e,0,0,0,69,392
routing-v1|scaffolding-123|adaptive_router,scaffolding-123,telling,adaptive_router,glm-5.2,cbdd22de9672a52e396727438a2abca8a44e8f104569b92eab76a6fbf9d331fb,0,0,0,70,395
routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,MiniMax-M2.7,6c294a5e4df6437e19d06c676751a49b95a1d50c84f378545a2d5e4acf26a148,0,0,0,65,365
routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,MiniMax-M3,8c281cb3bd388c2abd7ec3315495cf14ce3a7dae37df07eaceea825a186b509c,0,0,0,30,172
routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,deepseek-v4-pro,1be2fe336b069a87e62286a6f770c037346eea454d9e3029b0607a79f38d1631,0,0,0,44,243
routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,doubao-seed-2.0-lite,220f7b89420917671d6946dfa62c18751411350dfce786ee3fecd82ce178d9a8,0,0,0,58,332
routing-v1|scaffolding-123|generic,scaffolding-123,telling,generic,glm-5.2,357e1502c94d66cf51351515c6d6862d9ef5417fd76593d7ae9a905be4210990,0,0,0,52,293
routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,MiniMax-M2.7,2241c7538e135c093b84ede58133d527aa8de08ad2078d4c6cbe2e59b056cfd0,0,0,0,35,191
routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,MiniMax-M3,ac051ff536524908429c388f5ef597e938f71c05177aad33e050df2959881199,0,0,0,37,214
routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,deepseek-v4-pro,2ae06a7a8d179522445ba78436681c98dea1c319ed1a0a9eca484b3c777a46a0,0,0,0,52,297
routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,doubao-seed-2.0-lite,0530a73e596477a87d99b65f2622f9fc4bd7e6b548cfd0c102fcd9938d8775e3,0,0,0,78,422
routing-v1|scaffolding-123|oracle_action,scaffolding-123,telling,oracle_action,glm-5.2,40dc1968fce758c2d9ab12c84f8cda67db4bb44113e6fb1ae050f2a6f07d566d,0,0,0,58,323
routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,MiniMax-M2.7,fb39384151cc07ace7f6cf9348c2bbee59f6cb896965768bf99f62d70c7996f9,1,0,1,50,272
routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,MiniMax-M3,4734c66d6bb3859803069cbc261a4fe5f19c7bdfb464745b8f0d63dfc2879824,1,0,1,40,214
routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,deepseek-v4-pro,f79cb1a8ccc306844b440452b97a6aedab30b68151396cbd5181638c5c9790ea,0,0,0,47,269
routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,doubao-seed-2.0-lite,4df72853294535a02177ee8ca99ce64b5c9f071386cdce3d509c64c137c93eb5,1,1,1,46,256
routing-v1|scaffolding-123|uniform_scaffold,scaffolding-123,telling,uniform_scaffold,glm-5.2,1b91f51347b16f71cc2b003ee920da4bbdcb97a74f6a1bab91f71617226d10f7,1,0,1,32,193
routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,MiniMax-M2.7,2572ae7b877192ad81587f5f33f09f5930bf5f2a9e96a6483fcc414fb5ef37f5,1,1,1,26,141
routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,MiniMax-M3,db46fcf377350608111fec2e2b2c16d7531808b7cfaf4e163463349bef19c424,0,0,0,27,151
routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,deepseek-v4-pro,137e415f8c2f3f1996dd50b7f0b32c7ac1e13dee1fe31e7e87a4e1e47d8bf556,0,0,0,28,144
routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,doubao-seed-2.0-lite,891d3776ca165f0698d7a2cf53ef2a542e1fa6287c32e3c6a06cadffc01ed442,1,1,1,36,173
routing-v1|scaffolding-124|adaptive_router,scaffolding-124,probing,adaptive_router,glm-5.2,9c66f7154dff0da5d832d531df2b14770f6b5a03240e76a7b664f61f67ead3c2,1,1,1,38,181
routing-v1|scaffolding-124|generic,scaffolding-124,probing,generic,MiniMax-M2.7,e27743a0fb95d28f9661330fcf76dbf4f203cdbe8f10d5eb1ddfff40bf202573,0,0,0,54,271
routing-v1|scaffolding-124|generic,scaffolding-124,probing,generic,MiniMax-M3,2ec5606f3420aa5f9e1d84381fc117f83b441d5bf3b60db276f3005ed0f1971c,0,0,0,55,278
routing-v1|scaffolding-124|generic,scaffolding-124,probing,generic,deepseek-v4-pro,eff250593376a1672a86eb12a3661d4492b82214e12994b62c9b2f3a9d39080b,0,0,0,40,197
routing-v1|scaffolding-124|generic,scaffolding-124,probing,generic,doubao-seed-2.0-lite,fb8769afcd36db84c657601dc21ebece8d376a34867c2df101043739e4740a67,0,0,0,70,348
routing-v1|scaffolding-124|generic,scaffolding-124,probing,generic,glm-5.2,a215708ea0cbbb4dc23501661ed66529533e663d6b58fe763a20682a9959212d,1,1,1,41,192
routing-v1|scaffolding-124|oracle_action,scaffolding-124,probing,oracle_action,MiniMax-M2.7,ec308dfb5e9789ea21418988b57c7600991a8f6c5e5fb5958bd90d7abe2c2fdd,1,1,1,20,113
routing-v1|scaffolding-124|oracle_action,scaffolding-124,probing,oracle_action,MiniMax-M3,f301c18881ab9465f15cc9a168fe3e9d84392069c1dc372c8a0570bbdcc10728,1,1,1,35,157
routing-v1|scaffolding-124|oracle_action,scaffolding-124,probing,oracle_action,deepseek-v4-pro,c0548545a9c1542448d5966ffad379ce7fe9c3054913c59ebb46444327b60cca,1,1,1,32,148
routing-v1|scaffolding-124|oracle_action,scaffolding-124,probing,oracle_action,doubao-seed-2.0-lite,108a14eefb7dab852c3eb313a277bb0ad9ef6d7b4dac8b636b5d151d9312ab80,1,1,1,45,233
routing-v1|scaffolding-124|oracle_action,scaffolding-124,probing,oracle_action,glm-5.2,9f9686a6b26e5a6564c3bc1a6108ed648e1738721a3978469a0d99095000db87,1,1,1,42,220
routing-v1|scaffolding-124|uniform_scaffold,scaffolding-124,probing,uniform_scaffold,MiniMax-M2.7,34fcfffeda2a8cd1564e8619736aa18c8bf101a0bd326a3f992f2bbea65aecde,1,0,2,61,310
routing-v1|scaffolding-124|uniform_scaffold,scaffolding-124,probing,uniform_scaffold,MiniMax-M3,ecc6ada3d149dc55667d13526a71e283194f775e3f21b2a20e706fd264c39d89,1,0,1,37,180
routing-v1|scaffolding-124|uniform_scaffold,scaffolding-124,probing,uniform_scaffold,deepseek-v4-pro,53744ed076ffa6a2144910d45df3a05af80a823d5d614fb6e2fc5993326b5c9d,1,0,1,35,171
routing-v1|scaffolding-124|uniform_scaffold,scaffolding-124,probing,uniform_scaffold,doubao-seed-2.0-lite,8a6a7ee9fd9c2560ec8d218a7ed4308b10a9c223f166dec9ed6d2f828cab5c15,1,1,1,24,127
routing-v1|scaffolding-124|uniform_scaffold,scaffolding-124,probing,uniform_scaffold,glm-5.2,f8bd30dc45f5c1c96d49f7fb7b4dd8930ff0ee01942f105a6e5a6e84b1312e11,1,1,1,29,134
routing-v1|scaffolding-12|adaptive_router,scaffolding-12,telling,adaptive_router,MiniMax-M2.7,931553d66ca20c90269c415666bb7e962a71886b528c667b6fa233f472896bc1,0,0,0,26,152
routing-v1|scaffolding-12|adaptive_router,scaffolding-12,telling,adaptive_router,MiniMax-M3,0e19d38a359a157bdc3e8d0b2d2e3ba502ff58240a4300c77813d4ded0213cf2,1,0,1,34,171
routing-v1|scaffolding-12|adaptive_router,scaffolding-12,telling,adaptive_router,deepseek-v4-pro,17d8be73ef919770b74b5af2e9e17974f0a611325cff31811ac1863afe26964e,1,0,1,36,188
routing-v1|scaffolding-12|adaptive_router,scaffolding-12,telling,adaptive_router,doubao-seed-2.0-lite,b3357524b605c3a725ddc7b94e6af7674227f1797faff693e6935fd1836034de,1,1,2,39,205
routing-v1|scaffolding-12|adaptive_router,scaffolding-12,telling,adaptive_router,glm-5.2,3b0845f10b83e3c041a4157e641f5f47ec7ea0465501a8cd4f1a5e351992860b,1,1,1,24,148
routing-v1|scaffolding-12|generic,scaffolding-12,telling,generic,MiniMax-M2.7,7a5084725ebe4bef02f42f037971c2b333a932013bd2e9237bc91b640f8296a9,0,0,0,20,133
routing-v1|scaffolding-12|generic,scaffolding-12,telling,generic,MiniMax-M3,2b21e6f5283ef3fb43b6f1024a2ec23600d120ad5161523f45a8e13a51e044f9,0,0,0,43,239
routing-v1|scaffolding-12|generic,scaffolding-12,telling,generic,deepseek-v4-pro,5f7388591fe7680b7412805a72a1d2269ee1f751096d44c2402925b5b657b8ef,0,0,0,30,147
routing-v1|scaffolding-12|generic,scaffolding-12,telling,generic,doubao-seed-2.0-lite,168869f6bf3d4215a4de826abcc8d82921473dc035ca50b1397a411af16e3e0c,0,0,0,57,292
routing-v1|scaffolding-12|generic,scaffolding-12,telling,generic,glm-5.2,bb99811e681658c2804140a0ac0aec6172ffb5bd60cc240e55811025307f52fb,0,0,0,17,90
routing-v1|scaffolding-12|oracle_action,scaffolding-12,telling,oracle_action,MiniMax-M2.7,b7b4b591f1b70cdd62e3b806761df056eac475557ea3f87f3397e6d7174ca54f,0,0,0,31,181
routing-v1|scaffolding-12|oracle_action,scaffolding-12,telling,oracle_action,MiniMax-M3,da28a25787b9bd6eb62dee9b8afd0dbf0ca6609cd378d47794f073c1c39c4618,0,0,0,41,203
routing-v1|scaffolding-12|oracle_action,scaffolding-12,telling,oracle_action,deepseek-v4-pro,a1827803060e77f931d6e1bd5c571e2c606a6e480ae4f660f1792e958f95e72e,0,0,0,38,196
routing-v1|scaffolding-12|oracle_action,scaffolding-12,telling,oracle_action,doubao-seed-2.0-lite,b62cd3307cdddd2d9db6a0f5b2016064a236a66be8c1a874908a81ae4c2909c6,0,0,0,47,249
routing-v1|scaffolding-12|oracle_action,scaffolding-12,telling,oracle_action,glm-5.2,03321a06baf6f67283a7cb46da7e31330f03734ff0aa059872509cd5c1201192,0,0,0,29,152
routing-v1|scaffolding-12|uniform_scaffold,scaffolding-12,telling,uniform_scaffold,MiniMax-M2.7,42a84180684bde5315cd4217fcdff94df7eab53d5a2a9c53f573bbd66bae8af4,1,0,1,30,173
routing-v1|scaffolding-12|uniform_scaffold,scaffolding-12,telling,uniform_scaffold,MiniMax-M3,fdd97ed479d43b85fc216c3e78faab31f16847db85fdebd685fc4d83911d741e,1,0,1,28,159
routing-v1|scaffolding-12|uniform_scaffold,scaffolding-12,telling,uniform_scaffold,deepseek-v4-pro,e278c021ce832389831c17f429cfb92195061a8a296ecef40fdee25189301e1d,1,0,1,26,138
routing-v1|scaffolding-12|uniform_scaffold,scaffolding-12,telling,uniform_scaffold,doubao-seed-2.0-lite,3f5c25e51aa337d037e5c6bc85dab6b643794e60387f4038718b82766db971ca,1,1,1,34,196
routing-v1|scaffolding-12|uniform_scaffold,scaffolding-12,telling,uniform_scaffold,glm-5.2,e8e1dc4c24d312aba15af8cde732cfca059a59490824ec868f100c15ddbd5e71,1,0,1,30,172
routing-v1|scaffolding-137|adaptive_router,scaffolding-137,probing,adaptive_router,MiniMax-M2.7,8340e4cd7d809cc2c5d634d09e0802fd71800ccc5bfe48b5956fea9b484ea7d0,1,0,1,24,128
routing-v1|scaffolding-137|adaptive_router,scaffolding-137,probing,adaptive_router,MiniMax-M3,2c4ddb9f3d2264a0af59d6c06056f35f7a2e036530f7c841ed0a9764bdb641d0,1,0,1,56,282
routing-v1|scaffolding-137|adaptive_router,scaffolding-137,probing,adaptive_router,deepseek-v4-pro,3e0ed9cb50427a80a339fc1f4aeef366706a36ce8262d07c2819dea445ab12c2,0,0,0,41,200
routing-v1|scaffolding-137|adaptive_router,scaffolding-137,probing,adaptive_router,doubao-seed-2.0-lite,ff0cc047472c20baa9553b6e92c2a72dbcc9f39b0a6c2407860a6f83487b9f4c,1,0,1,45,224
routing-v1|scaffolding-137|adaptive_router,scaffolding-137,probing,adaptive_router,glm-5.2,746371fe4716eb14eb0e7bc3791ec9ec3add009ea8ba3990db21754be9562823,1,1,1,45,243
routing-v1|scaffolding-137|generic,scaffolding-137,probing,generic,MiniMax-M2.7,7be3b42790ef9162ef2155d99bb0fcd3ecc35b40c82022d174559ee2505a7af9,0,0,0,27,137
routing-v1|scaffolding-137|generic,scaffolding-137,probing,generic,MiniMax-M3,2fcd1d810e740724d72b08abfc93b8ba87a8ecf38e970521f38a852613aad0ff,0,0,0,20,120
routing-v1|scaffolding-137|generic,scaffolding-137,probing,generic,deepseek-v4-pro,80663e0b324ed03505def27c733550014a59248743d8b567dc7c2f36af8e8bf5,1,0,1,40,201
routing-v1|scaffolding-137|generic,scaffolding-137,probing,generic,doubao-seed-2.0-lite,41c2462fe682c15a4ae692fdb6cca07102c30fe2be2880f39006bd718ffd9814,0,0,0,60,323
routing-v1|scaffolding-137|generic,scaffolding-137,probing,generic,glm-5.2,4b43749ced1936d677d135a9af379aedb14265bf610b854605a77578d94b4fec,0,0,0,51,246
routing-v1|scaffolding-137|oracle_action,scaffolding-137,probing,oracle_action,MiniMax-M2.7,46a81746a2de43f1d844b46a2bff72a34a47b0c8837882d0bd7615b499f372ca,1,1,1,28,151
routing-v1|scaffolding-137|oracle_action,scaffolding-137,probing,oracle_action,MiniMax-M3,f6f6e113b110f2c5bcefaa5d8956a93b8b1b557acbc9cfe774d4a43de9a9ae8b,1,1,1,26,138
routing-v1|scaffolding-137|oracle_action,scaffolding-137,probing,oracle_action,deepseek-v4-pro,c38892e626210d311b00955639367354f1b98172f142fa8adee7d6418b5a8bce,1,1,1,16,90
routing-v1|scaffolding-137|oracle_action,scaffolding-137,probing,oracle_action,doubao-seed-2.0-lite,0bb2b93b36012474ae968eafeb2e88eacb82bde612d40f0582d590f6b4832524,1,1,1,51,274
routing-v1|scaffolding-137|oracle_action,scaffolding-137,probing,oracle_action,glm-5.2,d637fea9cf5e5e5e29cf7eb81365439ce8e88594326a14f38beb900fc1684768,1,1,1,44,226
routing-v1|scaffolding-137|uniform_scaffold,scaffolding-137,probing,uniform_scaffold,MiniMax-M2.7,8a4e4d0999506583f0b317ad12c63774604572d374c624b1f2b01c5cc50e42de,0,0,0,21,117
routing-v1|scaffolding-137|uniform_scaffold,scaffolding-137,probing,uniform_scaffold,MiniMax-M3,e98916cbf429f87e640dfa1f33a08d38edbb0d485010f7ac03c32554db128912,1,0,2,42,222
