repeat,task,null_mse,global_model_mse,task_model_mse,train_test_source_overlap,dimension,score_panel,source_policy,relative_mse_reduction
11,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5962532695588517,0.5839968186949535,0,affective_warmth,consensus,exclude,0.02055577971583522
12,longtutor,0.701388888888889,0.5233017330880095,0.447638888888889,0,affective_warmth,consensus,exclude,0.14458741375197293
12,mathdial_hard,0.9283854166666667,0.6555174112122352,0.6953251030993673,0,affective_warmth,consensus,exclude,-0.0607271312801847
12,mathdial_standard,0.859848484848485,0.5957937562481919,0.5957031948612114,0,affective_warmth,consensus,exclude,0.00015200123537839616
12,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5915376335161455,0.5795557289498227,0,affective_warmth,consensus,exclude,0.020255523718924695
13,longtutor,0.701388888888889,0.530143245547195,0.44546191431713317,0,affective_warmth,consensus,exclude,0.1597329249053373
13,mathdial_hard,0.9283854166666667,0.6721911492952106,0.674654610005767,0,affective_warmth,consensus,exclude,-0.003664821700106069
13,mathdial_standard,0.8598484848484851,0.6055478511740884,0.5943621399176955,0,affective_warmth,consensus,exclude,0.01847205177048361
13,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6026274153388314,0.5714928880801985,0,affective_warmth,consensus,exclude,0.05166463799382126
14,longtutor,0.701388888888889,0.5315189881660203,0.4471812307098765,0,affective_warmth,consensus,exclude,0.158673084751209
14,mathdial_hard,0.9283854166666669,0.653136505858028,0.6579771236672279,0,affective_warmth,consensus,exclude,-0.0074113416809260535
14,mathdial_standard,0.8598484848484849,0.5983292380637295,0.5901593170938411,0,affective_warmth,consensus,exclude,0.013654557474622742
14,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5943282440292592,0.5651058904903151,0,affective_warmth,consensus,exclude,0.049168710779805114
15,longtutor,0.701388888888889,0.5246458910848533,0.4451388888888889,0,affective_warmth,consensus,exclude,0.15154412442182896
15,mathdial_hard,0.9283854166666669,0.6599981117230264,0.652677043250576,0,affective_warmth,consensus,exclude,0.011092559724659834
15,mathdial_standard,0.8598484848484849,0.5975077773958503,0.5769583096746559,0,affective_warmth,consensus,exclude,0.03439196693096813
15,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5940505934012433,0.5582580806047069,0,affective_warmth,consensus,exclude,0.06025162367334058
16,longtutor,0.701388888888889,0.521168983538906,0.48534722222222226,0,affective_warmth,consensus,exclude,0.06873348654296796
16,mathdial_hard,0.928385416666667,0.6684892728549345,0.7126102330372376,0,affective_warmth,consensus,exclude,-0.06600099952819671
16,mathdial_standard,0.859848484848485,0.5994287506019373,0.575866991113578,0,affective_warmth,consensus,exclude,0.03930702266899777
16,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5963623356652593,0.5912748154576793,0,affective_warmth,consensus,exclude,0.008530921393459012
17,longtutor,0.701388888888889,0.5343986345142565,0.4886388305646584,0,affective_warmth,consensus,exclude,0.08562859445026771
17,mathdial_hard,0.9283854166666667,0.66334944669059,0.6919020664544753,0,affective_warmth,consensus,exclude,-0.043043104816522515
17,mathdial_standard,0.8598484848484851,0.5961508040534066,0.578602537722908,0,affective_warmth,consensus,exclude,0.02943595179471814
17,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5979662950860845,0.5863811449140139,0,affective_warmth,consensus,exclude,0.01937425280868499
18,longtutor,0.701388888888889,0.5292986490307547,0.4666874562485299,0,affective_warmth,consensus,exclude,0.11829086073973116
18,mathdial_hard,0.9283854166666669,0.6740435196703339,0.7277723215986787,0,affective_warmth,consensus,exclude,-0.07971117644543613
18,mathdial_standard,0.8598484848484849,0.6050644153504238,0.5811737033812253,0,affective_warmth,consensus,exclude,0.03948457612626599
18,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6028021946838376,0.5918778270761447,0,affective_warmth,consensus,exclude,0.01812264073362002
19,longtutor,0.701388888888889,0.5393955214847068,0.48384987985139694,0,affective_warmth,consensus,exclude,0.10297757289570808
19,mathdial_hard,0.9283854166666669,0.665640509103108,0.6690817017893692,0,affective_warmth,consensus,exclude,-0.005169746491087146
19,mathdial_standard,0.8598484848484849,0.6104688067022755,0.5965341806006292,0,affective_warmth,consensus,exclude,0.022826106671888002
19,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6051682790966968,0.5831552540804651,0,affective_warmth,consensus,exclude,0.03637504769597211
20,longtutor,0.701388888888889,0.5218399654051857,0.456174945323297,0,affective_warmth,consensus,exclude,0.12583363566434158
20,mathdial_hard,0.9283854166666669,0.6736964728470741,0.713271846064815,0,affective_warmth,consensus,exclude,-0.05874362537552469
20,mathdial_standard,0.8598484848484851,0.6005675942926549,0.5761028201655511,0,affective_warmth,consensus,exclude,0.04073608759380076
20,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5987013441816383,0.5818498705178877,0,affective_warmth,consensus,exclude,0.028146710922763662
21,longtutor,0.7013888888888888,0.5246627786687734,0.4341228576174493,0,affective_warmth,consensus,exclude,0.17256783734697367
21,mathdial_hard,0.9283854166666669,0.6645108624450949,0.6682301546653763,0,affective_warmth,consensus,exclude,-0.005597037506047675
21,mathdial_standard,0.859848484848485,0.6060410107464007,0.6095401546327472,0,affective_warmth,consensus,exclude,-0.005773774091685668
21,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5984048839534231,0.5706310556385242,0,affective_warmth,consensus,exclude,0.04641310433733126
22,longtutor,0.701388888888889,0.5546339173913929,0.45228803552979385,0,affective_warmth,consensus,exclude,0.1845287110152981
22,mathdial_hard,0.9283854166666667,0.6901291929320507,0.7358152488425926,0,affective_warmth,consensus,exclude,-0.06619928033538525
22,mathdial_standard,0.859848484848485,0.6168248608368674,0.6089327321538861,0,affective_warmth,consensus,exclude,0.01279476425816195
22,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6205293237201036,0.5990120055087576,0,affective_warmth,consensus,exclude,0.03467574760584835
23,longtutor,0.701388888888889,0.5189631006807449,0.44993703703703697,0,affective_warmth,consensus,exclude,0.13300765228426392
23,mathdial_hard,0.9283854166666667,0.6594561816780529,0.6347467218697608,0,affective_warmth,consensus,exclude,0.03746944906243255
23,mathdial_standard,0.8598484848484851,0.6053455709709488,0.6217878228314646,0,affective_warmth,consensus,exclude,-0.027161761230272363
23,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5945882844432488,0.5688238605794208,0,affective_warmth,consensus,exclude,0.04333153635536724
24,longtutor,0.701388888888889,0.544897077048605,0.4695164271720794,0,affective_warmth,consensus,exclude,0.13833924432999223
24,mathdial_hard,0.9283854166666667,0.6662762938343176,0.6592518928943522,0,affective_warmth,consensus,exclude,0.010542774829254586
24,mathdial_standard,0.859848484848485,0.6198551291407113,0.6269129027943434,0,affective_warmth,consensus,exclude,-0.011386166415072063
24,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6103428333412113,0.585227074286925,0,affective_warmth,consensus,exclude,0.04115024815937407
25,longtutor,0.7013888888888888,0.5549375865038243,0.46794593870759327,0,affective_warmth,consensus,exclude,0.15675933638643802
25,mathdial_hard,0.9283854166666669,0.6800695528233119,0.6654975016286472,0,affective_warmth,consensus,exclude,0.021427295390844647
25,mathdial_standard,0.859848484848485,0.619186071946362,0.5972024528529751,0,affective_warmth,consensus,exclude,0.03550405942479151
25,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6180644037578328,0.5768819643964053,0,affective_warmth,consensus,exclude,0.06663130753209245
26,longtutor,0.701388888888889,0.5250124803994666,0.4651255824235623,0,affective_warmth,consensus,exclude,0.11406757022297476
26,mathdial_hard,0.9283854166666667,0.6624135489310752,0.7013857542438272,0,affective_warmth,consensus,exclude,-0.058833647614304985
26,mathdial_standard,0.859848484848485,0.6004375645176783,0.5903448951597099,0,affective_warmth,consensus,exclude,0.01680885733069626
26,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.59595453128274,0.5856187439423665,0,affective_warmth,consensus,exclude,0.017343248180572868
27,longtutor,0.701388888888889,0.5240340457423819,0.4600999999999999,0,affective_warmth,consensus,exclude,0.12200361076122201
27,mathdial_hard,0.9283854166666667,0.6647977188346038,0.674886702409193,0,affective_warmth,consensus,exclude,-0.015176020146812963
27,mathdial_standard,0.8598484848484849,0.5938626792959234,0.5698624214544887,0,affective_warmth,consensus,exclude,0.0404138173321299
27,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5942314812909697,0.5682830412878939,0,affective_warmth,consensus,exclude,0.04366722534912282
28,longtutor,0.701388888888889,0.522837264976854,0.4756353865030162,0,affective_warmth,consensus,exclude,0.0902802490100384
28,mathdial_hard,0.9283854166666669,0.6593692943028745,0.6737145543981482,0,affective_warmth,consensus,exclude,-0.02175603295333972
28,mathdial_standard,0.859848484848485,0.5904190945472327,0.6294457943556507,0,affective_warmth,consensus,exclude,-0.0660999960347588
28,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5908752179423205,0.5929319117522717,0,affective_warmth,consensus,exclude,-0.003480758284487795
29,longtutor,0.701388888888889,0.5275700729670733,0.47127667574673254,0,affective_warmth,consensus,exclude,0.1067031662803476
29,mathdial_hard,0.9283854166666667,0.6467644423419796,0.6610773080225312,0,affective_warmth,consensus,exclude,-0.02212995140661045
29,mathdial_standard,0.8598484848484849,0.6006382014474075,0.6360920639530402,0,affective_warmth,consensus,exclude,-0.059026985663243714
29,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5916575722521534,0.5894820159074347,0,affective_warmth,consensus,exclude,0.003677053158362309
30,longtutor,0.701388888888889,0.5412475554916677,0.4638584853249805,0,affective_warmth,consensus,exclude,0.14298276155055745
30,mathdial_hard,0.9283854166666666,0.6681721043556694,0.6633066754543897,0,affective_warmth,consensus,exclude,0.007281700133188851
30,mathdial_standard,0.8598484848484849,0.6109058510584221,0.60881660229016,0,affective_warmth,consensus,exclude,0.003419919394522686
30,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6067751703019199,0.5786605876898434,0,affective_warmth,consensus,exclude,0.04633443157881223
31,longtutor,0.701388888888889,0.5383449640127757,0.4822991846784882,0,affective_warmth,consensus,exclude,0.10410755757150059
31,mathdial_hard,0.9283854166666667,0.6678581270231808,0.6661621204623254,0,affective_warmth,consensus,exclude,0.002539471322172804
31,mathdial_standard,0.8598484848484851,0.6051088218149362,0.5880223236710672,0,affective_warmth,consensus,exclude,0.028237066669463684
31,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6037706376169641,0.578827876270627,0,affective_warmth,consensus,exclude,0.041311650140497425
32,longtutor,0.701388888888889,0.5225272957620556,0.4376388888888888,0,affective_warmth,consensus,exclude,0.16245736358971496
32,mathdial_hard,0.9283854166666669,0.6656070150670446,0.6969232514322031,0,affective_warmth,consensus,exclude,-0.047049138089393816
32,mathdial_standard,0.8598484848484851,0.5979858684484622,0.5877971635547392,0,affective_warmth,consensus,exclude,0.01703837068952596
32,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5953733930925208,0.5741197679586104,0,affective_warmth,consensus,exclude,0.03569797606089453
33,longtutor,0.701388888888889,0.5348849783162953,0.4686363028847529,0,affective_warmth,consensus,exclude,0.12385592812884605
33,mathdial_hard,0.9283854166666667,0.6640215417306252,0.7070930386766976,0,affective_warmth,consensus,exclude,-0.06486460790686999
33,mathdial_standard,0.8598484848484849,0.5911419195351617,0.6059649689697769,0,affective_warmth,consensus,exclude,-0.025075280477945494
33,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5966828131940275,0.5938981035104091,0,affective_warmth,consensus,exclude,0.004666984907294336
34,longtutor,0.701388888888889,0.5315155381110476,0.476438701713427,0,affective_warmth,consensus,exclude,0.10362225080636034
34,mathdial_hard,0.928385416666667,0.7124426012591564,0.8409571027556543,0,affective_warmth,consensus,exclude,-0.18038576198189715
34,mathdial_standard,0.859848484848485,0.6101610217546493,0.5796388522079212,0,affective_warmth,consensus,exclude,0.05002313890676757
34,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6180397203749511,0.6323448855590008,0,affective_warmth,consensus,exclude,-0.023146028827032428
35,longtutor,0.701388888888889,0.5281447768634988,0.4625289351851851,0,affective_warmth,consensus,exclude,0.12423836143564171
35,mathdial_hard,0.9283854166666666,0.67175678356526,0.6804833125228426,0,affective_warmth,consensus,exclude,-0.012990607867430226
35,mathdial_standard,0.859848484848485,0.5946082025805883,0.5763124745057372,0,affective_warmth,consensus,exclude,0.030769383932895633
35,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5981699210031157,0.5731082407379215,0,affective_warmth,consensus,exclude,0.041897259265672115
36,longtutor,0.701388888888889,0.531895939186424,0.4566288929647985,0,affective_warmth,consensus,exclude,0.1415070894069096
36,mathdial_hard,0.9283854166666667,0.6735282399049083,0.7478456854217812,0,affective_warmth,consensus,exclude,-0.11034050410026675
36,mathdial_standard,0.859848484848485,0.5991309559897235,0.5946630908746267,0,affective_warmth,consensus,exclude,0.007457242979068357
36,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6015183783603519,0.5997125564204021,0,affective_warmth,consensus,exclude,0.0030021060119097553
37,longtutor,0.701388888888889,0.5255114472593736,0.4482349537037037,0,affective_warmth,consensus,exclude,0.14705006705121115
37,mathdial_hard,0.9283854166666667,0.6743971427100004,0.6873447747878088,0,affective_warmth,consensus,exclude,-0.019198824042728768
37,mathdial_standard,0.859848484848485,0.6119748001383001,0.5963906035665294,0,affective_warmth,consensus,exclude,0.025465422053732922
37,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6039611300358914,0.5773234440193472,0,affective_warmth,consensus,exclude,0.04410496750835802
38,longtutor,0.7013888888888887,0.515093834915183,0.44304826723619295,0,affective_warmth,consensus,exclude,0.13986882155336477
38,mathdial_hard,0.9283854166666667,0.6635061739164376,0.6602180386766976,0,affective_warmth,consensus,exclude,0.00495569652401473
38,mathdial_standard,0.8598484848484848,0.6013709455130251,0.5922818012053394,0,affective_warmth,consensus,exclude,0.015114039638100318
38,ALL_EQUAL_TASK_WEIGHT,0.8298742634680134,0.5933236514482152,0.5651827023727433,0,affective_warmth,consensus,exclude,0.04742933979925468
39,longtutor,0.7013888888888888,0.5235234601652815,0.4420138888888888,0,affective_warmth,consensus,exclude,0.15569420948329482
39,mathdial_hard,0.9283854166666667,0.6731992430866307,0.7185938145191206,0,affective_warmth,consensus,exclude,-0.06743110884135128
39,mathdial_standard,0.859848484848485,0.5962893567738656,0.5946238000922409,0,affective_warmth,consensus,exclude,0.002793202096773917
39,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5976706866752592,0.5850771678334167,0,affective_warmth,consensus,exclude,0.021070999670233403
40,longtutor,0.701388888888889,0.5229534934354788,0.45675462500584507,0,affective_warmth,consensus,exclude,0.12658653065829695
40,mathdial_hard,0.9283854166666667,0.6536659739071268,0.6767526333019434,0,affective_warmth,consensus,exclude,-0.035318741247646335
40,mathdial_standard,0.859848484848485,0.592972779393947,0.5771740687587047,0,affective_warmth,consensus,exclude,0.02664323082653053
40,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5898640822455176,0.5702271090221643,0,affective_warmth,consensus,exclude,0.0332906746052386
41,longtutor,0.701388888888889,0.5364649781352995,0.48808285856663386,0,affective_warmth,consensus,exclude,0.09018691161692827
41,mathdial_hard,0.9283854166666667,0.6630706634377557,0.706342125649128,0,affective_warmth,consensus,exclude,-0.06525920176746647
41,mathdial_standard,0.859848484848485,0.600469426439646,0.5978400922751931,0,affective_warmth,consensus,exclude,0.004378797735037021
41,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.600001689337567,0.5974216921636516,0,affective_warmth,consensus,exclude,0.004299983182987188
42,longtutor,0.7013888888888891,0.5297189608526485,0.46757654738423965,0,affective_warmth,consensus,exclude,0.11731204291495034
42,mathdial_hard,0.9283854166666667,0.6708335008110229,0.6840895664544753,0,affective_warmth,consensus,exclude,-0.01976058981465023
42,mathdial_standard,0.8598484848484851,0.5995542073740511,0.5900659605489366,0,affective_warmth,consensus,exclude,0.015825502862654384
42,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6000355563459076,0.5805773581292172,0,affective_warmth,consensus,exclude,0.03242840863495955
43,longtutor,0.701388888888889,0.528345642981488,0.4947676170064009,0,affective_warmth,consensus,exclude,0.06355314257084477
43,mathdial_hard,0.9283854166666665,0.6487588429540894,0.640795295621142,0,affective_warmth,consensus,exclude,0.012275050150662659
43,mathdial_standard,0.8598484848484849,0.594991506872325,0.6001164634549082,0,affective_warmth,consensus,exclude,-0.008613495358149592
43,ALL_EQUAL_TASK_WEIGHT,0.8298742634680134,0.5906986642693008,0.5785597920274838,0,affective_warmth,consensus,exclude,0.020550024870689354
44,longtutor,0.701388888888889,0.5342020195233964,0.48736474592802387,0,affective_warmth,consensus,exclude,0.08767708073653435
44,mathdial_hard,0.9283854166666667,0.6492746641656412,0.6539803960875684,0,affective_warmth,consensus,exclude,-0.007247675262324282
44,mathdial_standard,0.8598484848484851,0.5978395554357978,0.5913035516066014,0,affective_warmth,consensus,exclude,0.010932705555810829
44,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5937720797082785,0.5775495645407313,0,affective_warmth,consensus,exclude,0.02732111482156152
45,longtutor,0.701388888888889,0.5243239616261745,0.4445698302469136,0,affective_warmth,consensus,exclude,0.15210850011871646
45,mathdial_hard,0.9283854166666667,0.651414118464057,0.652861446126124,0,affective_warmth,consensus,exclude,-0.002221824214494461
45,mathdial_standard,0.859848484848485,0.5964432786104906,0.5957668811039903,0,affective_warmth,consensus,exclude,0.0011340516873222795
45,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5907271195669073,0.5643993858256761,0,affective_warmth,consensus,exclude,0.04456835122202185
46,longtutor,0.7013888888888888,0.5331292290725855,0.527732098765432,0,affective_warmth,consensus,exclude,0.010123493541222994
46,mathdial_hard,0.9283854166666669,0.6583094799780139,0.6793832151314094,0,affective_warmth,consensus,exclude,-0.032011896827156994
46,mathdial_standard,0.8598484848484851,0.5950886169105745,0.5924724693725562,0,affective_warmth,consensus,exclude,0.004396231861399258
46,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5955091086537246,0.5998625944231325,0,affective_warmth,consensus,exclude,-0.007310527590837168
47,longtutor,0.701388888888889,0.5261318346193274,0.4489005700875553,0,affective_warmth,consensus,exclude,0.14679070805067584
47,mathdial_hard,0.9283854166666667,0.6686071259815667,0.70490397916459,0,affective_warmth,consensus,exclude,-0.05428726642680748
47,mathdial_standard,0.859848484848485,0.59504564627917,0.6269007974225754,0,affective_warmth,consensus,exclude,-0.05353396221381712
47,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5965948689600213,0.5935684488915736,0,affective_warmth,consensus,exclude,0.005072822824848333
48,longtutor,0.7013888888888888,0.5680013754702106,0.525054983051616,0,affective_warmth,consensus,exclude,0.0756096627108378
48,mathdial_hard,0.9283854166666667,0.6795136209191462,0.6633820693272164,0,affective_warmth,consensus,exclude,0.02373985023303793
48,mathdial_standard,0.8598484848484849,0.62630750996435,0.6086265387347377,0,affective_warmth,consensus,exclude,0.028230495321090343
48,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6246075021179023,0.5990211970378567,0,affective_warmth,consensus,exclude,0.0409638132639909
49,longtutor,0.701388888888889,0.525346743702947,0.45975683142903784,0,affective_warmth,consensus,exclude,0.1248507068143101
49,mathdial_hard,0.9283854166666667,0.6564794295081764,0.6460578824266976,0,affective_warmth,consensus,exclude,0.015874902720541373
49,mathdial_standard,0.8598484848484851,0.6033259913482737,0.5896151339346828,0,affective_warmth,consensus,exclude,0.022725454580451276
49,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.595050721519799,0.565143282596806,0,affective_warmth,consensus,exclude,0.050260318728136966
50,longtutor,0.7013888888888887,0.5430327074019942,0.48730585881259286,0,affective_warmth,consensus,exclude,0.10262153242299643
50,mathdial_hard,0.9283854166666669,0.6598183284769957,0.6484114997219345,0,affective_warmth,consensus,exclude,0.017287832518067092
50,mathdial_standard,0.8598484848484849,0.6070956493216432,0.5937309047262752,0,affective_warmth,consensus,exclude,0.022014232205915918
50,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.6033155617335444,0.5764827544202675,0,affective_warmth,consensus,exclude,0.04447557632389998
51,longtutor,0.701388888888889,0.5232838829361086,0.4548686443901456,0,affective_warmth,consensus,exclude,0.13074210916279316
51,mathdial_hard,0.9283854166666667,0.6614492172372857,0.6640751651806737,0,affective_warmth,consensus,exclude,-0.0039699917619615555
51,mathdial_standard,0.8598484848484851,0.5931339698729042,0.5891819674085171,0,affective_warmth,consensus,exclude,0.006662917089766296
51,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5926223566820995,0.5693752589931121,0,affective_warmth,consensus,exclude,0.039227507074050205
52,longtutor,0.7013888888888888,0.5331119778367986,0.46913509392465613,0,affective_warmth,consensus,exclude,0.12000646500523338
52,mathdial_hard,0.9283854166666667,0.661159637467633,0.6495369222148737,0,affective_warmth,consensus,exclude,0.017579287352259554
52,mathdial_standard,0.8598484848484851,0.6043941908152369,0.6031040444010565,0,affective_warmth,consensus,exclude,0.0021346108777786643
52,ALL_EQUAL_TASK_WEIGHT,0.8298742634680135,0.5995552687065562,0.5739253535135288,0,affective_warmth,consensus,exclude,0.042748211100404165
