blind_id,judge_requested,judge_returned,event,present,model_requested,template,progress,affect,repeat,source_family,partition,panel,arm
01e7a6ef07903ca67941,glm-5.3,glm-5.3,learner_choice,0,MiniMax-M3,radioactive_half_life,not_started,unstated,0,half_life,confirmation,opportunity_missing,canonical
01e7a6ef07903ca67941,glm-5.3,glm-5.3,affect_acknowledgement,1,MiniMax-M3,radioactive_half_life,not_started,unstated,0,half_life,confirmation,opportunity_missing,canonical
01e7a6ef07903ca67941,glm-5.3,glm-5.3,epistemic_qualification,0,MiniMax-M3,radioactive_half_life,not_started,unstated,0,half_life,confirmation,opportunity_missing,canonical
01e7a6ef07903ca67941,glm-5.3,glm-5.3,information_request,0,MiniMax-M3,radioactive_half_life,not_started,unstated,0,half_life,confirmation,opportunity_missing,canonical
01e7a6ef07903ca67941,glm-5.3,glm-5.3,unsupported_ability_claim,1,MiniMax-M3,radioactive_half_life,not_started,unstated,0,half_life,confirmation,opportunity_missing,canonical
fddc15713d9544eb2fd0,glm-5.3,glm-5.3,answer_reveal,1,MiniMax-M3,binary_search_update,correct_partial,calm,1,binary_search_interval,confirmation,main,canonical
fddc15713d9544eb2fd0,glm-5.3,glm-5.3,worked_explanation,1,MiniMax-M3,binary_search_update,correct_partial,calm,1,binary_search_interval,confirmation,main,canonical
fddc15713d9544eb2fd0,glm-5.3,glm-5.3,reasoning_elicitation,1,MiniMax-M3,binary_search_update,correct_partial,calm,1,binary_search_interval,confirmation,main,canonical
fddc15713d9544eb2fd0,glm-5.3,glm-5.3,learner_choice,1,MiniMax-M3,binary_search_update,correct_partial,calm,1,binary_search_interval,confirmation,main,canonical
fddc15713d9544eb2fd0,glm-5.3,glm-5.3,affect_acknowledgement,0,MiniMax-M3,binary_search_update,correct_partial,calm,1,binary_search_interval,confirmation,main,canonical
fddc15713d9544eb2fd0,glm-5.3,glm-5.3,epistemic_qualification,1,MiniMax-M3,binary_search_update,correct_partial,calm,1,binary_search_interval,confirmation,main,canonical
fddc15713d9544eb2fd0,glm-5.3,glm-5.3,information_request,0,MiniMax-M3,binary_search_update,correct_partial,calm,1,binary_search_interval,confirmation,main,canonical
fddc15713d9544eb2fd0,glm-5.3,glm-5.3,unsupported_ability_claim,0,MiniMax-M3,binary_search_update,correct_partial,calm,1,binary_search_interval,confirmation,main,canonical
41cf7dbe7593311e1eaf,glm-5.3,glm-5.3,answer_reveal,1,doubao-seed-2.0-lite,gas_volume,not_started,unstated,0,boyles_law,confirmation,opportunity_missing,canonical
41cf7dbe7593311e1eaf,glm-5.3,glm-5.3,worked_explanation,1,doubao-seed-2.0-lite,gas_volume,not_started,unstated,0,boyles_law,confirmation,opportunity_missing,canonical
41cf7dbe7593311e1eaf,glm-5.3,glm-5.3,reasoning_elicitation,1,doubao-seed-2.0-lite,gas_volume,not_started,unstated,0,boyles_law,confirmation,opportunity_missing,canonical
41cf7dbe7593311e1eaf,glm-5.3,glm-5.3,learner_choice,1,doubao-seed-2.0-lite,gas_volume,not_started,unstated,0,boyles_law,confirmation,opportunity_missing,canonical
41cf7dbe7593311e1eaf,glm-5.3,glm-5.3,affect_acknowledgement,0,doubao-seed-2.0-lite,gas_volume,not_started,unstated,0,boyles_law,confirmation,opportunity_missing,canonical
41cf7dbe7593311e1eaf,glm-5.3,glm-5.3,epistemic_qualification,1,doubao-seed-2.0-lite,gas_volume,not_started,unstated,0,boyles_law,confirmation,opportunity_missing,canonical
41cf7dbe7593311e1eaf,glm-5.3,glm-5.3,information_request,1,doubao-seed-2.0-lite,gas_volume,not_started,unstated,0,boyles_law,confirmation,opportunity_missing,canonical
41cf7dbe7593311e1eaf,glm-5.3,glm-5.3,unsupported_ability_claim,0,doubao-seed-2.0-lite,gas_volume,not_started,unstated,0,boyles_law,confirmation,opportunity_missing,canonical
7edbfd1d7922420efb01,glm-5.3,glm-5.3,answer_reveal,1,MiniMax-M3,trophic_transfer,wrong_attempt,frustrated,1,trophic_energy_transfer,confirmation,main,canonical
7edbfd1d7922420efb01,glm-5.3,glm-5.3,worked_explanation,1,MiniMax-M3,trophic_transfer,wrong_attempt,frustrated,1,trophic_energy_transfer,confirmation,main,canonical
7edbfd1d7922420efb01,glm-5.3,glm-5.3,reasoning_elicitation,0,MiniMax-M3,trophic_transfer,wrong_attempt,frustrated,1,trophic_energy_transfer,confirmation,main,canonical
7edbfd1d7922420efb01,glm-5.3,glm-5.3,learner_choice,1,MiniMax-M3,trophic_transfer,wrong_attempt,frustrated,1,trophic_energy_transfer,confirmation,main,canonical
7edbfd1d7922420efb01,glm-5.3,glm-5.3,affect_acknowledgement,1,MiniMax-M3,trophic_transfer,wrong_attempt,frustrated,1,trophic_energy_transfer,confirmation,main,canonical
7edbfd1d7922420efb01,glm-5.3,glm-5.3,epistemic_qualification,0,MiniMax-M3,trophic_transfer,wrong_attempt,frustrated,1,trophic_energy_transfer,confirmation,main,canonical
7edbfd1d7922420efb01,glm-5.3,glm-5.3,information_request,0,MiniMax-M3,trophic_transfer,wrong_attempt,frustrated,1,trophic_energy_transfer,confirmation,main,canonical
7edbfd1d7922420efb01,glm-5.3,glm-5.3,unsupported_ability_claim,0,MiniMax-M3,trophic_transfer,wrong_attempt,frustrated,1,trophic_energy_transfer,confirmation,main,canonical
