blind_id,judge_requested,judge_returned,event,present,model_requested,template,progress,affect,repeat
a3cd2bff7780acd7ef74,glm-5.3,glm-5.3,answer_reveal,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,glm-5.3,glm-5.3,worked_explanation,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,glm-5.3,glm-5.3,reasoning_elicitation,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,glm-5.3,glm-5.3,learner_choice,0,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,glm-5.3,glm-5.3,affect_acknowledgement,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,glm-5.3,glm-5.3,epistemic_qualification,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,glm-5.3,glm-5.3,information_request,0,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,glm-5.3,glm-5.3,unsupported_ability_claim,0,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
b82e05d798ed9d62d46f,MiniMax-M3,MiniMax-M3,answer_reveal,1,deepseek-v4-pro,pilot_equation,late,calm,1
b82e05d798ed9d62d46f,MiniMax-M3,MiniMax-M3,worked_explanation,1,deepseek-v4-pro,pilot_equation,late,calm,1
b82e05d798ed9d62d46f,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,deepseek-v4-pro,pilot_equation,late,calm,1
b82e05d798ed9d62d46f,MiniMax-M3,MiniMax-M3,learner_choice,0,deepseek-v4-pro,pilot_equation,late,calm,1
b82e05d798ed9d62d46f,MiniMax-M3,MiniMax-M3,affect_acknowledgement,1,deepseek-v4-pro,pilot_equation,late,calm,1
b82e05d798ed9d62d46f,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,deepseek-v4-pro,pilot_equation,late,calm,1
b82e05d798ed9d62d46f,MiniMax-M3,MiniMax-M3,information_request,0,deepseek-v4-pro,pilot_equation,late,calm,1
b82e05d798ed9d62d46f,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,deepseek-v4-pro,pilot_equation,late,calm,1
5edf0ae67f09b3a6c257,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,1,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,deepseek-v4-pro,deepseek-v4-pro,learner_choice,1,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,1,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,deepseek-v4-pro,deepseek-v4-pro,information_request,0,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,MiniMax-M3,pilot_fractions,early,calm,0
b5583ef9a5bf8f372191,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,1,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,1,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,deepseek-v4-pro,deepseek-v4-pro,information_request,0,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,MiniMax-M2.7,pilot_density,late,frustrated,0
6b967cdfbda0a7700cf3,MiniMax-M3,MiniMax-M3,answer_reveal,1,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,MiniMax-M3,MiniMax-M3,worked_explanation,1,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,MiniMax-M3,MiniMax-M3,learner_choice,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,MiniMax-M3,MiniMax-M3,information_request,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,MiniMax-M2.7,pilot_fractions,late,calm,0
33557f69dc0498a4f855,MiniMax-M3,MiniMax-M3,answer_reveal,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,MiniMax-M3,MiniMax-M3,worked_explanation,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,MiniMax-M3,MiniMax-M3,reasoning_elicitation,1,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,MiniMax-M3,MiniMax-M3,learner_choice,1,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,MiniMax-M3,MiniMax-M3,information_request,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,glm-5.2,pilot_density,late,calm,0
ceb76023e02779aaaebb,MiniMax-M3,MiniMax-M3,answer_reveal,1,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,MiniMax-M3,MiniMax-M3,worked_explanation,1,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,MiniMax-M3,MiniMax-M3,learner_choice,0,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,MiniMax-M3,MiniMax-M3,affect_acknowledgement,1,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,MiniMax-M3,MiniMax-M3,information_request,0,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,MiniMax-M3,pilot_density,late,frustrated,0
e9de51ca1069f2d4999d,glm-5.3,glm-5.3,answer_reveal,1,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,glm-5.3,glm-5.3,worked_explanation,1,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,glm-5.3,glm-5.3,reasoning_elicitation,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,glm-5.3,glm-5.3,learner_choice,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,glm-5.3,glm-5.3,affect_acknowledgement,1,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,glm-5.3,glm-5.3,epistemic_qualification,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,glm-5.3,glm-5.3,information_request,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,glm-5.3,glm-5.3,unsupported_ability_claim,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
c9c385feb42fe3c24a0f,glm-5.3,glm-5.3,answer_reveal,1,deepseek-v4-pro,pilot_density,early,calm,0
c9c385feb42fe3c24a0f,glm-5.3,glm-5.3,worked_explanation,1,deepseek-v4-pro,pilot_density,early,calm,0
c9c385feb42fe3c24a0f,glm-5.3,glm-5.3,reasoning_elicitation,0,deepseek-v4-pro,pilot_density,early,calm,0
c9c385feb42fe3c24a0f,glm-5.3,glm-5.3,learner_choice,0,deepseek-v4-pro,pilot_density,early,calm,0
c9c385feb42fe3c24a0f,glm-5.3,glm-5.3,affect_acknowledgement,1,deepseek-v4-pro,pilot_density,early,calm,0
c9c385feb42fe3c24a0f,glm-5.3,glm-5.3,epistemic_qualification,0,deepseek-v4-pro,pilot_density,early,calm,0
c9c385feb42fe3c24a0f,glm-5.3,glm-5.3,information_request,0,deepseek-v4-pro,pilot_density,early,calm,0
c9c385feb42fe3c24a0f,glm-5.3,glm-5.3,unsupported_ability_claim,0,deepseek-v4-pro,pilot_density,early,calm,0
33557f69dc0498a4f855,glm-5.3,glm-5.3,answer_reveal,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,glm-5.3,glm-5.3,worked_explanation,1,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,glm-5.3,glm-5.3,reasoning_elicitation,1,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,glm-5.3,glm-5.3,learner_choice,1,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,glm-5.3,glm-5.3,affect_acknowledgement,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,glm-5.3,glm-5.3,epistemic_qualification,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,glm-5.3,glm-5.3,information_request,0,glm-5.2,pilot_density,late,calm,0
33557f69dc0498a4f855,glm-5.3,glm-5.3,unsupported_ability_claim,0,glm-5.2,pilot_density,late,calm,0
80a47e6c5d7231e2751b,glm-5.3,glm-5.3,answer_reveal,0,glm-5.2,pilot_equation,early,frustrated,1
80a47e6c5d7231e2751b,glm-5.3,glm-5.3,worked_explanation,1,glm-5.2,pilot_equation,early,frustrated,1
80a47e6c5d7231e2751b,glm-5.3,glm-5.3,reasoning_elicitation,1,glm-5.2,pilot_equation,early,frustrated,1
80a47e6c5d7231e2751b,glm-5.3,glm-5.3,learner_choice,0,glm-5.2,pilot_equation,early,frustrated,1
80a47e6c5d7231e2751b,glm-5.3,glm-5.3,affect_acknowledgement,1,glm-5.2,pilot_equation,early,frustrated,1
80a47e6c5d7231e2751b,glm-5.3,glm-5.3,epistemic_qualification,0,glm-5.2,pilot_equation,early,frustrated,1
80a47e6c5d7231e2751b,glm-5.3,glm-5.3,information_request,0,glm-5.2,pilot_equation,early,frustrated,1
80a47e6c5d7231e2751b,glm-5.3,glm-5.3,unsupported_ability_claim,0,glm-5.2,pilot_equation,early,frustrated,1
b5583ef9a5bf8f372191,glm-5.3,glm-5.3,answer_reveal,1,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,glm-5.3,glm-5.3,worked_explanation,1,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,glm-5.3,glm-5.3,reasoning_elicitation,1,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,glm-5.3,glm-5.3,learner_choice,0,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,glm-5.3,glm-5.3,affect_acknowledgement,0,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,glm-5.3,glm-5.3,epistemic_qualification,0,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,glm-5.3,glm-5.3,information_request,0,MiniMax-M2.7,pilot_density,late,frustrated,0
b5583ef9a5bf8f372191,glm-5.3,glm-5.3,unsupported_ability_claim,0,MiniMax-M2.7,pilot_density,late,frustrated,0
9f5c557faec6e4ad38fc,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,MiniMax-M3,pilot_equation,late,calm,0
9f5c557faec6e4ad38fc,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,1,MiniMax-M3,pilot_equation,late,calm,0
9f5c557faec6e4ad38fc,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,MiniMax-M3,pilot_equation,late,calm,0
9f5c557faec6e4ad38fc,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,MiniMax-M3,pilot_equation,late,calm,0
9f5c557faec6e4ad38fc,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,1,MiniMax-M3,pilot_equation,late,calm,0
9f5c557faec6e4ad38fc,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,MiniMax-M3,pilot_equation,late,calm,0
9f5c557faec6e4ad38fc,deepseek-v4-pro,deepseek-v4-pro,information_request,0,MiniMax-M3,pilot_equation,late,calm,0
9f5c557faec6e4ad38fc,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,MiniMax-M3,pilot_equation,late,calm,0
ceb76023e02779aaaebb,glm-5.3,glm-5.3,answer_reveal,1,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,glm-5.3,glm-5.3,worked_explanation,1,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,glm-5.3,glm-5.3,reasoning_elicitation,0,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,glm-5.3,glm-5.3,learner_choice,0,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,glm-5.3,glm-5.3,affect_acknowledgement,1,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,glm-5.3,glm-5.3,epistemic_qualification,0,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,glm-5.3,glm-5.3,information_request,0,MiniMax-M3,pilot_density,late,frustrated,0
ceb76023e02779aaaebb,glm-5.3,glm-5.3,unsupported_ability_claim,0,MiniMax-M3,pilot_density,late,frustrated,0
a3cd2bff7780acd7ef74,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,1,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,deepseek-v4-pro,deepseek-v4-pro,information_request,0,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
a3cd2bff7780acd7ef74,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,deepseek-v4-pro,pilot_causal_claim,late,frustrated,0
59268659c3b2e8b6664e,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,doubao-seed-2.0-lite,pilot_causal_claim,late,calm,0
59268659c3b2e8b6664e,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,1,doubao-seed-2.0-lite,pilot_causal_claim,late,calm,0
59268659c3b2e8b6664e,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,doubao-seed-2.0-lite,pilot_causal_claim,late,calm,0
59268659c3b2e8b6664e,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,doubao-seed-2.0-lite,pilot_causal_claim,late,calm,0
59268659c3b2e8b6664e,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,doubao-seed-2.0-lite,pilot_causal_claim,late,calm,0
59268659c3b2e8b6664e,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,1,doubao-seed-2.0-lite,pilot_causal_claim,late,calm,0
59268659c3b2e8b6664e,deepseek-v4-pro,deepseek-v4-pro,information_request,0,doubao-seed-2.0-lite,pilot_causal_claim,late,calm,0
59268659c3b2e8b6664e,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,doubao-seed-2.0-lite,pilot_causal_claim,late,calm,0
6b967cdfbda0a7700cf3,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,1,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,1,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,deepseek-v4-pro,deepseek-v4-pro,information_request,0,MiniMax-M2.7,pilot_fractions,late,calm,0
6b967cdfbda0a7700cf3,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,MiniMax-M2.7,pilot_fractions,late,calm,0
e9de51ca1069f2d4999d,MiniMax-M3,MiniMax-M3,answer_reveal,1,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,MiniMax-M3,MiniMax-M3,worked_explanation,1,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,MiniMax-M3,MiniMax-M3,learner_choice,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,MiniMax-M3,MiniMax-M3,affect_acknowledgement,1,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,MiniMax-M3,MiniMax-M3,information_request,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
e9de51ca1069f2d4999d,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,doubao-seed-2.0-lite,pilot_equation,late,frustrated,0
5edf0ae67f09b3a6c257,glm-5.3,glm-5.3,answer_reveal,1,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,glm-5.3,glm-5.3,worked_explanation,1,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,glm-5.3,glm-5.3,reasoning_elicitation,1,MiniMax-M3,pilot_fractions,early,calm,0
5edf0ae67f09b3a6c257,glm-5.3,glm-5.3,learner_choice,0,MiniMax-M3,pilot_fractions,early,calm,0
