item_id,model,response_sha256,affective_warmth,autonomy_support,cognitive_load,diagnostic_specificity,elicitation,epistemic_caution,help_directness,personalization,diagnosis_correct,diagnosis_predicted,diagnosis_gold,evidence_accuracy,evidence_questions,history_utilization,strategy_alignment,coherence,appropriateness,teaching_quality
1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,minimax-m3,f40c1ae0443a21c3e01c58e329f59a7351c633cdeab3df4fe832b9ac71d4d125,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,Procedural Error,Procedural Error,0.3333333333333333,3,5.0,5.0,5.0,5.0,5.0
1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,qwen3.5-4b,cfb5bce4e0cdb3b04a001114c5faae2c5eb959b2bbb6e6a7b9339c0ab4c60737,3.0,4.0,3.0,3.0,5.0,3.0,2.0,5.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,4.0,3.0,4.0,4.0,3.75
10624||3c828ac348cc108e260b14b7a715384a863a33a3130dd15f9862b2154fe5dd95,deepseek-v4-pro,aa963b7587dccf71effba2306f925b94128d9c4d1ce880cd48b1dcf9b76bb77f,3.0,2.0,2.0,4.0,2.0,1.0,5.0,4.0,0.0,Procedural Error,Recall Failure,1.0,3,5.0,3.0,5.0,4.0,4.25
10624||3c828ac348cc108e260b14b7a715384a863a33a3130dd15f9862b2154fe5dd95,doubao-seed-2.0-pro,109937c90745cad8d9f633f72c864f8c1a2491bf950f2e5f58986b62e4c17014,4.0,4.0,2.0,2.0,5.0,1.0,2.0,4.0,0.0,Procedural Error,Recall Failure,1.0,3,5.0,5.0,5.0,5.0,5.0
10624||3c828ac348cc108e260b14b7a715384a863a33a3130dd15f9862b2154fe5dd95,glm-5.2,828a898827a80d6e2356507c7fff07bfc8abe407278b8f5385e54a47022634a0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,0.0,Transfer Deficit,Recall Failure,1.0,3,5.0,5.0,5.0,5.0,5.0
10624||3c828ac348cc108e260b14b7a715384a863a33a3130dd15f9862b2154fe5dd95,minimax-m2.7,eedaab8cbc1aaf1ef3be979399fb74df4ac26499ca52670fb663c27d3c2de47a,2.0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,Conceptual Gap,Recall Failure,1.0,3,1.0,1.0,4.0,2.0,2.0
10624||3c828ac348cc108e260b14b7a715384a863a33a3130dd15f9862b2154fe5dd95,minimax-m3,3cc6eedc3b80c1c5a54ebb28e530ca0f33b7397f2012db7057be3287cba3304f,3.0,2.0,3.0,4.0,1.0,1.0,5.0,2.0,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,2.0,1.0,5.0,3.0,2.75
10624||3c828ac348cc108e260b14b7a715384a863a33a3130dd15f9862b2154fe5dd95,qwen3.5-4b,72b76fc554eef3a4f7f19959b5a2ec9d4c87c0dfaebc676bfaf7986a7afcb5ef,2.0,1.0,4.0,5.0,1.0,2.0,5.0,2.0,0.0,Conceptual Gap,Recall Failure,1.0,3,3.0,2.0,4.0,3.0,3.0
11402||cb31c1fc6790e6b4791208e3543bebee44b2c20509ead7fee6aea8c295bc06b5,deepseek-v4-pro,59ee6fa33e96d5e2f7a2c4bf81d33ab6d2008c2cd33d14ca87298bc2f952f18b,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,Procedural Error,Procedural Error,1.0,3,5.0,5.0,5.0,5.0,5.0
11402||cb31c1fc6790e6b4791208e3543bebee44b2c20509ead7fee6aea8c295bc06b5,doubao-seed-2.0-pro,1c6a75c33c3028e9f680ac06697b6ce6177c440ae4b610f3d212914352630649,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,Procedural Error,Procedural Error,1.0,3,4.0,3.0,4.0,4.0,3.75
11402||cb31c1fc6790e6b4791208e3543bebee44b2c20509ead7fee6aea8c295bc06b5,glm-5.2,fa34f656423b8c5e0ffd779ad027b5ed9b8186f2dd4384aa55ccc7ee3dd3f40e,2.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,Procedural Error,Procedural Error,1.0,3,5.0,5.0,5.0,5.0,5.0
11402||cb31c1fc6790e6b4791208e3543bebee44b2c20509ead7fee6aea8c295bc06b5,minimax-m2.7,99b8fe99e37862d9e5d747f6a5ac60619b996ed5d09227e19b0f96183a078a97,2.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,Procedural Error,Procedural Error,1.0,3,3.0,5.0,5.0,4.0,4.25
11402||cb31c1fc6790e6b4791208e3543bebee44b2c20509ead7fee6aea8c295bc06b5,minimax-m3,4442e3f6a8f8fe7fbf5fe07a68258dd2e3d13f52537693d7597fccb369fdc178,3.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
11402||cb31c1fc6790e6b4791208e3543bebee44b2c20509ead7fee6aea8c295bc06b5,qwen3.5-4b,8a02f79d4e4d15d626f34900f8d3b7ecc09b148133970de2be53c690a2c6a98e,2.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,0.0,Conceptual Gap,Procedural Error,1.0,3,4.0,4.0,5.0,4.0,4.25
12704||327ba74454647f356ce8ba62d6f568d45aa8124053bf6b11fef6ff08b403d39f,deepseek-v4-pro,4fa734a5bea0548677138d56780a3fec04bba2282264704dc2194e0b20ec2dc1,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
12704||327ba74454647f356ce8ba62d6f568d45aa8124053bf6b11fef6ff08b403d39f,doubao-seed-2.0-pro,7d4a08c81e3fd66903013ede73af80def501ce22d51849caed7c131d0da41985,4.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,0.0,Conceptual Gap,Procedural Error,1.0,3,4.0,5.0,5.0,4.0,4.5
12704||327ba74454647f356ce8ba62d6f568d45aa8124053bf6b11fef6ff08b403d39f,glm-5.2,35f191558e9aa368b38dd4db77a1be784c5635d1448432a8eceab5f108f5932d,2.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,3.0,5.0,5.0,4.0,4.25
12704||327ba74454647f356ce8ba62d6f568d45aa8124053bf6b11fef6ff08b403d39f,minimax-m2.7,8eb0178f2e87b8640691edbd34ce7996b5c15c6e5b2a700328789cbef9f28545,3.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,2.0,4.0,4.0,4.0,3.5
12704||327ba74454647f356ce8ba62d6f568d45aa8124053bf6b11fef6ff08b403d39f,minimax-m3,33b18178f79998148c3127ba7968ad885337881cf970e9cfea300ab27d41bb32,5.0,2.0,5.0,3.0,2.0,1.0,5.0,3.0,0.0,Conceptual Gap,Procedural Error,1.0,3,3.0,3.0,3.0,4.0,3.25
12704||327ba74454647f356ce8ba62d6f568d45aa8124053bf6b11fef6ff08b403d39f,qwen3.5-4b,658b27f2d14293e2f2d958d1ffb08ddd1a353f3481316540caa7e7159aed1355,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,4.0,5.0,5.0,5.0,4.75
12757||a8b68e05150082181fd43b31d5484433462fe9b4b717e54f71f282866c42d0d2,deepseek-v4-pro,8151e30fd08f528a26c68228b1890b595af96d80001ebb54570101e9059d9c91,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,0.0,Conceptual Gap,Procedural Error,1.0,3,4.0,5.0,5.0,5.0,4.75
12757||a8b68e05150082181fd43b31d5484433462fe9b4b717e54f71f282866c42d0d2,doubao-seed-2.0-pro,c8354904334914fe7bf70dc9cbec13078f9e6339503d7e8aa7d0dada59fbb092,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,2.0,4.0,4.0,4.0,3.5
12757||a8b68e05150082181fd43b31d5484433462fe9b4b717e54f71f282866c42d0d2,glm-5.2,32bed554da46dc6a473959858b96efc7299c8ecb8cf08d7d4acc9ccebe955e3e,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,2.0,3.0,4.0,3.0,3.0
12757||a8b68e05150082181fd43b31d5484433462fe9b4b717e54f71f282866c42d0d2,minimax-m2.7,2848d461d5059477e86cffebe2c93f4743a91f98e1acb0d080e735c6feb006e7,2.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,0.0,Conceptual Gap,Procedural Error,1.0,3,3.0,5.0,4.0,4.0,4.0
12757||a8b68e05150082181fd43b31d5484433462fe9b4b717e54f71f282866c42d0d2,minimax-m3,d2244fee31b7d334b9fa6e56c06e22212f4cdb13b64101bfac245a7dabcc8f94,4.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,4.0,5.0,5.0,5.0,4.75
12757||a8b68e05150082181fd43b31d5484433462fe9b4b717e54f71f282866c42d0d2,qwen3.5-4b,7837cef348e705ad152dc61cf8256d7a1815828c3e53de760eae17f29840cbbc,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,3.0,4.0,4.0,4.0,3.75
12890||e977ea2b8994a5478b4c592cdee35f585fdff28d103f74e4fae065e541533aef,deepseek-v4-pro,49cc6f1caca56ffffd6a630cb8fd677985be82c3d17894a5d011e1c380759452,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,4.0,3.0,5.0,4.0,4.0
12890||e977ea2b8994a5478b4c592cdee35f585fdff28d103f74e4fae065e541533aef,doubao-seed-2.0-pro,5fb13695a4b163e0b342567ed02c4d8305d4dcdcf2056a7ac1f213091af4364f,4.0,4.0,2.0,2.0,5.0,1.0,2.0,3.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,4.0,4.75
12890||e977ea2b8994a5478b4c592cdee35f585fdff28d103f74e4fae065e541533aef,glm-5.2,5cbc75af914faacea7c20ffce88fb43cbaf4717afa32ca083079a847d88a4650,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,4.0,4.0,5.0,4.0,4.25
12890||e977ea2b8994a5478b4c592cdee35f585fdff28d103f74e4fae065e541533aef,minimax-m2.7,f21c217a02f859b66f855880205e4526fbc2898f8d1ca7f2ebe617cad6f4549c,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,0.0,Transfer Deficit,Procedural Error,0.6666666666666666,3,1.0,2.0,4.0,4.0,2.75
12890||e977ea2b8994a5478b4c592cdee35f585fdff28d103f74e4fae065e541533aef,minimax-m3,5ef1f82c1a79015aeecd2cedd73925ded48e641385504c3ddb8cea3880f49f53,4.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,3.0,4.0,3.0,4.0,3.5
12890||e977ea2b8994a5478b4c592cdee35f585fdff28d103f74e4fae065e541533aef,qwen3.5-4b,a258f150fba19c0ccdcfc25b0355738a05e58b8f4458e85ebfdf5a09a838e9d9,2.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,3.0,3.0,4.0,3.0,3.25
13039||143f126951eac1749765f9438d08988408d05b52842a6262ec957797a5649264,deepseek-v4-pro,b2a3ba3be642724d1fbe7c63652d91e88279037a861bd8de959ea2a5b9dc9060,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,Conceptual Gap,Conceptual Gap,1.0,3,2.0,5.0,5.0,5.0,4.25
13039||143f126951eac1749765f9438d08988408d05b52842a6262ec957797a5649264,doubao-seed-2.0-pro,3f33a7f3e6353cd373345674c4d42aa1d995afbfb889c63e72bab51dc8af354a,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,Conceptual Gap,Conceptual Gap,1.0,3,4.0,5.0,5.0,5.0,4.75
13039||143f126951eac1749765f9438d08988408d05b52842a6262ec957797a5649264,glm-5.2,d7bda7cc667fcfe0ba239cef6c75ef1aceaa6b27ead27c13e11df61b33569291,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,Conceptual Gap,Conceptual Gap,1.0,3,2.0,5.0,5.0,5.0,4.25
13039||143f126951eac1749765f9438d08988408d05b52842a6262ec957797a5649264,minimax-m2.7,7da4aded9533c4f8ebf28b3a7252f428becf1b76c904cc82937d170a4f1f44f2,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Conceptual Gap,Conceptual Gap,0.6666666666666666,3,2.0,5.0,5.0,4.0,4.0
13039||143f126951eac1749765f9438d08988408d05b52842a6262ec957797a5649264,minimax-m3,3c6a8ce0c4781c162d0d13241ade8caf96a7498f780e9acda32ad0aa38d7a894,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,Conceptual Gap,Conceptual Gap,1.0,3,3.0,4.0,5.0,4.0,4.0
13039||143f126951eac1749765f9438d08988408d05b52842a6262ec957797a5649264,qwen3.5-4b,206cc75c8b08235b783ae6943c0d1e6f5a4efe8b714ead29006004719710eda7,3.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,Conceptual Gap,Conceptual Gap,1.0,3,5.0,5.0,5.0,5.0,5.0
13124||b1dbbfb7569e74accbad22934b94a54296cbb8c25cccb3e869259bc8f761004f,deepseek-v4-pro,181d6124c69b28115d5b955028949901d0f41b245d64ddbbaaf67ce3abb2758d,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,Procedural Error,Procedural Error,1.0,3,4.0,5.0,4.0,4.0,4.25
13124||b1dbbfb7569e74accbad22934b94a54296cbb8c25cccb3e869259bc8f761004f,doubao-seed-2.0-pro,d35ee917f837419d2e0417df50a3ddc10786de4ab15e02a8c30c51f283392607,3.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,Procedural Error,Procedural Error,1.0,3,5.0,4.0,5.0,4.0,4.5
13124||b1dbbfb7569e74accbad22934b94a54296cbb8c25cccb3e869259bc8f761004f,glm-5.2,0cd9364d525446e38094e216fac50f54a7dc98345005297086186555077f81c2,3.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,0.0,Transfer Deficit,Procedural Error,1.0,3,5.0,5.0,5.0,5.0,5.0
13124||b1dbbfb7569e74accbad22934b94a54296cbb8c25cccb3e869259bc8f761004f,minimax-m2.7,b750e223a7e93d0a888612c6a69ce895ab7698dd53099c0396fee76a65a6e729,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,Transfer Deficit,Procedural Error,1.0,3,2.0,4.0,5.0,3.0,3.5
13124||b1dbbfb7569e74accbad22934b94a54296cbb8c25cccb3e869259bc8f761004f,minimax-m3,483d41146ce9f6250965476dedc6501e183c1a76fa113bec8d57e1ec4fcf9a2c,3.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,Procedural Error,Procedural Error,1.0,3,4.0,5.0,5.0,5.0,4.75
13124||b1dbbfb7569e74accbad22934b94a54296cbb8c25cccb3e869259bc8f761004f,qwen3.5-4b,851169d6f80e725eca66cbec5ac6ee2b045bea6a3861c2cc81b3ea5d4589e08c,3.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,0.0,Conceptual Gap,Procedural Error,1.0,3,4.0,4.0,4.0,4.0,4.0
13249||9f954b63950286d40c35c144337b80afbecd246934d2b4ebc99906ad9afa362e,deepseek-v4-pro,b70538fcd744246357e20ec2366023dd5f0d1c78850ccfa773b4a07cf51fa70f,4.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,0.0,Transfer Deficit,Procedural Error,0.3333333333333333,3,5.0,5.0,5.0,5.0,5.0
13249||9f954b63950286d40c35c144337b80afbecd246934d2b4ebc99906ad9afa362e,doubao-seed-2.0-pro,44ee2d46ed6dc1d7a8f12d30b6ecdf729394701723ad1a637e89ffb1bbdedb26,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,0.0,Transfer Deficit,Procedural Error,0.3333333333333333,3,5.0,5.0,5.0,4.0,4.75
13249||9f954b63950286d40c35c144337b80afbecd246934d2b4ebc99906ad9afa362e,glm-5.2,7677492cd90fd3be0c6201f9628baf7823749d1bc2d484b6c8171d3622a1ea6a,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,Transfer Deficit,Procedural Error,0.3333333333333333,3,5.0,5.0,5.0,5.0,5.0
13249||9f954b63950286d40c35c144337b80afbecd246934d2b4ebc99906ad9afa362e,minimax-m2.7,5838150505d5465a353dcacdc7564e4e4da953aa71b3739b9fb3310aecec95cf,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,0.0,Conceptual Gap,Procedural Error,0.3333333333333333,3,2.0,3.0,5.0,3.0,3.25
13249||9f954b63950286d40c35c144337b80afbecd246934d2b4ebc99906ad9afa362e,minimax-m3,a7df7dc6aa136f79353e234147f3586c8e8597509b4f5a0a04d07d281e25571c,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,Procedural Error,Procedural Error,0.3333333333333333,3,2.0,4.0,5.0,4.0,3.75
13249||9f954b63950286d40c35c144337b80afbecd246934d2b4ebc99906ad9afa362e,qwen3.5-4b,98a9e7931d461e380512173a4ece19c63f70285a600134fbc549de3b2ae02e7c,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,Conceptual Gap,Procedural Error,1.0,3,5.0,4.0,4.0,4.0,4.25
13525||a2748a1a0512630bee49e8da92354091497d940586bb5fb89a0fba5725047938,deepseek-v4-pro,864ebecbbd66c5a44f988696cf9b84e67f8f40455eee7385195c01398965e51e,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,5.0,5.0,5.0,4.75
13525||a2748a1a0512630bee49e8da92354091497d940586bb5fb89a0fba5725047938,doubao-seed-2.0-pro,8b39063aa7ce9cc6c13c98aa67327815ca7bf302207525e4f929c80b3286fd4f,4.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,0.0,Transfer Deficit,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
13525||a2748a1a0512630bee49e8da92354091497d940586bb5fb89a0fba5725047938,glm-5.2,6c1b90d27918a888731919b77cd7c507986c145d30e874801d14295fa9b06b08,1.0,4.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,Transfer Deficit,Procedural Error,0.6666666666666666,3,2.0,4.0,4.0,4.0,3.5
13525||a2748a1a0512630bee49e8da92354091497d940586bb5fb89a0fba5725047938,minimax-m2.7,67aa5ea9616eda8689dc0db33bf0d7ab69d8094acac58350a247d3c5d02646a2,2.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,1.0,2.0,4.0,3.0,2.5
13525||a2748a1a0512630bee49e8da92354091497d940586bb5fb89a0fba5725047938,minimax-m3,caceb16a2ea9b7db377f613122fc7676d8f7ef1aee9b9bb46d64fe9b19817609,3.0,2.0,3.0,4.0,2.0,1.0,5.0,5.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,4.0,3.0,5.0,3.0,3.75
13525||a2748a1a0512630bee49e8da92354091497d940586bb5fb89a0fba5725047938,qwen3.5-4b,15dab6b8b4f8f5818642a252e7c78ab76bd2d601d5726975279f52089cc1a237,2.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,3.0,4.0,4.0,4.0,3.75
13755||ec2725c7e3df22ddfbc3668d47f5cb2f8c1fd4ccd735af8493ac358d8dd2a949,deepseek-v4-pro,a44c382e7f58fb6c408e6d95d05c0bd0c35effd9e450b56d1f8b6f5bc5477012,2.0,5.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,3.0,4.0,4.0,3.75
13755||ec2725c7e3df22ddfbc3668d47f5cb2f8c1fd4ccd735af8493ac358d8dd2a949,doubao-seed-2.0-pro,9ccad53957583024fcc678dd70e55b45b0ce75eaeede23d635ba1b9cf6f712bd,1.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,4.0,4.0,4.0,4.0
13755||ec2725c7e3df22ddfbc3668d47f5cb2f8c1fd4ccd735af8493ac358d8dd2a949,glm-5.2,c1af4fc824489328d6ae4eda18a1729bf2ff2430f860f1eb9d694cc749eedb45,1.0,5.0,2.0,2.0,5.0,1.0,2.0,1.0,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,2.0,4.0,4.0,3.0,3.25
13755||ec2725c7e3df22ddfbc3668d47f5cb2f8c1fd4ccd735af8493ac358d8dd2a949,minimax-m2.7,cf724badd6c24bc2165324cca204c9a3cf3c597d06d3ca5fbf5512a2b0782445,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,1.0,1.0,2.0,2.0,1.5
13755||ec2725c7e3df22ddfbc3668d47f5cb2f8c1fd4ccd735af8493ac358d8dd2a949,minimax-m3,3dcfb9f20de62a2af17eba8a827f5aa098e9058a6312e99a436499125c8ecd03,2.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,Procedural Error,Procedural Error,0.3333333333333333,3,4.0,5.0,5.0,5.0,4.75
13755||ec2725c7e3df22ddfbc3668d47f5cb2f8c1fd4ccd735af8493ac358d8dd2a949,qwen3.5-4b,0a67da33a1c9f0be19f53d846917c63b07454d3377d3c49cbbd9bbde11c16d8c,2.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,0.0,Conceptual Gap,Procedural Error,0.3333333333333333,3,2.0,4.0,4.0,4.0,3.5
13895||bc3f8a3e1b30356e214da130f7b58f44270b5eea5a394b2f18c8da29a1c3f76a,deepseek-v4-pro,d4acba8d78dd8f9c4b0d94e032beb880046ca70b95400d862cbe0c19935749eb,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,Procedural Error,Transfer Deficit,0.6666666666666666,3,3.0,3.0,4.0,4.0,3.5
13895||bc3f8a3e1b30356e214da130f7b58f44270b5eea5a394b2f18c8da29a1c3f76a,doubao-seed-2.0-pro,9318a0660b12fbc03b935890dd0a82a46ef102857c5e74269cbc06ed7649baf1,3.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,Transfer Deficit,Transfer Deficit,0.6666666666666666,3,3.0,3.0,4.0,4.0,3.5
13895||bc3f8a3e1b30356e214da130f7b58f44270b5eea5a394b2f18c8da29a1c3f76a,glm-5.2,b75f83117e9c341f88f1927042efcb0199f5c463932fc6c537a1bcc92e5fa2c3,3.0,4.0,1.0,3.0,5.0,1.0,2.0,2.0,0.0,Conceptual Gap,Transfer Deficit,0.3333333333333333,3,3.0,3.0,5.0,4.0,3.75
13895||bc3f8a3e1b30356e214da130f7b58f44270b5eea5a394b2f18c8da29a1c3f76a,minimax-m2.7,93ec7ea5d761a70dd1e36888d68f8ccb885c2e44611187bce0c788228a54b508,3.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,0.0,Procedural Error,Transfer Deficit,0.6666666666666666,3,2.0,2.0,4.0,2.0,2.5
13895||bc3f8a3e1b30356e214da130f7b58f44270b5eea5a394b2f18c8da29a1c3f76a,minimax-m3,7abc00b505aa1a35bb400a27cf8d7db6d03eb3f06a5a33532855462a2eb69ae9,3.0,2.0,3.0,5.0,3.0,1.0,4.0,5.0,0.0,Procedural Error,Transfer Deficit,0.6666666666666666,3,3.0,2.0,5.0,4.0,3.5
