blind_id,judge_requested,judge_returned,event,present,anchor,expected,anchor_group
4817e7e2abaf30c641a5,MiniMax-M3,MiniMax-M3,answer_reveal,1,new_self_answer,1,new_heldout_wording
4817e7e2abaf30c641a5,MiniMax-M3,MiniMax-M3,worked_explanation,0,new_self_answer,0,new_heldout_wording
4817e7e2abaf30c641a5,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,new_self_answer,0,new_heldout_wording
4817e7e2abaf30c641a5,MiniMax-M3,MiniMax-M3,learner_choice,0,new_self_answer,0,new_heldout_wording
4817e7e2abaf30c641a5,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,new_self_answer,0,new_heldout_wording
4817e7e2abaf30c641a5,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,new_self_answer,0,new_heldout_wording
4817e7e2abaf30c641a5,MiniMax-M3,MiniMax-M3,information_request,0,new_self_answer,0,new_heldout_wording
4817e7e2abaf30c641a5,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,new_self_answer,0,new_heldout_wording
14d0c8a0e56f6f909dba,glm-5.3,glm-5.3,answer_reveal,0,generic_politeness,0,revised_or_reused_development
14d0c8a0e56f6f909dba,glm-5.3,glm-5.3,worked_explanation,0,generic_politeness,0,revised_or_reused_development
14d0c8a0e56f6f909dba,glm-5.3,glm-5.3,reasoning_elicitation,0,generic_politeness,0,revised_or_reused_development
14d0c8a0e56f6f909dba,glm-5.3,glm-5.3,learner_choice,0,generic_politeness,0,revised_or_reused_development
14d0c8a0e56f6f909dba,glm-5.3,glm-5.3,affect_acknowledgement,0,generic_politeness,0,revised_or_reused_development
14d0c8a0e56f6f909dba,glm-5.3,glm-5.3,epistemic_qualification,0,generic_politeness,0,revised_or_reused_development
14d0c8a0e56f6f909dba,glm-5.3,glm-5.3,information_request,0,generic_politeness,0,revised_or_reused_development
14d0c8a0e56f6f909dba,glm-5.3,glm-5.3,unsupported_ability_claim,0,generic_politeness,0,revised_or_reused_development
b7d2a6ff11e475aebddb,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,0,missing_fact,0,revised_or_reused_development
b7d2a6ff11e475aebddb,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,0,missing_fact,0,revised_or_reused_development
b7d2a6ff11e475aebddb,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,missing_fact,0,revised_or_reused_development
b7d2a6ff11e475aebddb,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,missing_fact,0,revised_or_reused_development
b7d2a6ff11e475aebddb,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,missing_fact,0,revised_or_reused_development
b7d2a6ff11e475aebddb,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,missing_fact,0,revised_or_reused_development
b7d2a6ff11e475aebddb,deepseek-v4-pro,deepseek-v4-pro,information_request,1,missing_fact,1,revised_or_reused_development
b7d2a6ff11e475aebddb,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,missing_fact,0,revised_or_reused_development
307896dc53cb353d903e,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,0,new_polite_only,0,new_heldout_wording
307896dc53cb353d903e,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,0,new_polite_only,0,new_heldout_wording
307896dc53cb353d903e,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,new_polite_only,0,new_heldout_wording
307896dc53cb353d903e,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,new_polite_only,0,new_heldout_wording
307896dc53cb353d903e,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,new_polite_only,0,new_heldout_wording
307896dc53cb353d903e,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,new_polite_only,0,new_heldout_wording
307896dc53cb353d903e,deepseek-v4-pro,deepseek-v4-pro,information_request,0,new_polite_only,0,new_heldout_wording
307896dc53cb353d903e,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,new_polite_only,0,new_heldout_wording
24f0913b22e3488aa7d9,glm-5.3,glm-5.3,answer_reveal,0,approach_choice,0,revised_or_reused_development
24f0913b22e3488aa7d9,glm-5.3,glm-5.3,worked_explanation,0,approach_choice,0,revised_or_reused_development
24f0913b22e3488aa7d9,glm-5.3,glm-5.3,reasoning_elicitation,0,approach_choice,0,revised_or_reused_development
24f0913b22e3488aa7d9,glm-5.3,glm-5.3,learner_choice,1,approach_choice,1,revised_or_reused_development
24f0913b22e3488aa7d9,glm-5.3,glm-5.3,affect_acknowledgement,0,approach_choice,0,revised_or_reused_development
24f0913b22e3488aa7d9,glm-5.3,glm-5.3,epistemic_qualification,0,approach_choice,0,revised_or_reused_development
24f0913b22e3488aa7d9,glm-5.3,glm-5.3,information_request,0,approach_choice,0,revised_or_reused_development
24f0913b22e3488aa7d9,glm-5.3,glm-5.3,unsupported_ability_claim,0,approach_choice,0,revised_or_reused_development
123ab30e850aec171348,glm-5.3,glm-5.3,answer_reveal,0,ability_attribution,0,revised_or_reused_development
123ab30e850aec171348,glm-5.3,glm-5.3,worked_explanation,0,ability_attribution,0,revised_or_reused_development
123ab30e850aec171348,glm-5.3,glm-5.3,reasoning_elicitation,0,ability_attribution,0,revised_or_reused_development
123ab30e850aec171348,glm-5.3,glm-5.3,learner_choice,0,ability_attribution,0,revised_or_reused_development
123ab30e850aec171348,glm-5.3,glm-5.3,affect_acknowledgement,0,ability_attribution,0,revised_or_reused_development
123ab30e850aec171348,glm-5.3,glm-5.3,epistemic_qualification,0,ability_attribution,0,revised_or_reused_development
123ab30e850aec171348,glm-5.3,glm-5.3,information_request,0,ability_attribution,0,revised_or_reused_development
123ab30e850aec171348,glm-5.3,glm-5.3,unsupported_ability_claim,1,ability_attribution,1,revised_or_reused_development
78fc696e8d16b3a9e573,glm-5.3,glm-5.3,answer_reveal,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,glm-5.3,glm-5.3,worked_explanation,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,glm-5.3,glm-5.3,reasoning_elicitation,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,glm-5.3,glm-5.3,learner_choice,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,glm-5.3,glm-5.3,affect_acknowledgement,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,glm-5.3,glm-5.3,epistemic_qualification,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,glm-5.3,glm-5.3,information_request,1,new_datum_request,1,new_heldout_wording
78fc696e8d16b3a9e573,glm-5.3,glm-5.3,unsupported_ability_claim,0,new_datum_request,0,new_heldout_wording
057cc0ee14a95dd0ed1c,glm-5.3,glm-5.3,answer_reveal,0,procedural_hedge,0,revised_or_reused_development
057cc0ee14a95dd0ed1c,glm-5.3,glm-5.3,worked_explanation,0,procedural_hedge,0,revised_or_reused_development
057cc0ee14a95dd0ed1c,glm-5.3,glm-5.3,reasoning_elicitation,1,procedural_hedge,1,revised_or_reused_development
057cc0ee14a95dd0ed1c,glm-5.3,glm-5.3,learner_choice,0,procedural_hedge,0,revised_or_reused_development
057cc0ee14a95dd0ed1c,glm-5.3,glm-5.3,affect_acknowledgement,0,procedural_hedge,0,revised_or_reused_development
057cc0ee14a95dd0ed1c,glm-5.3,glm-5.3,epistemic_qualification,0,procedural_hedge,0,revised_or_reused_development
057cc0ee14a95dd0ed1c,glm-5.3,glm-5.3,information_request,0,procedural_hedge,0,revised_or_reused_development
057cc0ee14a95dd0ed1c,glm-5.3,glm-5.3,unsupported_ability_claim,0,procedural_hedge,0,revised_or_reused_development
35ca960162c0d54ad810,glm-5.3,glm-5.3,answer_reveal,0,new_affect_only,0,new_heldout_wording
35ca960162c0d54ad810,glm-5.3,glm-5.3,worked_explanation,0,new_affect_only,0,new_heldout_wording
35ca960162c0d54ad810,glm-5.3,glm-5.3,reasoning_elicitation,0,new_affect_only,0,new_heldout_wording
35ca960162c0d54ad810,glm-5.3,glm-5.3,learner_choice,0,new_affect_only,0,new_heldout_wording
35ca960162c0d54ad810,glm-5.3,glm-5.3,affect_acknowledgement,1,new_affect_only,1,new_heldout_wording
35ca960162c0d54ad810,glm-5.3,glm-5.3,epistemic_qualification,0,new_affect_only,0,new_heldout_wording
35ca960162c0d54ad810,glm-5.3,glm-5.3,information_request,0,new_affect_only,0,new_heldout_wording
35ca960162c0d54ad810,glm-5.3,glm-5.3,unsupported_ability_claim,0,new_affect_only,0,new_heldout_wording
bab3320226f9aec709db,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,0,new_praise_only,0,new_heldout_wording
bab3320226f9aec709db,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,0,new_praise_only,0,new_heldout_wording
bab3320226f9aec709db,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,new_praise_only,0,new_heldout_wording
bab3320226f9aec709db,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,new_praise_only,0,new_heldout_wording
bab3320226f9aec709db,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,new_praise_only,0,new_heldout_wording
bab3320226f9aec709db,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,new_praise_only,0,new_heldout_wording
bab3320226f9aec709db,deepseek-v4-pro,deepseek-v4-pro,information_request,0,new_praise_only,0,new_heldout_wording
bab3320226f9aec709db,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,1,new_praise_only,1,new_heldout_wording
78fc696e8d16b3a9e573,MiniMax-M3,MiniMax-M3,answer_reveal,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,MiniMax-M3,MiniMax-M3,worked_explanation,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,MiniMax-M3,MiniMax-M3,learner_choice,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,new_datum_request,0,new_heldout_wording
78fc696e8d16b3a9e573,MiniMax-M3,MiniMax-M3,information_request,1,new_datum_request,1,new_heldout_wording
78fc696e8d16b3a9e573,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,new_datum_request,0,new_heldout_wording
a8aacd19e079ded840e8,MiniMax-M3,MiniMax-M3,answer_reveal,1,worked_answer,1,revised_or_reused_development
a8aacd19e079ded840e8,MiniMax-M3,MiniMax-M3,worked_explanation,1,worked_answer,1,revised_or_reused_development
a8aacd19e079ded840e8,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,worked_answer,0,revised_or_reused_development
a8aacd19e079ded840e8,MiniMax-M3,MiniMax-M3,learner_choice,0,worked_answer,0,revised_or_reused_development
a8aacd19e079ded840e8,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,worked_answer,0,revised_or_reused_development
a8aacd19e079ded840e8,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,worked_answer,0,revised_or_reused_development
a8aacd19e079ded840e8,MiniMax-M3,MiniMax-M3,information_request,0,worked_answer,0,revised_or_reused_development
a8aacd19e079ded840e8,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,worked_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,MiniMax-M3,MiniMax-M3,answer_reveal,1,polite_answer,1,revised_or_reused_development
a52bbeb0d1b4ac696f22,MiniMax-M3,MiniMax-M3,worked_explanation,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,MiniMax-M3,MiniMax-M3,learner_choice,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,MiniMax-M3,MiniMax-M3,information_request,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,polite_answer,0,revised_or_reused_development
1bba5744e96ddf5777aa,glm-5.3,glm-5.3,answer_reveal,0,new_indirect,0,new_heldout_wording
1bba5744e96ddf5777aa,glm-5.3,glm-5.3,worked_explanation,0,new_indirect,0,new_heldout_wording
1bba5744e96ddf5777aa,glm-5.3,glm-5.3,reasoning_elicitation,1,new_indirect,1,new_heldout_wording
1bba5744e96ddf5777aa,glm-5.3,glm-5.3,learner_choice,0,new_indirect,0,new_heldout_wording
1bba5744e96ddf5777aa,glm-5.3,glm-5.3,affect_acknowledgement,0,new_indirect,0,new_heldout_wording
1bba5744e96ddf5777aa,glm-5.3,glm-5.3,epistemic_qualification,0,new_indirect,0,new_heldout_wording
1bba5744e96ddf5777aa,glm-5.3,glm-5.3,information_request,0,new_indirect,0,new_heldout_wording
1bba5744e96ddf5777aa,glm-5.3,glm-5.3,unsupported_ability_claim,0,new_indirect,0,new_heldout_wording
d4dd2e236676a7caac27,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,rhetorical_step,1,revised_or_reused_development
d4dd2e236676a7caac27,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,0,rhetorical_step,0,revised_or_reused_development
d4dd2e236676a7caac27,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,rhetorical_step,0,revised_or_reused_development
d4dd2e236676a7caac27,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,rhetorical_step,0,revised_or_reused_development
d4dd2e236676a7caac27,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,rhetorical_step,0,revised_or_reused_development
d4dd2e236676a7caac27,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,rhetorical_step,0,revised_or_reused_development
d4dd2e236676a7caac27,deepseek-v4-pro,deepseek-v4-pro,information_request,0,rhetorical_step,0,revised_or_reused_development
d4dd2e236676a7caac27,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,rhetorical_step,0,revised_or_reused_development
51d3b223109d315080e8,glm-5.3,glm-5.3,answer_reveal,0,new_invitation,0,new_heldout_wording
51d3b223109d315080e8,glm-5.3,glm-5.3,worked_explanation,0,new_invitation,0,new_heldout_wording
51d3b223109d315080e8,glm-5.3,glm-5.3,reasoning_elicitation,1,new_invitation,1,new_heldout_wording
51d3b223109d315080e8,glm-5.3,glm-5.3,learner_choice,0,new_invitation,0,new_heldout_wording
51d3b223109d315080e8,glm-5.3,glm-5.3,affect_acknowledgement,0,new_invitation,0,new_heldout_wording
51d3b223109d315080e8,glm-5.3,glm-5.3,epistemic_qualification,0,new_invitation,0,new_heldout_wording
51d3b223109d315080e8,glm-5.3,glm-5.3,information_request,0,new_invitation,0,new_heldout_wording
51d3b223109d315080e8,glm-5.3,glm-5.3,unsupported_ability_claim,0,new_invitation,0,new_heldout_wording
a52bbeb0d1b4ac696f22,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,polite_answer,1,revised_or_reused_development
a52bbeb0d1b4ac696f22,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,deepseek-v4-pro,deepseek-v4-pro,information_request,0,polite_answer,0,revised_or_reused_development
a52bbeb0d1b4ac696f22,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,polite_answer,0,revised_or_reused_development
4e746d30d45e933c1256,glm-5.3,glm-5.3,answer_reveal,0,new_computation_request,0,new_heldout_wording
4e746d30d45e933c1256,glm-5.3,glm-5.3,worked_explanation,0,new_computation_request,0,new_heldout_wording
4e746d30d45e933c1256,glm-5.3,glm-5.3,reasoning_elicitation,1,new_computation_request,1,new_heldout_wording
4e746d30d45e933c1256,glm-5.3,glm-5.3,learner_choice,0,new_computation_request,0,new_heldout_wording
4e746d30d45e933c1256,glm-5.3,glm-5.3,affect_acknowledgement,0,new_computation_request,0,new_heldout_wording
4e746d30d45e933c1256,glm-5.3,glm-5.3,epistemic_qualification,0,new_computation_request,0,new_heldout_wording
4e746d30d45e933c1256,glm-5.3,glm-5.3,information_request,0,new_computation_request,0,new_heldout_wording
4e746d30d45e933c1256,glm-5.3,glm-5.3,unsupported_ability_claim,0,new_computation_request,0,new_heldout_wording
e4fdebe023ea393a2822,MiniMax-M3,MiniMax-M3,answer_reveal,0,new_emotion_choice,0,new_heldout_wording
e4fdebe023ea393a2822,MiniMax-M3,MiniMax-M3,worked_explanation,0,new_emotion_choice,0,new_heldout_wording
e4fdebe023ea393a2822,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,new_emotion_choice,0,new_heldout_wording
e4fdebe023ea393a2822,MiniMax-M3,MiniMax-M3,learner_choice,1,new_emotion_choice,1,new_heldout_wording
e4fdebe023ea393a2822,MiniMax-M3,MiniMax-M3,affect_acknowledgement,1,new_emotion_choice,1,new_heldout_wording
e4fdebe023ea393a2822,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,new_emotion_choice,0,new_heldout_wording
e4fdebe023ea393a2822,MiniMax-M3,MiniMax-M3,information_request,0,new_emotion_choice,0,new_heldout_wording
e4fdebe023ea393a2822,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,new_emotion_choice,0,new_heldout_wording
08cf7a67f5201b16e0db,MiniMax-M3,MiniMax-M3,answer_reveal,1,unbounded_resolution,1,revised_or_reused_development
08cf7a67f5201b16e0db,MiniMax-M3,MiniMax-M3,worked_explanation,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,MiniMax-M3,MiniMax-M3,learner_choice,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,MiniMax-M3,MiniMax-M3,information_request,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,unbounded_resolution,0,revised_or_reused_development
cc75a143d13a52081913,MiniMax-M3,MiniMax-M3,answer_reveal,1,new_bound,1,new_heldout_wording
cc75a143d13a52081913,MiniMax-M3,MiniMax-M3,worked_explanation,0,new_bound,0,new_heldout_wording
cc75a143d13a52081913,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,new_bound,0,new_heldout_wording
cc75a143d13a52081913,MiniMax-M3,MiniMax-M3,learner_choice,0,new_bound,0,new_heldout_wording
cc75a143d13a52081913,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,new_bound,0,new_heldout_wording
cc75a143d13a52081913,MiniMax-M3,MiniMax-M3,epistemic_qualification,1,new_bound,1,new_heldout_wording
cc75a143d13a52081913,MiniMax-M3,MiniMax-M3,information_request,0,new_bound,0,new_heldout_wording
cc75a143d13a52081913,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,new_bound,0,new_heldout_wording
74838bf9fc5b52be8f39,MiniMax-M3,MiniMax-M3,answer_reveal,0,acknowledge_affect,0,revised_or_reused_development
74838bf9fc5b52be8f39,MiniMax-M3,MiniMax-M3,worked_explanation,0,acknowledge_affect,0,revised_or_reused_development
74838bf9fc5b52be8f39,MiniMax-M3,MiniMax-M3,reasoning_elicitation,0,acknowledge_affect,0,revised_or_reused_development
74838bf9fc5b52be8f39,MiniMax-M3,MiniMax-M3,learner_choice,0,acknowledge_affect,0,revised_or_reused_development
74838bf9fc5b52be8f39,MiniMax-M3,MiniMax-M3,affect_acknowledgement,1,acknowledge_affect,1,revised_or_reused_development
74838bf9fc5b52be8f39,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,acknowledge_affect,0,revised_or_reused_development
74838bf9fc5b52be8f39,MiniMax-M3,MiniMax-M3,information_request,0,acknowledge_affect,0,revised_or_reused_development
74838bf9fc5b52be8f39,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,acknowledge_affect,0,revised_or_reused_development
efdcf9fae4bd50b6ef7e,MiniMax-M3,MiniMax-M3,answer_reveal,0,new_wait_question,0,new_heldout_wording
efdcf9fae4bd50b6ef7e,MiniMax-M3,MiniMax-M3,worked_explanation,0,new_wait_question,0,new_heldout_wording
efdcf9fae4bd50b6ef7e,MiniMax-M3,MiniMax-M3,reasoning_elicitation,1,new_wait_question,1,new_heldout_wording
efdcf9fae4bd50b6ef7e,MiniMax-M3,MiniMax-M3,learner_choice,0,new_wait_question,0,new_heldout_wording
efdcf9fae4bd50b6ef7e,MiniMax-M3,MiniMax-M3,affect_acknowledgement,0,new_wait_question,0,new_heldout_wording
efdcf9fae4bd50b6ef7e,MiniMax-M3,MiniMax-M3,epistemic_qualification,0,new_wait_question,0,new_heldout_wording
efdcf9fae4bd50b6ef7e,MiniMax-M3,MiniMax-M3,information_request,0,new_wait_question,0,new_heldout_wording
efdcf9fae4bd50b6ef7e,MiniMax-M3,MiniMax-M3,unsupported_ability_claim,0,new_wait_question,0,new_heldout_wording
08cf7a67f5201b16e0db,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,1,unbounded_resolution,1,revised_or_reused_development
08cf7a67f5201b16e0db,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,deepseek-v4-pro,deepseek-v4-pro,information_request,0,unbounded_resolution,0,revised_or_reused_development
08cf7a67f5201b16e0db,deepseek-v4-pro,deepseek-v4-pro,unsupported_ability_claim,0,unbounded_resolution,0,revised_or_reused_development
d07ff5ed47b7e0a499a6,glm-5.3,glm-5.3,answer_reveal,1,new_two_operations,1,new_heldout_wording
d07ff5ed47b7e0a499a6,glm-5.3,glm-5.3,worked_explanation,1,new_two_operations,1,new_heldout_wording
d07ff5ed47b7e0a499a6,glm-5.3,glm-5.3,reasoning_elicitation,0,new_two_operations,0,new_heldout_wording
d07ff5ed47b7e0a499a6,glm-5.3,glm-5.3,learner_choice,0,new_two_operations,0,new_heldout_wording
