item_id,model,diagnosis_correct,diagnosis_predicted,diagnosis_gold,evidence_accuracy,evidence_questions,history_utilization,strategy_alignment,coherence,appropriateness,teaching_quality
10278||1621dc5548a94a20b2d01056aadc630a28f604f1a066e1ea7dd19e43a793d0ef,minimax-m3,1.0,Recall Failure,Recall Failure,0.6666666666666666,3,2.0,3.0,4.0,4.0,3.25
10293||7e4f6497403253d863d5ba735a5b8b624b41cd65de6ec71737db8c7c74bdbd8f,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,5.0,5.0,5.0,4.75
10294||3db1da91de4c358b6342546d2c3e0e91984b74ce2a26916923ba072206320cbf,minimax-m3,0.0,Conceptual Gap,Recall Failure,0.3333333333333333,3,3.0,4.0,5.0,4.0,4.0
10408||cc388032d1833c1a0592eaa169cffe61444fba40bdb23fb1151ebf635bccabd9,minimax-m3,0.0,Procedural Error,Recall Failure,1.0,3,2.0,2.0,4.0,4.0,3.0
10411||5ab05e1223dba663d485d02bb3ab5a38b2012309eb6f0ba7d24b02a5b03306fe,minimax-m3,0.0,Procedural Error,Recall Failure,1.0,3,1.0,3.0,5.0,4.0,3.25
10427||58408df5f16681ce35e7cd3d7922da2b1f208737d494fa59108250be11ade587,minimax-m3,0.0,Conceptual Gap,Recall Failure,0.6666666666666666,3,3.0,2.0,4.0,3.0,3.0
10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,2.0,2.0,5.0,4.0,3.25
1043||fd2ec02f1fbea3d067f232f1b363e77d0e49dc92b0634676dc1cb4c3ae55c3c2,minimax-m3,1.0,Procedural Error,Procedural Error,0.3333333333333333,3,5.0,5.0,5.0,5.0,5.0
10481||bc51d6299c8e45fbb4a8dcb804bd0ed167f4069781673c4583bf6889c10c4512,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,3.0,3.0,5.0,4.0,3.75
10483||2c30b60705e51c238ba9600c4f050b4ccd9ea075a38fbec9d2809aeb3ea88b03,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,5.0,5.0,5.0,4.75
1049||ce607ef83484f8df930675da7d2203c8075b2dd9f74fbff54f4cd9fdecca4397,minimax-m3,0.0,Conceptual Gap,Recall Failure,0.6666666666666666,3,1.0,4.0,5.0,5.0,3.75
10518||74260f6a258dee8a311b70e6e35613e647bff2b753c6d8d07da92fd8ab7f976e,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.6666666666666666,3,4.0,5.0,5.0,5.0,4.75
1051||c80dbf07eb16e8621d82827926976023bc63e8fec62cd5b85abe25f740d3f21f,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,3.0,4.0,4.0,3.75
10528||d5b737fd323406571d5b769e0118619bd21184b575fb48be094932df2b0cf61c,minimax-m3,0.0,Transfer Deficit,Procedural Error,1.0,3,5.0,4.0,5.0,5.0,4.75
1054||390ecffbc84b541f67723dc3142b3f49e2ea98a4d7ae23e66ca53fe9dd1b4149,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,1.0,3,4.0,5.0,5.0,5.0,4.75
10562||f4307ce660b85ce20fe258b036bc9f8a501f0b917b30d033a0f185eddf42b4df,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,4.0,5.0,4.0,4.25
10589||6b6f4a033cb64cfcbaa5394ce42876ece820febc2ca051462446fcf165b54861,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,1.0,2.0,5.0,4.0,3.0
10613||10fd7f6316a3914c3fc11bf0015c77a20a837bb73925c4332c99a66848dae78d,minimax-m3,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,5.0,4.0,5.0,3.0,4.25
10624||3c828ac348cc108e260b14b7a715384a863a33a3130dd15f9862b2154fe5dd95,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,2.0,1.0,5.0,3.0,2.75
10655||d6b30fb53b2a1eee559b23f976b01be5445685f3593cac7bfb02e2bab4292487,minimax-m3,0.0,Transfer Deficit,Recall Failure,0.6666666666666666,3,3.0,2.0,5.0,3.0,3.25
1067||fb925f73a6b051b3beab0aa0b15fb0bd695dde2176051ffb267caeba62648e6f,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,0.0,3,3.0,3.0,4.0,2.0,3.0
10680||a7494122603ab470b9e7c386ecffe1ae37793015ef82146fab98a0223ee9efd2,minimax-m3,0.0,Transfer Deficit,Conceptual Gap,1.0,3,4.0,5.0,5.0,4.0,4.5
10695||cc82b45b24b0e384bdc8c3c714c699bbc03ba6b9f5d6ab0dbd78d079be009a63,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,1.0,2.0,4.0,3.0,2.5
10722||4544e968377765420c85d4d976dfc02c35614b2fd0d1c050989035f26d56a9cc,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.3333333333333333,3,5.0,4.0,5.0,5.0,4.75
10727||e76f62171c86747a4547f7b61a9a44cdf15e6f985ebc2df3b74a577001a27b78,minimax-m3,0.0,Conceptual Gap,Recall Failure,0.6666666666666666,3,2.0,2.0,4.0,2.0,2.5
1072||64f9e484cd99f1619d708cfe3dfae4853688d1b764f60d93b7e1d3d22d8e1082,minimax-m3,1.0,Transfer Deficit,Transfer Deficit,1.0,3,3.0,2.0,2.0,2.0,2.25
10750||83d78f9c3ced386afdfa992ee04e6ec84d55255fcb01672c24ef5bb6a39d7b7d,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,4.0,4.0,5.0,5.0,4.5
1076||a4034151c2b7b8b95fe4fc03a004a66d5d3bd122b5a304a469c8c0729bf76dca,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,1.0,3,3.0,4.0,5.0,4.0,4.0
10781||16701516362ae543aac6654b0a0c8f1cfcd9c1a12e48cc5e2a717158e3b53705,minimax-m3,0.0,Conceptual Gap,Recall Failure,0.3333333333333333,3,1.0,3.0,4.0,3.0,2.75
10795||7cb0211cd9f4d0ab00e59e670ea703f21406db40f98ee7b23a055f5b741bc31c,minimax-m3,0.0,Conceptual Gap,Recall Failure,1.0,3,2.0,3.0,4.0,4.0,3.25
10797||08455fef39769aad26a2f348889457d47bef6490cd50fc0c5d2ecfb915ca3f37,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,5.0,5.0,5.0,4.75
1080||0ce8420ecbf91864e2b2bbebdfb1a2c49d56d4c3aae624b07cbff65ac8dfcb3a,minimax-m3,1.0,Procedural Error,Procedural Error,0.3333333333333333,3,5.0,5.0,5.0,5.0,5.0
1082||cb0edddb0289a7f18cdcfd37b031703ea8326ebcbd128b9e6525d1e11493d7ae,minimax-m3,0.0,Conceptual Gap,Procedural Error,1.0,3,3.0,4.0,5.0,4.0,4.0
10832||0255a9ea951f11202b7f48f0c4026e0d6b2c097a271e7f535827fe931791e82b,minimax-m3,0.0,Procedural Error,Conceptual Gap,1.0,3,4.0,3.0,5.0,4.0,4.0
10866||da6a37dc50c4d62966556d296d75e31e732f625d610454d7f95bd72515550b55,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,4.0,5.0,5.0,4.5
10870||ca3a2a23aaaceb7ccbee916095b739b4efad998204e5baac036add684c793cfb,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,3.0,2.0,2.0,2.0,2.25
1087||f9be382c5224f838da26a4d13cd9dfe6752ee3b4ccacbc62fa7b790a032bd19d,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,5.0,5.0,5.0,4.75
10944||fd20c53ccd6ecaed80d74140fe956eaa57988b3f698a1711ae4a8062503fb3d6,minimax-m3,0.0,Transfer Deficit,Procedural Error,1.0,3,4.0,3.0,4.0,4.0,3.75
10951||860a08360917010238372acabe7c6404910a2d707b750a912e77c4f053e1cd05,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,2.0,3.0,4.0,4.0,3.25
10958||e7e5cc27b914e6200bf1ae5ab9d04f2989bb954102364b44536cb6dedd269328,minimax-m3,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
10966||cc99196b0d8606936f4dfb3203c5bda1a720f238804135a802fd8fcade235466,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,5.0,4.0,5.0,5.0,4.75
10976||7dba048f1e722f2a750f65f3aff93bcbfbc993745c443dd50e76353c4657b9fc,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,5.0,4.0,5.0,5.0,4.75
10978||f86ee3f1fd73416df23bcb0d05ec0eac64fe42b7b1c0eafd82e488da71e3bdcb,minimax-m3,1.0,Transfer Deficit,Transfer Deficit,1.0,3,2.0,2.0,3.0,3.0,2.5
1097||d04ecf0919a250e585dc4f35b60f09ac94c14bf8a93d7ad6cc3c37da282cf63c,minimax-m3,1.0,Procedural Error,Procedural Error,0.3333333333333333,3,4.0,5.0,4.0,4.0,4.25
10987||7099b22270ac0c9c1d414b423e23becd5d21debe95f960150f79b22b7ae67c9c,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,3.0,3.0,5.0,4.0,3.75
1099||369f854d187dd5f324f9af15e8a90ac936ce6fb7deeb06af60cd6e1fa80b8040,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,2.0,2.0,4.0,4.0,3.0
11000||5510a783e8d28b90bbf0e49387607090002bd934b375dbb43502e32f679529c5,minimax-m3,0.0,Conceptual Gap,Recall Failure,1.0,3,4.0,4.0,4.0,4.0,4.0
11025||0ef481a88b8f0aaa9adf45c5bd553cc15a13f68a6fc91054ad642f90c118af75,minimax-m3,0.0,Conceptual Gap,Recall Failure,1.0,3,1.0,2.0,5.0,3.0,2.75
11053||ab4fb74c6a15d101245305d54e415f451aa9dbc4d8040cd0d4c590c4c5516981,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,3.0,5.0,4.0,4.0
11054||03e7ee3a69f94e4ad41ffeaef3ac10bf3e271bfa8629b871dd91a23fb2f8a745,minimax-m3,0.0,Transfer Deficit,Procedural Error,1.0,3,2.0,2.0,4.0,2.0,2.5
11061||dc253c7cf25326c3e94999630b9e8aad0da5225b31bc89b3e9a7bfed1ee01b50,minimax-m3,1.0,Transfer Deficit,Transfer Deficit,0.6666666666666666,3,3.0,3.0,4.0,4.0,3.5
11079||e2488b2f313170209b5d78aa561075dddfd2c93b0d873eb52cfe61a08cad15dd,minimax-m3,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,3.0,3.0,3.0,4.0,3.25
11095||807f856831f75e8a30789f4edcaa083e3c0dd6e7cc772254b2a9a976dcbc8cac,minimax-m3,0.0,Conceptual Gap,Recall Failure,0.6666666666666666,3,2.0,2.0,5.0,3.0,3.0
11101||2484eba113943d9fb4a2963cd94bed76b04a01fe18fff86e735b25b8f63926f9,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,4.0,5.0,4.0,4.25
1112||36f8bfcfa542854172d2be36126b28b873657a3e310912e89961e519c7e61732,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
11133||d7157f1806b1a886ffa9b211681bcfa2ea99272ad7b6de24bec9c976a54b4747,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,4.0,3.0,5.0,4.0,4.0
1114||6e607c2e96762b903e813c4d5881569b6d9a9c1c2654f17046a745968f9bdb79,minimax-m3,0.0,Transfer Deficit,Recall Failure,0.6666666666666666,3,1.0,1.0,5.0,3.0,2.5
11151||fa8f92216fde0ba8d01b9a9660c7106676488469c1c088b18524c5932d433a61,minimax-m3,0.0,Procedural Error,Conceptual Gap,1.0,3,3.0,3.0,4.0,3.0,3.25
1116||79eb01ff621f214bf7cd78016c18407b8e936716197a6836a170fc6079c6c7ea,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,5.0,4.0,5.0,4.0,4.5
11210||c9c03b97ba17afe7c2fd63c842c58567269a975034233ff5558688c7c14f2f61,minimax-m3,1.0,Transfer Deficit,Transfer Deficit,0.6666666666666666,3,4.0,4.0,4.0,4.0,4.0
11233||34d1f5ee1569461a8be6f6ace8e06b917814a7fe3bc9e8abe6834cd8bff684b8,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,5.0,4.0,4.0,4.0,4.25
11238||63fe17d04ef88ff9bf021a13d1cd6d6870ad15498031bd057029d96b0c359bf6,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,1.0,3,5.0,4.0,5.0,4.0,4.5
11242||69a3e726c1d0fe28592442e756c527ed32640670727ebdd5a96d30653a202a44,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,2.0,2.0,4.0,3.0,2.75
11265||3b6987d52d39e4e934a72380ce55e412f62e4f534dd23c34ebfaf6cea9c43a4d,minimax-m3,0.0,Conceptual Gap,Recall Failure,1.0,3,1.0,2.0,4.0,3.0,2.5
11318||80f493e4a013d3d2c34b57ff4ef7ecb1d4cf860f46aa581548dd196d0657e0af,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
11326||9571e8abb2d50e56bb2fc0245b8e634ac1c611b738b2a0752e9d5d92feb99ced,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
11373||b324e8a8dd2acd6f57a6be84c82f8f5caf9f75efb7dfbb854f4db4d7d92a65d8,minimax-m3,0.0,Procedural Error,Recall Failure,1.0,3,5.0,4.0,5.0,5.0,4.75
11382||87ec4397d5fd75972d7770959d5505978e858a94e42136e5105a80ae12ebcd89,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,0.6666666666666666,3,2.0,2.0,4.0,3.0,2.75
11393||e3dcc23f90bd5a4b2401437a045ea02b8a097037c9bc60186aec3f0b26983227,minimax-m3,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,3.0,4.0,5.0,5.0,4.25
11402||cb31c1fc6790e6b4791208e3543bebee44b2c20509ead7fee6aea8c295bc06b5,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
11415||3a2b768479246f020e61b6358dc3e34e603e54208f78465b572cffd495fbba4a,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,5.0,4.0,4.0,4.25
11422||625344503b12189f45768afbf6361a780cb4eb56a1a17533de0afddf72e92f0f,minimax-m3,0.0,Recall Failure,Procedural Error,0.6666666666666666,3,1.0,3.0,4.0,3.0,2.75
11431||63beee3e26552a68cfab10a97cb39d3e897384b5ed44e1b8d60d6220bcbf8f4a,minimax-m3,0.0,Transfer Deficit,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
11444||7684e5aab6b197d5365dc8597925f19b0e969dcab576a8b044465df599971ada,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.6666666666666666,3,4.0,3.0,5.0,4.0,4.0
1144||a9c4d45a735d8b3b68d7ac67f2d614a3dc658ec30ac2305e750e87de395bc1db,minimax-m3,0.0,Procedural Error,Conceptual Gap,1.0,3,4.0,4.0,5.0,4.0,4.25
11469||42b1b0c954ee7d63eae9a6392f86ec32b87ae75fbcd364b8c2eefbed5b437dda,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,0.6666666666666666,3,4.0,5.0,5.0,5.0,4.75
11499||2073a1131b4cfb0a3c753ec46bcd7aecfb55fabaa8e0ddfe7b76345f218bbe1f,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,4.0,5.0,5.0,4.5
11502||596c0fba814ee1f82a7b8cc4eb915e71f78fdc5f3c1c4ce4596978a62310d99f,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,4.0,2.0,4.0,3.0,3.25
1151||0f097976f0b810b85878707fed5a8cfdd90a653786f75eb469329e14e4ba45fb,minimax-m3,0.0,Conceptual Gap,Transfer Deficit,1.0,3,5.0,5.0,5.0,5.0,5.0
11531||36c545e16f7a90c0b8e816d6d92db7997398eb80fb658a942c5eecd2fc7fd408,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,5.0,5.0,5.0,4.75
11537||fcfd0623d082a825e2def1fa66a241f48b68888ce30d0bc2099a11a42ebeb327,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,3.0,3.0,4.0,3.0,3.25
11557||e7f27f5e6ad60d859e5963d3c470e68d50e4867143453cac2fda33732bb776f2,minimax-m3,0.0,Procedural Error,Recall Failure,0.6666666666666666,3,1.0,2.0,4.0,4.0,2.75
11579||c1472203a402e8a2d57c82aa2889ade814b8060855bef321158aa71057db59f5,minimax-m3,0.0,Procedural Error,Transfer Deficit,0.6666666666666666,3,5.0,4.0,5.0,5.0,4.75
11587||ff8302efe2da49384070f2ff9ff89b36e421a7be3ff45c8785b41e9275ece498,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,0.3333333333333333,3,2.0,4.0,5.0,4.0,3.75
11614||f3cd7bb2dceafb6d3f1c1ed29b359d4de17bc868b17f6c995dc19e9215fbde97,minimax-m3,0.0,Recall Failure,Conceptual Gap,0.6666666666666666,3,3.0,4.0,5.0,5.0,4.25
11622||4dc79c0650b30533989a0764c158aad706a0c5b1abf426868be2a9b8e1f6e957,minimax-m3,0.0,Transfer Deficit,Conceptual Gap,1.0,3,2.0,4.0,5.0,4.0,3.75
11627||b66be1243d67796af5d6517e5f853d0061035f7e635585347c48f313e81faa72,minimax-m3,0.0,Procedural Error,Conceptual Gap,1.0,3,2.0,4.0,4.0,4.0,3.5
11704||a5e13fc4f1fc3e21db0143140c657430dfc54b1bb1b52c301f213b3ad7da18b3,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,5.0,4.0,3.0,4.0,4.0
11719||f3cd7bb2dceafb6d3f1c1ed29b359d4de17bc868b17f6c995dc19e9215fbde97,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.3333333333333333,3,4.0,4.0,5.0,4.0,4.25
11724||484d944306f5780a2525bc6fbdba2a45e0ef2d8059e648b5e74196b9f794ca6c,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,3.0,4.0,3.0,4.0,3.5
11735||b8459a6e387a26ddf41f3bf7686d5714745b366e727cb67e0f54b3272744256d,minimax-m3,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
11742||26d58278ef305447bd5daf58a7286f04f70a372c1d0a622b74cef68b3705b556,minimax-m3,0.0,Conceptual Gap,Procedural Error,1.0,3,4.0,5.0,5.0,5.0,4.75
11826||7a4f13b627b566306e60f19a1bf089e1b1136dc55083e362c2f0f6de1855be88,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,5.0,5.0,5.0,4.75
11836||1622bddc9c19185a7c4c3a306e750e723eb6bcec3c65a96856bf324015488089,minimax-m3,0.0,Procedural Error,Recall Failure,0.3333333333333333,3,4.0,3.0,5.0,4.0,4.0
11877||9d04ac73228f22b99bd6005f5909ebe67eea079944669933006481a87b1618ed,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,0.3333333333333333,3,3.0,4.0,4.0,3.0,3.5
11887||bc26768fc0ca9cdc8bb069ac733ae918c5742100cc9d29114d4d74ab816bbe73,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,3.0,5.0,5.0,5.0,4.5
1190||b35d378864716757127c540951b06c9bcdc96532ed1b56a62f7e87fc405fb431,minimax-m3,0.0,Conceptual Gap,Procedural Error,1.0,3,5.0,5.0,5.0,5.0,5.0
11913||bb51d4719f9b81f0bbf7f133be765718fdd186a40e9da70d24d5a3906c5fcfcc,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,5.0,4.0,5.0,5.0,4.75
11924||fc6b940275a323b92a80eb0235a19cc2db56904b51b51c181a3dd938cf27d015,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,0.6666666666666666,3,4.0,5.0,5.0,4.0,4.5
1192||3dea5589517629e052faf22325932b3122a0a00397dc20aeabafabd15c00d92c,minimax-m3,0.0,Transfer Deficit,Procedural Error,0.6666666666666666,3,1.0,3.0,4.0,4.0,3.0
11933||f5c63dc91fd77b95f91ce4c2b08f6f88af3ea3938ca014f078dd940c20874f67,minimax-m3,0.0,Recall Failure,Procedural Error,1.0,3,4.0,3.0,5.0,4.0,4.0
11942||a1f3a42e0aa8645c3c064ed0f6a9badb342403b1738eece3da800e3243b58e31,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,1.0,5.0,5.0,5.0,4.0
11950||5c1aa3ab2dd99e65922dc1646afa1e533478d2e1a786bb7202973e2a863a1c62,minimax-m3,1.0,Conceptual Gap,Conceptual Gap,0.3333333333333333,3,4.0,5.0,5.0,5.0,4.75
11958||acd7d62b1c733116d6ccf96d27ccf23aacf51349233c8d6be8261561f78bc24e,minimax-m3,1.0,Transfer Deficit,Transfer Deficit,0.6666666666666666,3,3.0,3.0,5.0,4.0,3.75
11961||58fbab4447b012d6913e39ee4e1ad2b2e440580b64c0ed9edd353a0aff445eed,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,5.0,5.0,5.0,5.0,5.0
11962||4a17ff2eae4cc1581c1748fae314cad452fa3fa5849638e20510db95b4e0ecd3,minimax-m3,1.0,Procedural Error,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,0.0,3.75
11970||92396d96783210bcc420b13fa06fbf11d0d2b6a2a381b082c2f6962eaf037e5d,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.6666666666666666,3,4.0,4.0,5.0,4.0,4.25
11977||5b5ac352ead923cdfc4d37ae627c9faec99e8141b6cdbc351f68e1f784ec01a9,minimax-m3,0.0,Conceptual Gap,Procedural Error,1.0,3,5.0,5.0,5.0,4.0,4.75
11983||47dc45591d7ea1f694deaf5b6fafd0012605c1671fe90a4d64f08021fee70f3a,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.6666666666666666,3,4.0,4.0,5.0,4.0,4.25
11998||d185a4174a870b674d1dbb91f77508054237c7681dcbb1f1c05619164c6c3ef0,minimax-m3,0.0,Procedural Error,Conceptual Gap,1.0,3,4.0,4.0,3.0,4.0,3.75
12009||8539000ef1fd587117c671a4aa616b7ec383841f5dda4da464dcc87a9ee9447d,minimax-m3,0.0,Transfer Deficit,Procedural Error,0.3333333333333333,3,2.0,3.0,4.0,2.0,2.75
12017||6aa7cfd05ef054b74c2161293cdc9ddb46cd4bcfdddf574502f140a39a6a4367,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.3333333333333333,3,2.0,4.0,5.0,3.0,3.5
12047||7c7f56934f6281b6b655afcf05d3d965a8e83200564890645ba6ed4f6934b5fb,minimax-m3,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,5.0,5.0,5.0,5.0,5.0
12052||a6334ec621d1ee7724146356199c332a7a5f0eab8c7d65e5f10a26cc1253eb59,minimax-m3,0.0,Conceptual Gap,Procedural Error,1.0,3,5.0,4.0,5.0,5.0,4.75
12061||848d779743591359e88b0723393767720364ad14a0b557aaf7acd9d2bf068c3c,minimax-m3,0.0,Procedural Error,Conceptual Gap,0.3333333333333333,3,5.0,5.0,5.0,5.0,5.0
12126||61e26685b688e80c781315d7e500fd1e72284ae2c3d2b3a2dc92d57880e2683d,minimax-m3,0.0,Conceptual Gap,Procedural Error,1.0,3,4.0,4.0,5.0,3.0,4.0
12127||790b59ef8a8b6b2c01c0c3617e3603438045fa531a4e9c1a182e211353f3c1f3,minimax-m3,0.0,Recall Failure,Procedural Error,1.0,3,4.0,4.0,5.0,3.0,4.0
12133||4c79d8fe53a740690bf4104330f833573ec08879425b62d9ca57b155fdc0bdf1,minimax-m3,0.0,Transfer Deficit,Procedural Error,1.0,3,4.0,5.0,5.0,4.0,4.5
12160||fe0586f1f321f7da97a0fd4388a90d33b0ee4dc2825612d65fac591fb30d2d37,minimax-m3,0.0,Transfer Deficit,Conceptual Gap,0.3333333333333333,3,3.0,2.0,4.0,4.0,3.25
12207||81c8527d28ad526156f218a35be336d1e4ee771183690ef960f4d85ab50a14cb,minimax-m3,0.0,Transfer Deficit,Procedural Error,0.3333333333333333,3,5.0,4.0,5.0,5.0,4.75
12216||87873c3f3934866babf2fe7758cd216d15d2f140e8f717b0f88bfacc79b6b7ea,minimax-m3,0.0,Conceptual Gap,Procedural Error,0.6666666666666666,3,2.0,3.0,4.0,3.0,3.0
1223||0a6f93a2e89cd4409bed7e172738d0501a4a721baa15408ad70f8a1ed99f3f87,minimax-m3,1.0,Transfer Deficit,Transfer Deficit,0.6666666666666666,3,4.0,5.0,5.0,5.0,4.75
1224||c9380e9cd359e07f2f335b57d9156b13ad13fcb5c6c47754aaafed5ad1959553,minimax-m3,1.0,Procedural Error,Procedural Error,1.0,3,4.0,3.0,4.0,3.0,3.5
12269||814a03e8fc34a3f3e5b488098519c34cdff2fed4a33ab5d71c0aa71cf4416e6e,minimax-m3,1.0,Procedural Error,Procedural Error,0.3333333333333333,3,2.0,3.0,4.0,3.0,3.0
