benchmark,task,arm,item_id,pair_id,model,response_sha256,judge,candidate_label,candidate_position,dimension,score,confidence,same_family
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,glm-5.2,6c956f6d49a037ed7dcf2c294f7701e8b812d6e192dfe64aa500413f3226f3d7,MiniMax-M3,C,3,affective_warmth,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,glm-5.2,6c956f6d49a037ed7dcf2c294f7701e8b812d6e192dfe64aa500413f3226f3d7,MiniMax-M3,C,3,diagnostic_specificity,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,glm-5.2,6c956f6d49a037ed7dcf2c294f7701e8b812d6e192dfe64aa500413f3226f3d7,MiniMax-M3,C,3,personalization,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,glm-5.2,6c956f6d49a037ed7dcf2c294f7701e8b812d6e192dfe64aa500413f3226f3d7,MiniMax-M3,C,3,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,glm-5.2,6c956f6d49a037ed7dcf2c294f7701e8b812d6e192dfe64aa500413f3226f3d7,MiniMax-M3,C,3,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,MiniMax-M3,D,4,help_directness,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,MiniMax-M3,D,4,elicitation,4,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,MiniMax-M3,D,4,autonomy_support,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,MiniMax-M3,D,4,affective_warmth,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,MiniMax-M3,D,4,diagnostic_specificity,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,MiniMax-M3,D,4,personalization,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,MiniMax-M3,D,4,cognitive_load,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m3,936654bad7dbf4597f2c85f57d065e2db0a3372ae0ebd771e648aeb29b282b40,MiniMax-M3,D,4,epistemic_caution,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,MiniMax-M3,E,5,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,MiniMax-M3,E,5,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,MiniMax-M3,E,5,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,MiniMax-M3,E,5,affective_warmth,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,MiniMax-M3,E,5,diagnostic_specificity,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,MiniMax-M3,E,5,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,MiniMax-M3,E,5,cognitive_load,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,deepseek-v4-pro,079e81dd2acc5ed8e9ac068a230ce156754b74a8fd91f06c55838331ecd4a667,MiniMax-M3,E,5,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,MiniMax-M3,F,6,help_directness,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,MiniMax-M3,F,6,elicitation,5,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,MiniMax-M3,F,6,autonomy_support,4,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,MiniMax-M3,F,6,affective_warmth,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,MiniMax-M3,F,6,diagnostic_specificity,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,MiniMax-M3,F,6,personalization,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,MiniMax-M3,F,6,cognitive_load,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1044,1044,minimax-m2.7,ddf05eae90819d32c19d83a64636aafd49df51c17da3b547f2c79be65ce1b823,MiniMax-M3,F,6,epistemic_caution,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,glm-5.2,68f292c1dde32e61454dca13b0f3f15943a23b7a7c0d69c01373f28114b9e1bd,MiniMax-M3,A,1,help_directness,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,glm-5.2,68f292c1dde32e61454dca13b0f3f15943a23b7a7c0d69c01373f28114b9e1bd,MiniMax-M3,A,1,elicitation,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,glm-5.2,68f292c1dde32e61454dca13b0f3f15943a23b7a7c0d69c01373f28114b9e1bd,MiniMax-M3,A,1,autonomy_support,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,glm-5.2,68f292c1dde32e61454dca13b0f3f15943a23b7a7c0d69c01373f28114b9e1bd,MiniMax-M3,A,1,affective_warmth,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,glm-5.2,68f292c1dde32e61454dca13b0f3f15943a23b7a7c0d69c01373f28114b9e1bd,MiniMax-M3,A,1,diagnostic_specificity,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,glm-5.2,68f292c1dde32e61454dca13b0f3f15943a23b7a7c0d69c01373f28114b9e1bd,MiniMax-M3,A,1,personalization,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,glm-5.2,68f292c1dde32e61454dca13b0f3f15943a23b7a7c0d69c01373f28114b9e1bd,MiniMax-M3,A,1,cognitive_load,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,glm-5.2,68f292c1dde32e61454dca13b0f3f15943a23b7a7c0d69c01373f28114b9e1bd,MiniMax-M3,A,1,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,deepseek-v4-pro,92c84099c4f17c1206a549d233c3d5cedd55d539127996aeccfef1b9f75e6b73,MiniMax-M3,B,2,help_directness,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,deepseek-v4-pro,92c84099c4f17c1206a549d233c3d5cedd55d539127996aeccfef1b9f75e6b73,MiniMax-M3,B,2,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,deepseek-v4-pro,92c84099c4f17c1206a549d233c3d5cedd55d539127996aeccfef1b9f75e6b73,MiniMax-M3,B,2,autonomy_support,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,deepseek-v4-pro,92c84099c4f17c1206a549d233c3d5cedd55d539127996aeccfef1b9f75e6b73,MiniMax-M3,B,2,affective_warmth,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,deepseek-v4-pro,92c84099c4f17c1206a549d233c3d5cedd55d539127996aeccfef1b9f75e6b73,MiniMax-M3,B,2,diagnostic_specificity,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,deepseek-v4-pro,92c84099c4f17c1206a549d233c3d5cedd55d539127996aeccfef1b9f75e6b73,MiniMax-M3,B,2,personalization,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,deepseek-v4-pro,92c84099c4f17c1206a549d233c3d5cedd55d539127996aeccfef1b9f75e6b73,MiniMax-M3,B,2,cognitive_load,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,deepseek-v4-pro,92c84099c4f17c1206a549d233c3d5cedd55d539127996aeccfef1b9f75e6b73,MiniMax-M3,B,2,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m3,79b6fc543831a902bab46786bc5b69dfde0f3e4f68afb9f396f9821d525253c8,MiniMax-M3,C,3,help_directness,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m3,79b6fc543831a902bab46786bc5b69dfde0f3e4f68afb9f396f9821d525253c8,MiniMax-M3,C,3,elicitation,5,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m3,79b6fc543831a902bab46786bc5b69dfde0f3e4f68afb9f396f9821d525253c8,MiniMax-M3,C,3,autonomy_support,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m3,79b6fc543831a902bab46786bc5b69dfde0f3e4f68afb9f396f9821d525253c8,MiniMax-M3,C,3,affective_warmth,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m3,79b6fc543831a902bab46786bc5b69dfde0f3e4f68afb9f396f9821d525253c8,MiniMax-M3,C,3,diagnostic_specificity,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m3,79b6fc543831a902bab46786bc5b69dfde0f3e4f68afb9f396f9821d525253c8,MiniMax-M3,C,3,personalization,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m3,79b6fc543831a902bab46786bc5b69dfde0f3e4f68afb9f396f9821d525253c8,MiniMax-M3,C,3,cognitive_load,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m3,79b6fc543831a902bab46786bc5b69dfde0f3e4f68afb9f396f9821d525253c8,MiniMax-M3,C,3,epistemic_caution,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,doubao-seed-2.0-pro,622ccb689c365ccef487b18c422197682a8bab1f7535e3053385a6448053392b,MiniMax-M3,D,4,help_directness,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,doubao-seed-2.0-pro,622ccb689c365ccef487b18c422197682a8bab1f7535e3053385a6448053392b,MiniMax-M3,D,4,elicitation,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,doubao-seed-2.0-pro,622ccb689c365ccef487b18c422197682a8bab1f7535e3053385a6448053392b,MiniMax-M3,D,4,autonomy_support,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,doubao-seed-2.0-pro,622ccb689c365ccef487b18c422197682a8bab1f7535e3053385a6448053392b,MiniMax-M3,D,4,affective_warmth,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,doubao-seed-2.0-pro,622ccb689c365ccef487b18c422197682a8bab1f7535e3053385a6448053392b,MiniMax-M3,D,4,diagnostic_specificity,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,doubao-seed-2.0-pro,622ccb689c365ccef487b18c422197682a8bab1f7535e3053385a6448053392b,MiniMax-M3,D,4,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,doubao-seed-2.0-pro,622ccb689c365ccef487b18c422197682a8bab1f7535e3053385a6448053392b,MiniMax-M3,D,4,cognitive_load,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,doubao-seed-2.0-pro,622ccb689c365ccef487b18c422197682a8bab1f7535e3053385a6448053392b,MiniMax-M3,D,4,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,MiniMax-M3,E,5,help_directness,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,MiniMax-M3,E,5,elicitation,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,MiniMax-M3,E,5,autonomy_support,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,MiniMax-M3,E,5,affective_warmth,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,MiniMax-M3,E,5,diagnostic_specificity,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,MiniMax-M3,E,5,personalization,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,MiniMax-M3,E,5,cognitive_load,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,qwen3.5-4b,270db951802ed94cd3e6392ae542a8be4420129aafc20ba19bf17b5fd0132850,MiniMax-M3,E,5,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m2.7,404c09a1e3c303eec7f2549a410731a1643147f4dad7fdf2a7ce1005b35fa1e3,MiniMax-M3,F,6,help_directness,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m2.7,404c09a1e3c303eec7f2549a410731a1643147f4dad7fdf2a7ce1005b35fa1e3,MiniMax-M3,F,6,elicitation,5,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m2.7,404c09a1e3c303eec7f2549a410731a1643147f4dad7fdf2a7ce1005b35fa1e3,MiniMax-M3,F,6,autonomy_support,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m2.7,404c09a1e3c303eec7f2549a410731a1643147f4dad7fdf2a7ce1005b35fa1e3,MiniMax-M3,F,6,affective_warmth,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m2.7,404c09a1e3c303eec7f2549a410731a1643147f4dad7fdf2a7ce1005b35fa1e3,MiniMax-M3,F,6,diagnostic_specificity,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m2.7,404c09a1e3c303eec7f2549a410731a1643147f4dad7fdf2a7ce1005b35fa1e3,MiniMax-M3,F,6,personalization,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m2.7,404c09a1e3c303eec7f2549a410731a1643147f4dad7fdf2a7ce1005b35fa1e3,MiniMax-M3,F,6,cognitive_load,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1041,1041,minimax-m2.7,404c09a1e3c303eec7f2549a410731a1643147f4dad7fdf2a7ce1005b35fa1e3,MiniMax-M3,F,6,epistemic_caution,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m2.7,61d68ee2bbbaed4c5f8099f67efb2e9a1fc8d5debad33bf7f1d245bb8810f879,MiniMax-M3,A,1,help_directness,1,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m2.7,61d68ee2bbbaed4c5f8099f67efb2e9a1fc8d5debad33bf7f1d245bb8810f879,MiniMax-M3,A,1,elicitation,5,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m2.7,61d68ee2bbbaed4c5f8099f67efb2e9a1fc8d5debad33bf7f1d245bb8810f879,MiniMax-M3,A,1,autonomy_support,3,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m2.7,61d68ee2bbbaed4c5f8099f67efb2e9a1fc8d5debad33bf7f1d245bb8810f879,MiniMax-M3,A,1,affective_warmth,4,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m2.7,61d68ee2bbbaed4c5f8099f67efb2e9a1fc8d5debad33bf7f1d245bb8810f879,MiniMax-M3,A,1,diagnostic_specificity,3,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m2.7,61d68ee2bbbaed4c5f8099f67efb2e9a1fc8d5debad33bf7f1d245bb8810f879,MiniMax-M3,A,1,personalization,3,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m2.7,61d68ee2bbbaed4c5f8099f67efb2e9a1fc8d5debad33bf7f1d245bb8810f879,MiniMax-M3,A,1,cognitive_load,1,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m2.7,61d68ee2bbbaed4c5f8099f67efb2e9a1fc8d5debad33bf7f1d245bb8810f879,MiniMax-M3,A,1,epistemic_caution,1,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,doubao-seed-2.0-pro,d49607b2b627f9482d22b95cf695225c4aed519bc22b9ce2639cbcbacb1e339e,MiniMax-M3,B,2,help_directness,1,5,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,doubao-seed-2.0-pro,d49607b2b627f9482d22b95cf695225c4aed519bc22b9ce2639cbcbacb1e339e,MiniMax-M3,B,2,elicitation,5,5,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,doubao-seed-2.0-pro,d49607b2b627f9482d22b95cf695225c4aed519bc22b9ce2639cbcbacb1e339e,MiniMax-M3,B,2,autonomy_support,3,5,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,doubao-seed-2.0-pro,d49607b2b627f9482d22b95cf695225c4aed519bc22b9ce2639cbcbacb1e339e,MiniMax-M3,B,2,affective_warmth,3,5,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,doubao-seed-2.0-pro,d49607b2b627f9482d22b95cf695225c4aed519bc22b9ce2639cbcbacb1e339e,MiniMax-M3,B,2,diagnostic_specificity,3,5,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,doubao-seed-2.0-pro,d49607b2b627f9482d22b95cf695225c4aed519bc22b9ce2639cbcbacb1e339e,MiniMax-M3,B,2,personalization,3,5,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,doubao-seed-2.0-pro,d49607b2b627f9482d22b95cf695225c4aed519bc22b9ce2639cbcbacb1e339e,MiniMax-M3,B,2,cognitive_load,1,5,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,doubao-seed-2.0-pro,d49607b2b627f9482d22b95cf695225c4aed519bc22b9ce2639cbcbacb1e339e,MiniMax-M3,B,2,epistemic_caution,1,5,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m3,78ff131640a48b46c404a215e7d3aba35c677fd70520f309053a42f3ddfbc45c,MiniMax-M3,C,3,help_directness,1,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m3,78ff131640a48b46c404a215e7d3aba35c677fd70520f309053a42f3ddfbc45c,MiniMax-M3,C,3,elicitation,5,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m3,78ff131640a48b46c404a215e7d3aba35c677fd70520f309053a42f3ddfbc45c,MiniMax-M3,C,3,autonomy_support,3,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m3,78ff131640a48b46c404a215e7d3aba35c677fd70520f309053a42f3ddfbc45c,MiniMax-M3,C,3,affective_warmth,3,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m3,78ff131640a48b46c404a215e7d3aba35c677fd70520f309053a42f3ddfbc45c,MiniMax-M3,C,3,diagnostic_specificity,3,5,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-1013,1013,minimax-m3,78ff131640a48b46c404a215e7d3aba35c677fd70520f309053a42f3ddfbc45c,MiniMax-M3,C,3,personalization,3,5,True
