blind_id,model,source_family,progress,affect,panel,arm,repeat,answer_reveal,reasoning_elicitation,joint_action
05377772070c3235df69,doubao-seed-2.0-lite,signed_integer_addition,wrong_attempt,calm,main,canonical,0,1,0,reveal_only
0540ad8b2c99a1ffd797,doubao-seed-2.0-lite,half_life,correct_partial,frustrated,main,ask,0,0,1,elicit_only
0564e9f55f5f3c54b169,MiniMax-M2.7,exclusive_or,wrong_attempt,frustrated,main,neutral_a,1,1,0,reveal_only
05aed63625d7b0214138,doubao-seed-2.0-lite,direct_speech_punctuation,wrong_attempt,frustrated,main,explain,0,1,0,reveal_only
05c4734971c7c8115f33,deepseek-v4-pro,figurative_metaphor,wrong_attempt,calm,main,neutral_a,0,1,0,reveal_only
05cd68b61c782dac39c2,MiniMax-M2.7,contrast_connective,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
05da452f8685f3c6f006,glm-5.3,binary_place_value,wrong_attempt,calm,main,canonical,1,0,1,elicit_only
05ed67829ed16c22b672,MiniMax-M3,sampling_frame_bias,correct_partial,calm,main,canonical,0,0,1,elicit_only
05f79035868e6c90f634,MiniMax-M2.7,direct_speech_punctuation,wrong_attempt,calm,main,canonical,0,1,0,reveal_only
0620f4a04fe007140579,MiniMax-M3,boyles_law,correct_partial,calm,main,neutral_a,1,0,1,elicit_only
06218a8489b41247cc2c,glm-5.3,boyles_law,wrong_attempt,calm,main,neutral_b,0,0,1,elicit_only
062c248e0b7e2b00e9b7,doubao-seed-2.0-lite,chemical_equation_balance,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
064d7768f48e06bffd0e,MiniMax-M3,parallel_structure,correct_partial,calm,main,canonical,1,1,0,reveal_only
066107229f1a93a9c4ba,MiniMax-M2.7,boyles_law,wrong_attempt,frustrated,main,explain,0,1,0,reveal_only
06825c727687319493dc,glm-5.3,relative_clause_attachment,correct_partial,frustrated,main,neutral_a,1,0,1,elicit_only
068799e8ede518ccca66,MiniMax-M2.7,all_different_constraint,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
06959d9ff355337d9593,MiniMax-M2.7,photosynthesis_inputs,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
06a3ded2a4ff4eb3f95d,doubao-seed-2.0-lite,direct_speech_punctuation,wrong_attempt,frustrated,main,neutral_b,1,1,0,reveal_only
06ab574c2d7c2c5d073c,doubao-seed-2.0-lite,exponent_product,wrong_attempt,frustrated,main,ask,1,0,1,elicit_only
06b787b0effbddf63c8d,MiniMax-M3,triangle_area,wrong_attempt,calm,main,explain,0,1,0,reveal_only
06cf6860e0bbe1d99f94,doubao-seed-2.0-lite,photosynthesis_inputs,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
06d03de2c9d40efa759c,doubao-seed-2.0-lite,exclusive_or,wrong_attempt,calm,main,explain,0,1,0,reveal_only
06e5069fe787aa4ed042,deepseek-v4-pro,binary_place_value,wrong_attempt,calm,main,canonical,0,1,0,reveal_only
06f6f07be3df00e866d3,glm-5.3,turning_moment,correct_partial,frustrated,main,canonical,1,0,1,elicit_only
06fded11864a412d307e,MiniMax-M3,direct_speech_punctuation,wrong_attempt,calm,main,canonical,0,1,0,reveal_only
0708241fe563a18ac31c,doubao-seed-2.0-lite,least_common_multiple,wrong_attempt,calm,main,ask,1,0,1,elicit_only
073dc8d41e8dc7d1ede4,deepseek-v4-pro,boyles_law,correct_partial,frustrated,main,ask,1,0,1,elicit_only
0744c5f6314f8086404e,MiniMax-M3,half_life,wrong_attempt,frustrated,main,neutral_b,1,1,1,both
0764569c6793698ce5e8,MiniMax-M3,half_life,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
07757bc20a3d196c5d07,deepseek-v4-pro,relative_clause_attachment,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
077b1193cf2faf57cdcc,MiniMax-M3,least_common_multiple,correct_partial,frustrated,main,explain,0,1,0,reveal_only
07824e10deba91fe14fb,doubao-seed-2.0-lite,exclusive_or,correct_partial,frustrated,main,ask,1,0,1,elicit_only
07a064354f324d3d10f3,MiniMax-M3,half_life,wrong_attempt,calm,main,neutral_b,1,0,1,elicit_only
07bc2b6c0d6b02d46cfb,doubao-seed-2.0-lite,turning_moment,correct_partial,frustrated,main,explain,0,1,0,reveal_only
07bd0e7b34e7e2950f36,MiniMax-M3,turning_moment,wrong_attempt,calm,main,explain,1,1,1,both
07c401a13a59e87c3b7b,glm-5.3,least_common_multiple,correct_partial,calm,main,neutral_a,1,0,1,elicit_only
07c8a5a6997d1b11e1d3,deepseek-v4-pro,relative_clause_attachment,wrong_attempt,frustrated,main,neutral_b,1,1,0,reveal_only
07cb4f5104044ed8b55f,MiniMax-M3,boyles_law,correct_partial,calm,main,explain,0,1,0,reveal_only
07e4153bba51ee3b24bd,deepseek-v4-pro,loop_accumulation,wrong_attempt,frustrated,main,canonical,1,1,0,reveal_only
07e8b058c92db34ed77a,MiniMax-M3,loop_accumulation,correct_partial,calm,main,canonical,1,1,0,reveal_only
080795a5244cc35e1574,glm-5.3,turning_moment,correct_partial,frustrated,main,neutral_b,0,1,0,reveal_only
08115bf8509c51b4010a,MiniMax-M3,loop_accumulation,wrong_attempt,frustrated,main,canonical,1,1,0,reveal_only
0814334901fccafe7329,glm-5.3,triangle_area,wrong_attempt,calm,main,neutral_a,0,0,1,elicit_only
08185994f35c0be8c475,glm-5.3,pigeonhole_principle,wrong_attempt,calm,main,neutral_b,0,0,1,elicit_only
08217525d03e715cb3ba,glm-5.3,half_life,correct_partial,frustrated,main,ask,1,0,1,elicit_only
08255953667528730f03,MiniMax-M2.7,exclusive_or,correct_partial,frustrated,main,ask,1,0,1,elicit_only
0826a92ae87229102f70,doubao-seed-2.0-lite,triangle_area,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
0847d72e0681903f269a,doubao-seed-2.0-lite,figurative_metaphor,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
084858d8dbfce742690e,glm-5.3,pigeonhole_principle,wrong_attempt,calm,main,neutral_b,1,1,1,both
08567618f09f76928532,MiniMax-M2.7,half_life,correct_partial,calm,main,canonical,1,1,0,reveal_only
08866a26c342b947beac,glm-5.3,direct_speech_punctuation,wrong_attempt,frustrated,main,explain,0,1,1,both
088abec08dd3c15b4130,MiniMax-M2.7,half_life,wrong_attempt,calm,main,neutral_b,1,1,1,both
08952495a44c1cd116a4,deepseek-v4-pro,trophic_energy_transfer,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
089ab3596012d3662ab1,doubao-seed-2.0-lite,pigeonhole_principle,correct_partial,calm,main,canonical,1,1,0,reveal_only
089d6afceb0650087758,deepseek-v4-pro,pressure,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
08c597939a7d597ad3b4,doubao-seed-2.0-lite,triangle_area,wrong_attempt,calm,main,explain,0,1,0,reveal_only
08c8c2abb07a78e5b0ef,deepseek-v4-pro,figurative_metaphor,correct_partial,calm,main,explain,0,1,0,reveal_only
08fc917732e051f434d7,MiniMax-M2.7,parallel_structure,correct_partial,calm,main,neutral_b,0,1,0,reveal_only
09046a65bff5df9fc8fb,deepseek-v4-pro,rectangular_prism_volume,wrong_attempt,calm,main,explain,1,1,0,reveal_only
090961c80cca2d6a180e,MiniMax-M2.7,factorial_counting,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
090b1187cb6c8f658085,MiniMax-M2.7,photosynthesis_inputs,wrong_attempt,frustrated,main,neutral_a,0,1,0,reveal_only
092c66316260ed94277c,MiniMax-M2.7,sampling_frame_bias,wrong_attempt,calm,main,explain,1,1,0,reveal_only
0950ef0158530cd20925,glm-5.3,pythagorean_length,wrong_attempt,frustrated,main,canonical,1,0,1,elicit_only
0980485208e6983029f7,glm-5.3,pigeonhole_principle,wrong_attempt,frustrated,main,neutral_b,0,1,1,both
09928e0a9450acf92598,MiniMax-M2.7,boyles_law,wrong_attempt,frustrated,main,explain,1,1,0,reveal_only
09c22fe93edf6c3f6591,doubao-seed-2.0-lite,all_different_constraint,correct_partial,calm,main,neutral_a,0,1,0,reveal_only
09c8869f1178ffef1561,deepseek-v4-pro,turning_moment,wrong_attempt,frustrated,main,ask,1,0,1,elicit_only
09dc80fe40f8dc102f5e,deepseek-v4-pro,half_life,correct_partial,frustrated,main,neutral_b,1,1,0,reveal_only
09e507b805a73e036f69,MiniMax-M2.7,parallel_structure,wrong_attempt,frustrated,main,neutral_b,0,1,0,reveal_only
09e81cebfdea4e58c9b7,glm-5.3,exponent_product,correct_partial,frustrated,main,ask,0,0,1,elicit_only
09ec2206eff72458797c,glm-5.3,turning_moment,correct_partial,calm,main,explain,0,1,0,reveal_only
09f8289b3980620f1f08,MiniMax-M3,relative_clause_attachment,correct_partial,frustrated,main,explain,1,1,1,both
09f83ae9f75f8765d1e1,glm-5.3,half_life,wrong_attempt,calm,main,ask,0,0,1,elicit_only
09fff505e3575162b5dc,doubao-seed-2.0-lite,relative_clause_attachment,correct_partial,calm,main,neutral_a,0,1,0,reveal_only
0a073f3f0656771c7e20,deepseek-v4-pro,rectangular_prism_volume,wrong_attempt,calm,main,neutral_a,0,1,0,reveal_only
0a28e870600e6a3abff6,glm-5.3,signed_integer_addition,correct_partial,calm,main,canonical,1,0,1,elicit_only
0a32063185e5887ffcc1,glm-5.3,boyles_law,wrong_attempt,frustrated,main,explain,1,1,0,reveal_only
0a5056061cf4a1b510c0,MiniMax-M2.7,exponent_product,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
0a5aac4ae99e3e4f9040,glm-5.3,active_passive_voice,wrong_attempt,calm,main,canonical,1,0,1,elicit_only
0a63ea3c5f9efaa1cac2,MiniMax-M3,all_different_constraint,wrong_attempt,calm,main,ask,0,0,1,elicit_only
0a72dd9340eac3cfa7fc,MiniMax-M3,parallel_structure,wrong_attempt,calm,main,ask,1,0,1,elicit_only
0a7b636542cc8b85e3fc,deepseek-v4-pro,triangle_area,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
0a825bdf74db2a03bcef,MiniMax-M2.7,direct_speech_punctuation,wrong_attempt,frustrated,main,neutral_b,1,1,0,reveal_only
0a846aaf393f70e3a8ad,MiniMax-M3,factorial_counting,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
0a8e8bfb2651ca4e8f69,MiniMax-M2.7,apostrophe_possession,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
0a9a58dd93ee7390fb10,glm-5.3,weighted_graph_path,wrong_attempt,frustrated,main,canonical,1,0,1,elicit_only
0ab55aa8fe6a956451cc,doubao-seed-2.0-lite,rectangular_prism_volume,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
0ab98ad9a9515544a88b,glm-5.3,sampling_frame_bias,correct_partial,frustrated,main,neutral_b,1,1,1,both
0abfbbe7c71ef29cb324,MiniMax-M3,direct_speech_punctuation,wrong_attempt,calm,main,explain,0,1,0,reveal_only
0ad6f2c335a9da629ec6,glm-5.3,signed_integer_addition,correct_partial,frustrated,main,canonical,1,0,1,elicit_only
0add3aae53e810626390,MiniMax-M2.7,triangle_area,correct_partial,frustrated,main,ask,1,0,1,elicit_only
0ae04a2537417ba17c23,MiniMax-M3,photosynthesis_inputs,correct_partial,frustrated,main,neutral_b,0,0,1,elicit_only
0af892f4ada94842df38,deepseek-v4-pro,direct_speech_punctuation,correct_partial,calm,main,ask,0,0,1,elicit_only
0b04092a46bafcd792f9,MiniMax-M2.7,homophone_selection,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
0b049f650e141f01c7db,doubao-seed-2.0-lite,figurative_metaphor,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
0b18fe92dc4784eea0cf,MiniMax-M2.7,factorial_counting,wrong_attempt,frustrated,main,canonical,1,1,0,reveal_only
0b49c616edea9ca193ce,MiniMax-M2.7,photosynthesis_inputs,correct_partial,calm,main,canonical,1,1,0,reveal_only
0b4a6b7bebb087660a11,deepseek-v4-pro,sampling_frame_bias,wrong_attempt,calm,main,ask,0,0,1,elicit_only
0b61173d81c277c71f2f,MiniMax-M2.7,turning_moment,not_started,unstated,opportunity_complete,canonical,1,1,0,reveal_only
0b8e951659f5dd70b07a,MiniMax-M2.7,parallel_structure,correct_partial,frustrated,main,neutral_b,0,1,0,reveal_only
0b986588d1da42d6a40f,MiniMax-M2.7,signed_integer_addition,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
0b9dfed90360c1cfdb2c,deepseek-v4-pro,sampling_frame_bias,wrong_attempt,frustrated,main,explain,0,1,0,reveal_only
0ba42f6741d03d675a2c,MiniMax-M2.7,half_life,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
0bc2a1758545988c8317,glm-5.3,rectangular_prism_volume,correct_partial,frustrated,main,ask,0,0,1,elicit_only
0bc538e1693a03d3c816,doubao-seed-2.0-lite,binary_search_interval,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
0bcc813c6c85dd40928c,MiniMax-M2.7,half_life,not_started,unstated,opportunity_missing,canonical,0,1,0,reveal_only
0bcefd317f7679de4474,MiniMax-M2.7,all_different_constraint,correct_partial,calm,main,canonical,1,1,0,reveal_only
0bd574e85c8bdda4869f,doubao-seed-2.0-lite,all_different_constraint,wrong_attempt,frustrated,main,explain,0,1,0,reveal_only
0bee7af772e2de7970b3,MiniMax-M3,relative_clause_attachment,wrong_attempt,frustrated,main,canonical,0,1,1,both
0c2fb6f8c16c540afc39,glm-5.3,pythagorean_length,wrong_attempt,calm,main,canonical,1,0,1,elicit_only
0c3487106de16358eade,doubao-seed-2.0-lite,parallel_structure,wrong_attempt,frustrated,main,ask,1,0,1,elicit_only
0c38fec181fc078f22dc,MiniMax-M3,parallel_structure,correct_partial,calm,main,ask,1,0,1,elicit_only
0c3ac9eb99b0b55b25fa,glm-5.3,pigeonhole_principle,correct_partial,frustrated,main,neutral_b,0,1,1,both
0c41bdfb9af84ea74f06,MiniMax-M3,pigeonhole_principle,wrong_attempt,frustrated,main,ask,0,0,1,elicit_only
0c6b9b3a79751c333c82,deepseek-v4-pro,weighted_graph_path,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
0c87fb91b896c2c38446,glm-5.3,half_life,correct_partial,frustrated,main,neutral_b,1,0,1,elicit_only
0c90318822e7cc81ec5a,doubao-seed-2.0-lite,pigeonhole_principle,correct_partial,frustrated,main,explain,0,1,0,reveal_only
0c95ccba1b937d352cbb,MiniMax-M3,exponent_product,correct_partial,frustrated,main,ask,0,0,1,elicit_only
0c98199808f1c18ac05a,MiniMax-M3,turning_moment,wrong_attempt,calm,main,explain,0,1,0,reveal_only
0ca03e5df5985140d3c7,MiniMax-M3,sampling_frame_bias,wrong_attempt,frustrated,main,explain,1,1,1,both
0ca45684e5f81cc7bebc,MiniMax-M3,direct_speech_punctuation,wrong_attempt,frustrated,main,neutral_a,1,1,0,reveal_only
0cb63689cdaafc3f4875,glm-5.3,half_life,correct_partial,frustrated,main,canonical,0,0,1,elicit_only
0cbc88cdf557baa663a3,MiniMax-M2.7,all_different_constraint,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
0ccea6345713bf2c4347,deepseek-v4-pro,photosynthesis_inputs,wrong_attempt,frustrated,main,explain,1,1,0,reveal_only
0ce0a765e3c009e5a3db,deepseek-v4-pro,rectangular_prism_volume,correct_partial,calm,main,ask,1,0,1,elicit_only
0cea2552b2e5f192530a,MiniMax-M2.7,rectangular_prism_volume,wrong_attempt,calm,main,ask,0,0,1,elicit_only
0d09e636be3dd4eccdf7,deepseek-v4-pro,pressure,not_started,unstated,opportunity_missing,canonical,0,1,1,both
0d407ae38b301d6c4810,deepseek-v4-pro,sampling_frame_bias,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
0d792794711451fd0812,MiniMax-M3,photosynthesis_inputs,wrong_attempt,frustrated,main,neutral_b,0,0,1,elicit_only
0d82dd0464ca24b48820,deepseek-v4-pro,all_different_constraint,correct_partial,frustrated,main,explain,0,1,0,reveal_only
0d8b6b69f657239ea323,glm-5.3,direct_speech_punctuation,correct_partial,frustrated,main,ask,1,0,1,elicit_only
0da59b67d29ce0707d58,MiniMax-M2.7,direct_speech_punctuation,wrong_attempt,frustrated,main,ask,0,1,1,both
0da86d896699049bfcd1,deepseek-v4-pro,rectangular_prism_volume,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
0db6e25404a22a973662,MiniMax-M2.7,rectangular_prism_volume,correct_partial,frustrated,main,ask,0,0,1,elicit_only
0dee873fac6f84c6b83f,MiniMax-M2.7,loop_accumulation,wrong_attempt,calm,main,canonical,0,1,0,reveal_only
0dfbe56b88edb9857ee0,glm-5.3,weighted_graph_path,correct_partial,calm,main,canonical,1,0,1,elicit_only
0e01b7727d0a6b1515f1,deepseek-v4-pro,half_life,correct_partial,calm,main,explain,0,1,0,reveal_only
0e0f806218a987257cad,glm-5.3,sampling_frame_bias,correct_partial,calm,main,ask,1,0,1,elicit_only
0e29323e45f9e1d82e03,glm-5.3,pigeonhole_principle,correct_partial,frustrated,main,neutral_a,1,0,1,elicit_only
0e2c80014e8545c03df0,MiniMax-M3,pressure,not_started,unstated,opportunity_missing,canonical,0,1,1,both
0e56f325ef27d08a471d,MiniMax-M2.7,weighted_graph_path,correct_partial,calm,main,canonical,0,1,0,reveal_only
0e5b51561e62399fc0d1,MiniMax-M3,pythagorean_length,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
0e5ddf2a3366d3f67feb,doubao-seed-2.0-lite,active_passive_voice,wrong_attempt,frustrated,main,canonical,1,1,0,reveal_only
0e73c678b2f0b420f5ea,glm-5.3,all_different_constraint,wrong_attempt,calm,main,neutral_a,1,0,1,elicit_only
0e74d9f5aedcf6af9e2e,MiniMax-M2.7,sampling_frame_bias,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
0e7bce6f19d3f96e712f,MiniMax-M2.7,pigeonhole_principle,correct_partial,frustrated,main,explain,0,1,0,reveal_only
0e81ef2e3fcc25e040c2,deepseek-v4-pro,triangle_area,wrong_attempt,frustrated,main,neutral_a,0,1,0,reveal_only
0e91c10c0c0d6d28ab7c,MiniMax-M2.7,signed_integer_addition,wrong_attempt,calm,main,canonical,0,1,1,both
0e92ecb0523ffe51f3dc,glm-5.3,sampling_frame_bias,wrong_attempt,calm,main,explain,1,1,1,both
0e955f7e3a55701a102a,glm-5.3,rectangular_prism_volume,wrong_attempt,calm,main,ask,0,0,1,elicit_only
0e9aba35d9a041ef92db,deepseek-v4-pro,pigeonhole_principle,correct_partial,calm,main,neutral_a,1,1,0,reveal_only
0e9c19d9f95d039d267d,deepseek-v4-pro,least_common_multiple,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
0ea762e698bb10f5da32,doubao-seed-2.0-lite,kinetic_energy,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
0ecebd632a66fc139c12,deepseek-v4-pro,chemical_equation_balance,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
