group,factor,high,low,metric,mean_difference,bootstrap_ci_low,bootstrap_ci_high,target_metric
deepseek-v4-pro,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,word_count,1.984375,-5.12578125,9.048046874999994,False
deepseek-v4-pro,question_policy,question_first,explain_only,char_count,8.15625,-29.095703125,47.160937499999974,False
deepseek-v4-pro,question_policy,question_first,explain_only,sentence_count,0.484375,-0.15625,1.015625,False
deepseek-v4-pro,answer_policy,reveal,withhold,question_first,0.046875,0.0,0.109375,False
deepseek-v4-pro,answer_policy,reveal,withhold,answer_reveal_correct,0.984375,0.953125,1.0,True
deepseek-v4-pro,answer_policy,reveal,withhold,warmth_marker,-0.078125,-0.1875,0.046875,False
deepseek-v4-pro,answer_policy,reveal,withhold,question_any,-0.015625,-0.046875,0.0,False
deepseek-v4-pro,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
deepseek-v4-pro,answer_policy,reveal,withhold,word_count,-15.828125,-28.734765625,-4.827734375000002,False
deepseek-v4-pro,answer_policy,reveal,withhold,char_count,-86.375,-159.89375,-24.153125000000017,False
deepseek-v4-pro,answer_policy,reveal,withhold,sentence_count,-0.078125,-0.687890625,0.4375,False
deepseek-v4-pro,tone_policy,warm,neutral,question_first,-0.015625,-0.046875,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,answer_reveal_correct,0.015625,0.0,0.046875,False
deepseek-v4-pro,tone_policy,warm,neutral,warmth_marker,0.609375,0.499609375,0.734375,True
deepseek-v4-pro,tone_policy,warm,neutral,question_any,0.015625,0.0,0.046875,False
deepseek-v4-pro,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
deepseek-v4-pro,tone_policy,warm,neutral,word_count,12.921875,8.390625,17.969531249999996,False
deepseek-v4-pro,tone_policy,warm,neutral,char_count,61.5625,35.062109375,90.015625,False
deepseek-v4-pro,tone_policy,warm,neutral,sentence_count,0.609375,0.484375,0.75,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,question_first,1.0,1.0,1.0,True
doubao-seed-2.0-lite,question_policy,question_first,explain_only,answer_reveal_correct,0.015625,0.0,0.046875,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,warmth_marker,0.0625,-0.03125,0.15625,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,word_count,-4.21875,-8.96875,1.7511718749999936,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,char_count,-37.171875,-63.31875,-6.639453125000006,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,sentence_count,0.453125,0.25,0.65625,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,question_first,0.0,0.0,0.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,answer_reveal_correct,0.984375,0.953125,1.0,True
doubao-seed-2.0-lite,answer_policy,reveal,withhold,warmth_marker,-0.125,-0.21914062499999998,-0.015625,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,word_count,-26.71875,-35.142578125,-19.09218750000001,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,char_count,-157.046875,-197.0671875,-122.264453125,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,sentence_count,0.578125,0.265625,0.84375,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,question_first,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,answer_reveal_correct,0.015625,0.0,0.046875,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,warmth_marker,0.53125,0.421875,0.65625,True
doubao-seed-2.0-lite,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,word_count,26.875,20.06171875,32.96875,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,char_count,141.953125,105.6671875,173.31484375,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,sentence_count,0.859375,0.53125,1.171875,False
glm-5.2,question_policy,question_first,explain_only,question_first,0.90625,0.84375,0.9535156249999979,True
glm-5.2,question_policy,question_first,explain_only,answer_reveal_correct,-0.015625,-0.046875,0.0,False
glm-5.2,question_policy,question_first,explain_only,warmth_marker,0.046875,-0.078125,0.15625,False
glm-5.2,question_policy,question_first,explain_only,question_any,0.984375,0.953125,1.0,False
glm-5.2,question_policy,question_first,explain_only,answer_reveal_any,-0.015625,-0.046875,0.0,False
glm-5.2,question_policy,question_first,explain_only,word_count,2.796875,-3.109375,8.65625,False
glm-5.2,question_policy,question_first,explain_only,char_count,6.625,-21.51875,35.25156249999999,False
glm-5.2,question_policy,question_first,explain_only,sentence_count,-0.078125,-0.59375,0.40625,False
glm-5.2,answer_policy,reveal,withhold,question_first,0.0625,0.015625,0.109375,False
glm-5.2,answer_policy,reveal,withhold,answer_reveal_correct,0.984375,0.953125,1.0,True
glm-5.2,answer_policy,reveal,withhold,warmth_marker,-0.109375,-0.234375,0.01601562499999787,False
glm-5.2,answer_policy,reveal,withhold,question_any,-0.015625,-0.046875,0.0,False
glm-5.2,answer_policy,reveal,withhold,answer_reveal_any,0.984375,0.953125,1.0,False
glm-5.2,answer_policy,reveal,withhold,word_count,-10.890625,-18.98671875,-4.421484375000002,False
glm-5.2,answer_policy,reveal,withhold,char_count,-66.0,-114.01875,-27.436328125000006,False
glm-5.2,answer_policy,reveal,withhold,sentence_count,-0.078125,-0.8125,0.5625,False
glm-5.2,tone_policy,warm,neutral,question_first,-0.0625,-0.109375,-0.015625,False
glm-5.2,tone_policy,warm,neutral,answer_reveal_correct,0.015625,0.0,0.046875,False
glm-5.2,tone_policy,warm,neutral,warmth_marker,0.515625,0.375,0.640625,True
glm-5.2,tone_policy,warm,neutral,question_any,0.015625,0.0,0.046875,False
glm-5.2,tone_policy,warm,neutral,answer_reveal_any,0.015625,0.0,0.046875,False
glm-5.2,tone_policy,warm,neutral,word_count,25.640625,18.670703125,32.673046875,False
glm-5.2,tone_policy,warm,neutral,char_count,143.0625,105.03046875,180.251953125,False
glm-5.2,tone_policy,warm,neutral,sentence_count,1.171875,0.905859375,1.453125,False
