group,order,factors,metric,interaction,bootstrap_ci_low,bootstrap_ci_high
glm-5.2,2,answer_policy*tone_policy,question_first,0.1875,0.0625,0.3125
glm-5.2,2,answer_policy*tone_policy,answer_reveal_correct,0.03125,0.0,0.09375
glm-5.2,2,answer_policy*tone_policy,warmth_marker,-0.21875,-0.46875,0.03125
glm-5.2,2,answer_policy*tone_policy,question_any,-0.03125,-0.09375,0.0
glm-5.2,2,answer_policy*tone_policy,answer_reveal_any,0.03125,0.0,0.09375
glm-5.2,2,answer_policy*tone_policy,word_count,-6.28125,-16.40625,4.1265624999999915
glm-5.2,2,answer_policy*tone_policy,char_count,-23.375,-82.71875,41.6875
glm-5.2,2,answer_policy*tone_policy,sentence_count,-0.96875,-1.90625,-0.15625
glm-5.2,3,question_policy*answer_policy*tone_policy,question_first,0.375,0.125,0.625
glm-5.2,3,question_policy*answer_policy*tone_policy,answer_reveal_correct,0.0625,0.0,0.1875
glm-5.2,3,question_policy*answer_policy*tone_policy,warmth_marker,0.1875,-0.25,0.5625
glm-5.2,3,question_policy*answer_policy*tone_policy,question_any,0.0625,0.0,0.1875
glm-5.2,3,question_policy*answer_policy*tone_policy,answer_reveal_any,0.0625,0.0,0.1875
glm-5.2,3,question_policy*answer_policy*tone_policy,word_count,-1.1875,-34.875,37.125
glm-5.2,3,question_policy*answer_policy*tone_policy,char_count,-11.75,-192.64375,187.96249999999986
glm-5.2,3,question_policy*answer_policy*tone_policy,sentence_count,1.1875,-0.1875,2.875
