sample_id,base_id,problem_family,learner_need,question_policy,answer_policy,tone_policy,model,prompt_sha256,response_sha256,question_first,question_any,answer_reveal_any,answer_reveal_correct,warmth_marker,word_count,char_count,sentence_count,replication_queue_rank
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,MiniMax-M2.7,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,c7080834e94d76f3fc0276660c54059cd98ab7ae09fac1b293a15f1719e518a0,0,1,1,1,0,48,264,3,61
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,MiniMax-M3,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,00b59b094bcfc44eb5ca8ce051f053a37b9c6f534ddf3da2b4c2764cae306361,1,1,1,1,0,74,388,5,22
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,deepseek-v4-pro,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,99f9c0a1bbef1b0d904a7aa1f374c616f6a762cd962d818875c6208409df4832,1,1,1,1,0,56,280,6,117
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,doubao-seed-2.0-lite,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,d1de4f6d9f18f2335ca2f15b57347be35d09d737b71b1c7a59550c7e0e4fdf6d,1,1,1,1,0,66,327,5,116
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,glm-5.2,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,62c4c8dff1cab978f6ee976dfe4db15cec2a6c1b32949e6a09f69fc3fe5102b2,1,1,1,1,0,60,291,5,7
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,MiniMax-M2.7,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,ee9b74278dea5ba7b9f929e09f5b90cfa494e19932dca341c291a2f8095cfa5c,1,1,1,1,0,57,298,5,49
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,MiniMax-M3,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,de9dc2ef8b2ba4a25a4a0f31846bfd7eced11d0185b1937db8cc1d9443f17d9d,0,1,1,1,1,77,417,6,57
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,deepseek-v4-pro,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,9f91629873db01980b0075ab74e409ba995bd53943e95a24ed748d1534028a34,1,1,1,1,0,63,317,6,23
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,doubao-seed-2.0-lite,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,19b81be7cbfc815c4b131b12c7454bb630fa1a5f241d6959fd76f3259e8b1b24,1,1,1,1,0,112,579,8,80
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,glm-5.2,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,68610aeac001e598511f479ae5b24ed50f27747ad069ff6cd051e8e8943fd133,1,1,1,1,0,63,330,6,45
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,MiniMax-M2.7,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,9fdefc04c9ff7df5bc500015270898d065b26050adb9e621deaa65157c29b199,0,1,0,0,0,68,357,6,35
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,MiniMax-M3,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,f1e6bed0086dadcc1da398f7cc9c0f5d0725e1681ca0b92b99b8ff42b02522d1,1,1,0,0,0,22,107,1,56
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,deepseek-v4-pro,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,7a96fa4346d07c817b97410492cc4c1d173d2503a689a7c8e7b95e7c837fe0b9,1,1,0,0,0,6,24,1,81
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,doubao-seed-2.0-lite,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,4791a454c11327c694f019b6e76d5396f2c9ed4e4994fe8a0d646742c568cc28,1,1,0,0,0,99,520,5,31
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,glm-5.2,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,c7fea0c396078649801b9f525712f7d13634f7d8b0409997514bfbb932d3f9f3,1,1,0,0,0,60,313,4,85
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,MiniMax-M2.7,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,710543c176348ae4d7824b7cf58bfc962570ad2b9d4ceb9bfb3407b7a4029834,0,1,0,0,0,75,402,4,2
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,MiniMax-M3,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,b70637a7a6cab7033fecf4a46597c2b204ca39886de9fb7b5f5d861d54102c64,0,1,0,0,1,71,398,4,49
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,deepseek-v4-pro,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,9d88d9cd4e8d5258645325f439acab3f2255dcb46814654582688ee3b8a797af,1,1,0,0,1,64,309,6,125
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,doubao-seed-2.0-lite,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,38c9062737d6b7dcb9c665d353e03d4f88723670a591a629bd8abea480486fec,1,1,0,0,1,123,692,6,11
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,glm-5.2,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,63322e786ffc7f6aa59dbacef8c0ac9d1e4949fb09b606f8d653c452c2adf6a4,1,1,0,0,0,77,403,5,89
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,MiniMax-M2.7,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,73c340362d584135da2f6ee2c958322a79bf8a7d085fc7c2e8316d78c5efd818,0,0,1,1,0,58,304,5,40
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,MiniMax-M3,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,fdadfc7c029bfa7f1e9974cb13f6e3b6da405d23520932f86701fdc3c8cc8e43,0,0,1,1,0,55,268,4,64
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,deepseek-v4-pro,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,c0256d8efd9ef49cc7871314b0adbc2ba3be4f82ced946f93f35f38fa3340d3c,0,0,1,1,0,43,223,4,15
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,doubao-seed-2.0-lite,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,0404023e8dda1655b742bc9a9253eaf35c9d68f0e09920b3c792f0077329d453,0,0,1,1,0,60,307,4,74
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,glm-5.2,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,de1c5b8dda01aa320cd8708cc88f7c8d297a90c58349451329a607bf3f690a7f,0,0,1,1,0,53,266,5,4
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,MiniMax-M2.7,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,dcd884af829d4a9f987c49375f80bc62a6d3a59dfdbd0b2f5b2f3f23897808ed,0,0,1,1,0,47,263,4,120
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,MiniMax-M3,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,7b0b7b601048de5c87fb4ed404d22cb9c01e11851bf9a2408e347fdf666acd2f,0,0,0,0,1,67,379,4,9
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,deepseek-v4-pro,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,f15964656b65a8327ab97babc677d45dd15320fbfe512f1bb447b26d97206ce9,0,0,1,1,0,54,284,4,49
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,doubao-seed-2.0-lite,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,218aeb6b59f0c20257624c5fc977c580ef436a476ec8e65ed68eb66add872b23,0,0,1,1,1,97,553,5,58
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,glm-5.2,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,d5b1a5595d9e01f7b93d4ee254cc4c17bee867a605e8b36d1bd9a64950df2f52,0,0,1,1,0,77,420,6,59
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,MiniMax-M2.7,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,d0891e43e98b90ca484ad649169a2a72174b55c1c187f969b3d5483aac7b064f,0,0,0,0,0,68,364,3,58
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,MiniMax-M3,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,3300a62df2d446338bb3a0d55815a1632bef95cb0ee208d6f758892c9c337c1b,0,0,0,0,0,44,248,3,79
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,deepseek-v4-pro,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,7b86cd98e3c902a2b9ef8c7fd4d070700fdf18ae1eddd23376ae137c2e064659,0,0,0,0,0,55,269,4,38
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,doubao-seed-2.0-lite,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,517f5007093693e71b0fca22de55e86390971ee831a2cca86247e872a1a87f0d,0,0,0,0,0,75,440,4,5
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,glm-5.2,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,052c8a69827ebabd1031e15ea9c7e6a3b882321698efa49d7bf8aad3476c4474,0,0,0,0,0,57,286,5,80
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,MiniMax-M2.7,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,47fe1198e6704fa9838ee5f885850e197257cf5df584750a8a41e51531b7143c,0,0,0,0,0,57,303,4,108
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,MiniMax-M3,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,96efaab05b236dce0a91ac6760f202c5f92266a3dec054b3c5aaf5c3c5f1258e,0,1,0,0,1,97,516,8,48
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,deepseek-v4-pro,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,d552c33bbe00064cf8909ae83de6747c0fb15de979a7cbf0ae6e97670373ed2b,0,0,0,0,1,61,311,4,16
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,doubao-seed-2.0-lite,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,104b8fb2150ce07b017214f13f60d767d56b9438f41200caf255927700ec1b23,0,0,0,0,0,124,683,5,26
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,glm-5.2,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,acb40409e704a9e6b569bb3bbd859c7ca3d1247774934ed5c4e1bc8de0d25b71,0,0,0,0,0,91,505,6,84
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,MiniMax-M2.7,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,c29d33c57446698fe099ee69c8fe2a20635aa1fc7465e4d92cc183ce159c0616,1,1,1,1,0,35,182,4,1
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,MiniMax-M3,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,7648ea566caf5ff9a83cd8b2ecc17feae4a5c323cd24b88dccf0f8253deffd88,1,1,0,0,0,12,61,1,65
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,deepseek-v4-pro,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,83d96b0ea5edb9979cf516d3b36c31b141373fb76c8aefd905bd0bf123c61f83,1,1,1,1,0,56,278,6,124
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,doubao-seed-2.0-lite,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,5b3e5a9fb2882c14be1c3d5e7cb675471c7775d8ac466ab4c937606fc0919ef3,1,1,1,1,0,61,338,5,34
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,glm-5.2,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,3ea928e07f991a523a7887ed736114a56a8613314268ac7280ddcea6f5f01e57,1,1,1,1,0,56,284,4,79
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,MiniMax-M2.7,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,d19e5df371078da9a4c1fde2bf0f755700377216ff2309137bee9fb070b195e9,1,1,1,1,1,44,234,4,67
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,MiniMax-M3,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,fa6ff07fcd403da7c8aa9df2a67d9bf3f43bb562ecdf325d3baba840be9c8eee,0,1,1,1,1,66,361,5,8
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,deepseek-v4-pro,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,dbafd634762b1c4fef3e2e1e497530283454000786eee0cc36665765d50caf92,1,1,1,1,0,57,314,5,88
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,doubao-seed-2.0-lite,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,3ea3cc5f54afa2fd8a3364f482f4f279c53854989fcda3bb5cdbd0a4cfe55499,1,1,1,1,1,56,320,5,53
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,glm-5.2,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,acfd46f86904b9f171fc2f3580ff1ed3e564c3de93b31e9af47631aeb7c919d0,1,1,1,1,0,60,331,5,55
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,MiniMax-M2.7,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,4d7982e1f53539582bd690c45de588cd72aa398fc6e895646f231d6e8ccb4ced,0,1,0,0,0,44,240,2,14
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,MiniMax-M3,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,3fdc7b91507e13598fcb2ad96a3da3448d44dda6fbd870dcad0b587c42e8c184,1,1,0,0,0,24,106,1,81
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,deepseek-v4-pro,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,18c7c0ab0256b66707547dd793386bf7e402ad65cd3279d0ba2fddc4d2f4d1c6,1,1,0,0,0,40,215,3,24
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,doubao-seed-2.0-lite,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,3ec1e286d2c2f1df1cf918c3a91caf68153ffdb18967eeddfde53e7a56208eb6,1,1,0,0,0,68,374,3,9
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,glm-5.2,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,e163d9d6ddda5e0dcd03824bc9da427b6cd3e840d291358dd05411288e7081da,1,1,0,0,0,41,198,3,107
arithmetic_mean-00|explore|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,warm,MiniMax-M2.7,c80ffba111eb300375b5556bcec5d1f4b6483b2dd4955ab976ffa727041a40d1,9585bbdd4ea2fbfab9790a677b7996e95fa7f83ffedbc5a6ce97bbd38620b56e,0,1,0,0,1,122,667,7,119
arithmetic_mean-00|explore|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,warm,MiniMax-M3,c80ffba111eb300375b5556bcec5d1f4b6483b2dd4955ab976ffa727041a40d1,bbc7cd4ff49bd1859aba99f1abab7416c32eecf03bd3a2e4ee3adf3e0e0f6daf,0,1,0,0,1,96,535,9,52
arithmetic_mean-00|explore|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,warm,deepseek-v4-pro,c80ffba111eb300375b5556bcec5d1f4b6483b2dd4955ab976ffa727041a40d1,d191bd58dd1f154e0e657035fe7fded6b70b21d66f41ac03b7677d04ca9201ec,1,1,0,0,0,37,194,4,85
