blind_id,behavior_blind_id,source_group,domain,model,progress,affect,repeat,unanimous_clear_error,any_clear_error,any_uncertain,reviewers_agree
742bc6b2c400089c56c4,55f32256d309a5c7ef41,direct_speech_punctuation,language,MiniMax-M3,correct_partial,calm,0,False,True,False,False
8f68a9252b6e0d52448b,47827ce989baa26c6e29,factorial_counting,mathematics,MiniMax-M3,wrong_attempt,calm,0,False,False,False,True
82515d01837c4f60ce85,a77c9ced6b7ec7510183,least_common_multiple,mathematics,deepseek-v4-pro,correct_partial,calm,0,False,False,False,True
e192b234fb05e4e17fef,c8c182a048078948e5b3,trophic_energy_transfer,science,deepseek-v4-pro,wrong_attempt,frustrated,1,False,False,False,True
316b2c2a6a37ef191fb4,92206fc5f24c2eaf031c,homophone_selection,language,MiniMax-M2.7,correct_partial,calm,1,False,False,False,True
c01673383d3838be235e,38b1bfcfe2290c606e37,median,mathematics,glm-5.3,correct_partial,frustrated,1,False,False,False,True
de355b29ce9cc8be9fca,c3f0c798e24b4f445627,parallel_structure,language,glm-5.3,wrong_attempt,frustrated,0,False,False,False,True
af39cc257ccc8acf60c8,c8d93d9fd200c3b1db3d,boyles_law,science,MiniMax-M2.7,correct_partial,frustrated,0,False,False,False,True
75eaaed042a7e99596a0,85abdad836e1e8abee13,loop_accumulation,logic_and_data,doubao-seed-2.0-lite,correct_partial,calm,1,False,False,False,True
12fdae669530708bf7e6,de77f8ffbd3a12f1c22e,exponent_product,mathematics,MiniMax-M3,correct_partial,calm,0,False,False,False,True
3636c3d17dfc992ef2c8,85dfdbadb89bc4bfcb3a,half_life,science,MiniMax-M3,correct_partial,frustrated,1,False,False,False,True
960c5beafffde54c5e8d,b80e977c2523f1ed3ed0,least_common_multiple,mathematics,deepseek-v4-pro,wrong_attempt,calm,1,False,False,False,True
ce912e8d85bc9cab96a0,31be803def202abfa802,active_passive_voice,language,MiniMax-M2.7,wrong_attempt,calm,1,False,False,False,True
32fb2b1d4c831046fde0,15d045261474a2042985,binary_place_value,logic_and_data,MiniMax-M3,correct_partial,calm,0,False,False,False,True
bfcfd50b756c66a66bc4,b65adee365ac3393773d,weighted_graph_path,logic_and_data,deepseek-v4-pro,wrong_attempt,frustrated,1,False,False,False,True
085a34cfd3ce44372b6f,4d3010e71833ff9c28f4,trophic_energy_transfer,science,glm-5.3,wrong_attempt,calm,1,False,False,False,True
32ee68269dc56a4320a2,5ae2f1a2d2fa45f85011,sampling_frame_bias,logic_and_data,MiniMax-M3,wrong_attempt,calm,1,False,False,False,True
0e9d6c0b9359c1c2c867,5b86883f68e908c8e7a1,sampling_frame_bias,logic_and_data,MiniMax-M3,wrong_attempt,frustrated,1,False,False,False,True
333f1b7538af037a466f,0a5056061cf4a1b510c0,exponent_product,mathematics,MiniMax-M2.7,wrong_attempt,frustrated,0,False,False,False,True
1cbed978308e5232d30b,38d87fe508cec59aa023,apostrophe_possession,language,glm-5.3,correct_partial,calm,0,False,False,False,True
bb3115798fe842b77853,12023b68f7daf8205bb2,pythagorean_length,mathematics,glm-5.3,correct_partial,frustrated,0,False,False,False,True
a86f3f5afdf3eefc048c,a76dd3041a87654d75df,photosynthesis_inputs,science,MiniMax-M2.7,wrong_attempt,frustrated,0,False,False,False,True
df765dd53b268014dc38,bff3d552c24720f2ae24,turning_moment,science,MiniMax-M2.7,wrong_attempt,calm,0,False,False,False,True
1b8131dd882590a7771e,146e43c94499448e4d27,exclusive_or,logic_and_data,deepseek-v4-pro,wrong_attempt,calm,0,False,False,False,True
da1ae7c6c953126b3e0e,2a7d2002f0b2aba27d85,median,mathematics,glm-5.3,correct_partial,calm,0,False,False,False,True
7a88c5e909509d5f01a7,545ab744581d0fe573be,pythagorean_length,mathematics,doubao-seed-2.0-lite,wrong_attempt,frustrated,1,False,False,False,True
4095e5530bd88db7ae47,0ba42f6741d03d675a2c,half_life,science,MiniMax-M2.7,correct_partial,frustrated,1,False,False,False,True
ae935b44e42bf5f643a9,bccad17babc5951774f1,binary_search_interval,logic_and_data,MiniMax-M3,wrong_attempt,calm,1,False,True,False,False
f5c5704210c144fa5d27,aa46ea0de7eeaec2feda,rectangular_prism_volume,mathematics,MiniMax-M2.7,wrong_attempt,frustrated,1,False,True,False,False
066e685849802b0ca747,c315b5a923ba245f043b,half_life,science,MiniMax-M3,wrong_attempt,calm,1,False,False,False,True
5da7487e380a3f55f8ae,204247cb8f87b5f5360a,chemical_equation_balance,science,MiniMax-M3,correct_partial,frustrated,0,False,False,False,True
1710274f51a3cf625f33,dca5402983a5278fdf9f,figurative_metaphor,language,deepseek-v4-pro,wrong_attempt,calm,1,False,False,False,True
9707c6b992831ebbe52c,8255420cdd21f3cf16dc,kinetic_energy,science,glm-5.3,correct_partial,calm,1,False,False,False,True
5fba13757d3dcf423b89,f82c2789c73f26e45d3b,factorial_counting,mathematics,doubao-seed-2.0-lite,wrong_attempt,calm,1,False,False,False,True
174262e9a57e5687b2c4,e0e61b687bd9c97e0c5e,chemical_equation_balance,science,MiniMax-M3,correct_partial,frustrated,1,False,False,False,True
a50b68cc96a1ee1c7266,b8ac37be740a4f592275,exclusive_or,logic_and_data,deepseek-v4-pro,correct_partial,calm,1,False,False,False,True
7ccf84fcf9aba832a0bc,a21e96dd9ee780bf8d86,relative_clause_attachment,language,deepseek-v4-pro,wrong_attempt,frustrated,0,False,False,False,True
3e8b7b03abdad190c524,5bf8a0775c5e91c12105,factorial_counting,mathematics,glm-5.3,correct_partial,frustrated,1,False,False,False,True
224e4ffc9db042a93f5b,30d233cd77c53586e676,active_passive_voice,language,MiniMax-M3,correct_partial,frustrated,1,False,False,False,True
67cde12c2422112396fa,010746765be3882ee78a,boyles_law,science,MiniMax-M2.7,correct_partial,frustrated,1,False,False,False,True
3a40ad09d4727b0a0daa,199f383880f777717047,exponent_product,mathematics,doubao-seed-2.0-lite,wrong_attempt,frustrated,1,False,False,False,True
de33d89805e3ebc0db80,b5c9baba023004344ed7,pressure,science,doubao-seed-2.0-lite,wrong_attempt,calm,1,False,False,False,True
0f756ba298a7d6b3b281,2d84d9956ec8badf1f9d,kinetic_energy,science,deepseek-v4-pro,correct_partial,frustrated,1,False,False,False,True
81a641d50b1ab4395be1,a44b73d1b54b4bda3cd5,trophic_energy_transfer,science,MiniMax-M3,correct_partial,calm,1,False,False,False,True
e9bf25f5b733c1af1cd4,5629860214cd263c5456,binary_search_interval,logic_and_data,MiniMax-M2.7,wrong_attempt,frustrated,1,False,False,False,True
d538bed0600c046bb00d,7f7607ca18a5a3a0f1dd,photosynthesis_inputs,science,glm-5.3,wrong_attempt,frustrated,0,False,False,False,True
444327bf638a35997ecf,cd15fbe3f5a6d5ea487f,boyles_law,science,doubao-seed-2.0-lite,wrong_attempt,calm,1,False,False,False,True
5fe6219e62134b529479,4d82ca161e779b2d646c,contrast_connective,language,MiniMax-M2.7,correct_partial,frustrated,0,False,True,False,False
b35c0d8346c2dc801334,96b712ad7e4a25a79396,factorial_counting,mathematics,deepseek-v4-pro,wrong_attempt,frustrated,0,False,False,False,True
083b97fbadabd9e5d8d4,6d2f76eee2eed05c2318,rectangular_prism_volume,mathematics,MiniMax-M2.7,correct_partial,calm,1,False,False,False,True
5989effff6b738b78fd9,31924cbc025858918f01,figurative_metaphor,language,deepseek-v4-pro,wrong_attempt,frustrated,1,False,False,False,True
6b650d5661311cf6aaa2,6305b64050d2bff6377e,contrast_connective,language,glm-5.3,wrong_attempt,calm,1,False,False,False,True
b596c05f33d1a75064d6,e5c249f64d23089dde6a,factorial_counting,mathematics,doubao-seed-2.0-lite,correct_partial,calm,0,False,False,False,True
cbfb6d719c48d5d51018,33540afba512be8fe1e1,relative_clause_attachment,language,glm-5.3,wrong_attempt,calm,0,False,False,False,True
a73f6a157c4da46ffccf,a9a381aeaf23870bee89,exponent_product,mathematics,glm-5.3,correct_partial,calm,1,False,False,False,True
e2cbb8dbe5be4862a2c1,17e0ff383662c99d8f86,kinetic_energy,science,MiniMax-M3,wrong_attempt,calm,0,False,False,False,True
92adce0bd755d0b0016e,a18fd822071c238c7085,active_passive_voice,language,glm-5.3,correct_partial,calm,0,False,False,False,True
2168a57f8a950fc342a5,34dcd0f0cb308d31a945,exclusive_or,logic_and_data,glm-5.3,wrong_attempt,calm,1,False,False,False,True
92c9ecc0f0acac8c9e3c,ae07b7a5e1ffd4c56975,pigeonhole_principle,logic_and_data,MiniMax-M2.7,wrong_attempt,calm,1,False,False,False,True
26ed3fdce925947a4ce4,4d30734ba7828b65a2f2,trophic_energy_transfer,science,glm-5.3,wrong_attempt,frustrated,0,False,False,False,True
d469f7642bbe10008250,c646ea0c5764bbaf70fa,exclusive_or,logic_and_data,deepseek-v4-pro,correct_partial,frustrated,0,False,False,False,True
60f744fee24a6fe2cd9c,abcc742bfd01f1e23024,median,mathematics,MiniMax-M3,wrong_attempt,frustrated,1,False,False,False,True
1bcaeca16ac71c98a2bc,8884c9fd63e759bb6f4d,figurative_metaphor,language,MiniMax-M2.7,correct_partial,calm,1,False,False,False,True
b06c174be120a5146729,93ba0db4f22d51767e2e,parallel_structure,language,MiniMax-M2.7,correct_partial,calm,0,False,False,False,True
922de402f8dcd9675d17,0329115846f7bd50a452,pythagorean_length,mathematics,MiniMax-M3,correct_partial,frustrated,0,False,False,False,True
ad4cd373a499e5b57cda,1597bc467426358e0e2b,contrast_connective,language,glm-5.3,correct_partial,frustrated,0,False,False,False,True
a68d645261e127aabe48,e79dc446c07a546e971e,figurative_metaphor,language,doubao-seed-2.0-lite,wrong_attempt,frustrated,0,False,False,False,True
9543d52ed85269f2554c,5dd5135d86da1f5e25ab,chemical_equation_balance,science,deepseek-v4-pro,wrong_attempt,calm,0,False,False,False,True
7516b5de509674b7e63e,3f2208e87a3e7ad245cf,exclusive_or,logic_and_data,MiniMax-M2.7,wrong_attempt,frustrated,0,False,False,False,True
447870182a4427d7398d,7dc38b0ddf96a633e840,direct_speech_punctuation,language,glm-5.3,correct_partial,frustrated,0,False,False,False,True
44f293103bbab814b971,c82069d47ad6c8e71ec0,photosynthesis_inputs,science,MiniMax-M3,correct_partial,frustrated,1,False,False,False,True
5368bd7692d4f55ad4ef,0e56f325ef27d08a471d,weighted_graph_path,logic_and_data,MiniMax-M2.7,correct_partial,calm,0,False,False,False,True
1107f62fe858ce256fac,a6902b4650c8e2461857,kinetic_energy,science,glm-5.3,correct_partial,frustrated,0,False,False,False,True
e2c9bc82fdc10ba04b66,d2f609a43e57581a0393,signed_integer_addition,mathematics,doubao-seed-2.0-lite,correct_partial,frustrated,0,False,False,False,True
e8a64541224a751654a6,af656d38bf21a78f0923,binary_search_interval,logic_and_data,glm-5.3,correct_partial,calm,1,False,False,False,True
7e15b4dd6d76f32c82c2,a7039187392d7ce77298,photosynthesis_inputs,science,glm-5.3,wrong_attempt,calm,0,False,False,False,True
aba8902b3684fa6da29f,2945f3185124821ca2d5,sampling_frame_bias,logic_and_data,MiniMax-M2.7,correct_partial,calm,0,False,False,False,True
1b9525ae437c1d12692d,4a84937d79a816b5d14d,median,mathematics,deepseek-v4-pro,wrong_attempt,calm,1,False,False,False,True
c50bd60537eb236f2331,fb099ffe3c8337463194,rectangular_prism_volume,mathematics,doubao-seed-2.0-lite,correct_partial,frustrated,1,False,False,False,True
84e56f46fe2511ccfc20,a7c7f0e300efca4731f9,apostrophe_possession,language,glm-5.3,wrong_attempt,frustrated,0,False,False,False,True
b9fde2c1f49dcba0bb9e,36ca7bed829f9afbb309,factorial_counting,mathematics,MiniMax-M2.7,wrong_attempt,frustrated,0,False,False,False,True
f252500aed54144dd5b5,eaf3e98ada0adfd48bfa,loop_accumulation,logic_and_data,deepseek-v4-pro,correct_partial,frustrated,0,False,False,False,True
ffb92eb1d5e9d41bd55d,307b619e11e248e809be,pigeonhole_principle,logic_and_data,deepseek-v4-pro,correct_partial,frustrated,1,False,False,False,True
6065d7291914a7982981,517a45c6d9c38f01ad62,exponent_product,mathematics,doubao-seed-2.0-lite,correct_partial,calm,1,False,False,False,True
8a023a4d7a8d4e5a78e1,1df895d7de098a6ee8b0,factorial_counting,mathematics,MiniMax-M2.7,correct_partial,calm,0,False,False,False,True
c18b882bf0f145eb227c,0421ef051430fe378049,chemical_equation_balance,science,MiniMax-M3,correct_partial,calm,0,False,False,False,True
aa8d209a1bdcaa521636,82fd1342959843f01222,exclusive_or,logic_and_data,doubao-seed-2.0-lite,wrong_attempt,calm,0,False,False,False,True
49daca19274c08ff63e8,886b92b45b75eef82038,contrast_connective,language,doubao-seed-2.0-lite,wrong_attempt,frustrated,1,False,False,False,True
b184b7891ed7b967139d,13125c99fada688d1b20,factorial_counting,mathematics,MiniMax-M3,correct_partial,frustrated,0,False,False,False,True
330af4f75e2ad3dd82d0,87428643b6a16ce1ae74,least_common_multiple,mathematics,deepseek-v4-pro,correct_partial,calm,1,False,False,False,True
87b015e20231a9447362,7f88a5d63ff2d6e4ab55,kinetic_energy,science,MiniMax-M3,correct_partial,frustrated,0,False,False,False,True
fc6ecd25dbe0fefbf48e,ba47ef267962c08e1c99,pythagorean_length,mathematics,deepseek-v4-pro,correct_partial,calm,1,False,False,False,True
7492efb6579ed908f93a,1c4aa066dcac86217bc6,rectangular_prism_volume,mathematics,MiniMax-M3,correct_partial,calm,1,False,False,False,True
7c2b27d33b2993b00ba1,1bc169a7f15a43d497c4,pressure,science,doubao-seed-2.0-lite,correct_partial,frustrated,0,False,False,False,True
3af98773165084c69dd5,f234712ae6d53cc3e3cd,trophic_energy_transfer,science,glm-5.3,wrong_attempt,calm,0,False,False,False,True
699578f49705a14dd2b0,4a84d5866ee163b84446,weighted_graph_path,logic_and_data,MiniMax-M2.7,correct_partial,frustrated,0,False,True,False,False
7520a86751939a1b743f,25131df7d0b7164f221e,trophic_energy_transfer,science,MiniMax-M2.7,wrong_attempt,calm,1,False,False,False,True
ccb7bbdce203937daef9,1d224d6992aed0c55963,factorial_counting,mathematics,MiniMax-M3,correct_partial,frustrated,1,False,False,False,True
4b64c2055ed1aeb8c61d,64a21d5c9b03447a16a0,contrast_connective,language,doubao-seed-2.0-lite,correct_partial,frustrated,0,False,False,False,True
458650131b60c022b847,c57675ca23ed2ff9d4a2,direct_speech_punctuation,language,glm-5.3,wrong_attempt,calm,0,False,False,False,True
88ca2d5e795958bb26a8,46196ff8cfa828491f45,parallel_structure,language,deepseek-v4-pro,correct_partial,frustrated,1,False,False,False,True
6f908c662359349b8a61,291eda12dc7ea9bb59fd,direct_speech_punctuation,language,doubao-seed-2.0-lite,correct_partial,frustrated,0,False,False,False,True
ab3f819fdfee96513ffb,2b5c7e9e48dbffa5e6eb,turning_moment,science,MiniMax-M3,correct_partial,calm,0,False,False,False,True
4c3d788f0cc1b45d04ab,d54c7465866a5194e56a,factorial_counting,mathematics,deepseek-v4-pro,wrong_attempt,calm,0,False,False,False,True
219884de1e3f2da5d946,de916f31bc012d9b71d9,direct_speech_punctuation,language,MiniMax-M3,wrong_attempt,frustrated,0,False,False,False,True
4afb9bb547f11b0f25bd,0a7b636542cc8b85e3fc,triangle_area,mathematics,deepseek-v4-pro,correct_partial,frustrated,1,False,False,False,True
2b59b4fdad8d8fbdb573,21077e7096bea93ed431,binary_place_value,logic_and_data,doubao-seed-2.0-lite,wrong_attempt,frustrated,0,False,False,False,True
6e8d39fba27a64483833,fbf284d9199824ba6ac8,pigeonhole_principle,logic_and_data,MiniMax-M3,correct_partial,calm,1,False,False,False,True
0590ec1a4037c62f4958,f32cf3ed1dcbf9579c2a,triangle_area,mathematics,glm-5.3,correct_partial,frustrated,1,False,False,False,True
