group,learner_need,question_policy,answer_policy,tone_policy,n,question_first,answer_reveal_correct,warmth_marker,question_any,answer_reveal_any,word_count,char_count,sentence_count
MiniMax-M2.7,explore,explain_only,reveal,neutral,32,0.0,0.46875,0.0,0.28125,0.5625,78.5,441.21875,5.46875
MiniMax-M2.7,explore,explain_only,reveal,warm,32,0.0,0.53125,0.5,0.375,0.5625,98.84375,558.71875,6.96875
MiniMax-M2.7,explore,explain_only,withhold,neutral,32,0.0,0.0,0.0,0.40625,0.0,83.84375,470.875,5.875
MiniMax-M2.7,explore,explain_only,withhold,warm,32,0.0,0.0,0.5,0.59375,0.0,113.28125,632.90625,7.34375
MiniMax-M2.7,explore,question_first,reveal,neutral,32,0.5625,0.46875,0.0,1.0,0.46875,48.375,266.78125,3.4375
MiniMax-M2.7,explore,question_first,reveal,warm,32,0.59375,0.65625,0.90625,1.0,0.65625,70.3125,397.5625,5.5625
MiniMax-M2.7,explore,question_first,withhold,neutral,32,0.40625,0.0,0.0,1.0,0.0,51.78125,277.90625,3.21875
MiniMax-M2.7,explore,question_first,withhold,warm,32,0.0625,0.0,0.65625,1.0,0.0,82.84375,458.65625,5.25
MiniMax-M3,direct,explain_only,reveal,neutral,32,0.0,1.0,0.0,0.0,1.0,60.6875,324.21875,4.25
MiniMax-M3,direct,explain_only,reveal,warm,32,0.0,1.0,0.4375,0.0,1.0,84.90625,455.4375,5.5
MiniMax-M3,direct,explain_only,withhold,neutral,32,0.0,0.0,0.0,0.0625,0.0,88.6875,480.25,5.5625
MiniMax-M3,direct,explain_only,withhold,warm,32,0.0,0.0,0.78125,0.21875,0.0,112.625,603.375,7.28125
MiniMax-M3,direct,question_first,reveal,neutral,32,0.96875,1.0,0.0,0.96875,1.0,70.15625,371.4375,4.71875
MiniMax-M3,direct,question_first,reveal,warm,32,0.5625,1.0,0.75,0.96875,1.0,107.0625,569.78125,7.0
MiniMax-M3,direct,question_first,withhold,neutral,32,1.0,0.0,0.0,1.0,0.0,59.15625,319.15625,3.4375
MiniMax-M3,direct,question_first,withhold,warm,32,0.09375,0.0,0.65625,1.0,0.0,109.25,594.15625,7.0
MiniMax-M3,explore,explain_only,reveal,neutral,32,0.0,0.71875,0.0,0.03125,0.78125,77.0,421.15625,5.4375
MiniMax-M3,explore,explain_only,reveal,warm,32,0.0,0.6875,0.5625,0.1875,0.6875,105.40625,572.9375,7.09375
MiniMax-M3,explore,explain_only,withhold,neutral,32,0.0,0.0,0.03125,0.25,0.0,104.71875,567.6875,6.5625
MiniMax-M3,explore,explain_only,withhold,warm,32,0.0,0.0,0.65625,0.4375,0.0,125.5,679.34375,7.6875
MiniMax-M3,explore,question_first,reveal,neutral,32,0.9375,0.53125,0.0,1.0,0.53125,55.21875,295.875,3.53125
MiniMax-M3,explore,question_first,reveal,warm,32,0.1875,0.65625,0.6875,1.0,0.65625,86.84375,460.96875,5.78125
MiniMax-M3,explore,question_first,withhold,neutral,32,0.96875,0.0,0.0,1.0,0.0,26.375,140.71875,1.3125
MiniMax-M3,explore,question_first,withhold,warm,32,0.03125,0.0,0.59375,1.0,0.0,68.34375,372.84375,4.40625
deepseek-v4-pro,direct,explain_only,reveal,neutral,32,0.0,1.0,0.0,0.0,1.0,45.4375,246.6875,4.3125
deepseek-v4-pro,direct,explain_only,reveal,warm,32,0.0,1.0,0.59375,0.0,1.0,65.21875,349.0,5.03125
deepseek-v4-pro,direct,explain_only,withhold,neutral,32,0.0,0.0,0.0,0.0,0.0,56.71875,318.40625,4.53125
deepseek-v4-pro,direct,explain_only,withhold,warm,32,0.0,0.0,0.5,0.0,0.0,70.21875,384.71875,4.71875
deepseek-v4-pro,direct,question_first,reveal,neutral,32,1.0,0.96875,0.0,1.0,1.0,50.21875,263.40625,5.375
deepseek-v4-pro,direct,question_first,reveal,warm,32,0.96875,1.0,0.5,1.0,1.0,67.59375,358.0625,6.25
deepseek-v4-pro,direct,question_first,withhold,neutral,32,1.0,0.0,0.0,1.0,0.0,58.15625,315.5,4.375
deepseek-v4-pro,direct,question_first,withhold,warm,32,0.71875,0.0,0.5625,1.0,0.0,85.6875,466.9375,6.125
deepseek-v4-pro,explore,explain_only,reveal,neutral,32,0.0,1.0,0.0,0.0,1.0,39.53125,222.84375,3.84375
deepseek-v4-pro,explore,explain_only,reveal,warm,32,0.0,1.0,0.5,0.0,1.0,57.46875,321.5,4.71875
deepseek-v4-pro,explore,explain_only,withhold,neutral,32,0.0,0.0,0.0,0.0,0.0,56.84375,317.5625,3.90625
deepseek-v4-pro,explore,explain_only,withhold,warm,32,0.0,0.0,0.5625,0.03125,0.0,81.96875,447.75,5.0625
deepseek-v4-pro,explore,question_first,reveal,neutral,32,1.0,0.96875,0.0,1.0,0.96875,52.59375,286.15625,4.59375
deepseek-v4-pro,explore,question_first,reveal,warm,32,0.96875,1.0,0.78125,1.0,1.0,69.53125,382.15625,5.5
deepseek-v4-pro,explore,question_first,withhold,neutral,32,0.9375,0.0,0.0,1.0,0.0,41.75,233.4375,2.78125
deepseek-v4-pro,explore,question_first,withhold,warm,32,0.84375,0.0,0.8125,1.0,0.0,68.625,377.15625,4.59375
doubao-seed-2.0-lite,direct,explain_only,reveal,neutral,32,0.0,0.9375,0.0,0.0,1.0,72.3125,407.125,5.03125
doubao-seed-2.0-lite,direct,explain_only,reveal,warm,32,0.0,0.96875,0.53125,0.0,1.0,97.1875,548.03125,5.6875
doubao-seed-2.0-lite,direct,explain_only,withhold,neutral,32,0.0,0.0,0.0,0.0,0.0,104.5,605.75,4.8125
doubao-seed-2.0-lite,direct,explain_only,withhold,warm,32,0.0,0.0,0.5,0.0,0.0,143.9375,803.34375,6.0
doubao-seed-2.0-lite,direct,question_first,reveal,neutral,32,1.0,0.96875,0.0,1.0,1.0,78.0625,427.78125,6.03125
doubao-seed-2.0-lite,direct,question_first,reveal,warm,32,1.0,0.96875,0.625,1.0,1.0,107.90625,592.625,6.96875
doubao-seed-2.0-lite,direct,question_first,withhold,neutral,32,0.96875,0.0,0.0,1.0,0.0,98.0,558.875,4.9375
doubao-seed-2.0-lite,direct,question_first,withhold,warm,32,1.0,0.0,0.65625,1.0,0.0,127.375,705.5,5.5625
doubao-seed-2.0-lite,explore,explain_only,reveal,neutral,32,0.0,0.96875,0.0,0.0,1.0,63.125,362.0625,4.125
doubao-seed-2.0-lite,explore,explain_only,reveal,warm,32,0.0,0.9375,0.5,0.0,1.0,87.78125,504.6875,4.65625
doubao-seed-2.0-lite,explore,explain_only,withhold,neutral,32,0.0,0.0,0.0,0.0,0.0,84.125,489.375,3.71875
doubao-seed-2.0-lite,explore,explain_only,withhold,warm,32,0.0,0.0,0.4375,0.0,0.0,111.8125,636.59375,4.28125
doubao-seed-2.0-lite,explore,question_first,reveal,neutral,32,1.0,0.9375,0.0,1.0,1.0,65.625,370.15625,4.5
doubao-seed-2.0-lite,explore,question_first,reveal,warm,32,1.0,0.9375,0.75,1.0,1.0,87.96875,491.8125,5.25
doubao-seed-2.0-lite,explore,question_first,withhold,neutral,32,1.0,0.0,0.0,1.0,0.0,70.40625,397.71875,3.28125
doubao-seed-2.0-lite,explore,question_first,withhold,warm,32,1.0,0.0,0.71875,1.0,0.0,96.375,531.34375,4.1875
glm-5.2,direct,explain_only,reveal,neutral,32,0.0,1.0,0.0,0.0,1.0,48.0,257.78125,4.09375
glm-5.2,direct,explain_only,reveal,warm,32,0.0,1.0,0.53125,0.0,1.0,67.59375,359.03125,5.46875
glm-5.2,direct,explain_only,withhold,neutral,32,0.0,0.0,0.0,0.03125,0.0,71.0,390.84375,5.21875
glm-5.2,direct,explain_only,withhold,warm,32,0.0,0.0,0.53125,0.03125,0.0,88.25,485.65625,6.15625
glm-5.2,direct,question_first,reveal,neutral,32,0.9375,1.0,0.0,1.0,1.0,55.46875,295.0625,4.8125
glm-5.2,direct,question_first,reveal,warm,32,0.96875,1.0,0.375,1.0,1.0,82.65625,442.3125,6.25
glm-5.2,direct,question_first,withhold,neutral,32,0.9375,0.0,0.0,1.0,0.0,66.9375,366.0625,5.125
glm-5.2,direct,question_first,withhold,warm,32,0.75,0.0,0.75,1.0,0.0,92.9375,506.15625,6.625
glm-5.2,explore,explain_only,reveal,neutral,32,0.0,1.0,0.0,0.0,1.0,54.75,305.03125,4.5
glm-5.2,explore,explain_only,reveal,warm,32,0.0,1.0,0.34375,0.0,1.0,81.5,459.0625,6.03125
glm-5.2,explore,explain_only,withhold,neutral,32,0.0,0.0,0.0,0.0,0.0,70.875,395.59375,4.4375
glm-5.2,explore,explain_only,withhold,warm,32,0.0,0.0,0.375,0.0625,0.0,97.9375,543.09375,5.90625
glm-5.2,explore,question_first,reveal,neutral,32,0.96875,1.0,0.0,1.0,1.0,66.9375,366.28125,5.5625
glm-5.2,explore,question_first,reveal,warm,32,0.90625,1.0,0.53125,1.0,1.0,88.53125,487.21875,6.6875
glm-5.2,explore,question_first,withhold,neutral,32,0.96875,0.0,0.0,1.0,0.0,50.03125,281.03125,3.15625
glm-5.2,explore,question_first,withhold,warm,32,0.5,0.0,0.65625,1.0,0.0,75.875,418.0625,4.8125
