group,order,factors,metric,interaction,bootstrap_ci_low,bootstrap_ci_high
glm-5.2,2,question_policy*tone_policy,question_first,-0.171875,-0.234375,-0.109375
glm-5.2,2,question_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
glm-5.2,2,question_policy*tone_policy,warmth_marker,0.1328125,0.03125,0.234375
glm-5.2,2,question_policy*tone_policy,question_any,-0.015625,-0.046875,0.015625
glm-5.2,2,question_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
glm-5.2,2,question_policy*tone_policy,word_count,2.4921875,-5.461328125,9.220117187499993
glm-5.2,2,question_policy*tone_policy,char_count,11.9296875,-29.9041015625,50.55058593749998
glm-5.2,2,question_policy*tone_policy,sentence_count,0.1015625,-0.5,0.6015625
glm-5.2,2,answer_policy*tone_policy,question_first,0.15625,0.1015625,0.2109375
glm-5.2,2,answer_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
glm-5.2,2,answer_policy*tone_policy,warmth_marker,-0.1328125,-0.25,-0.015625
glm-5.2,2,answer_policy*tone_policy,question_any,-0.015625,-0.046875,0.015625
glm-5.2,2,answer_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
glm-5.2,2,answer_policy*tone_policy,word_count,-0.2578125,-5.860546875,5.508007812499999
glm-5.2,2,answer_policy*tone_policy,char_count,1.0078125,-29.9298828125,31.297851562499993
glm-5.2,2,answer_policy*tone_policy,sentence_count,-0.0234375,-0.53125,0.546875
glm-5.2,3,question_policy*answer_policy*tone_policy,question_first,0.3125,0.1875,0.421875
glm-5.2,3,question_policy*answer_policy*tone_policy,answer_reveal_correct,0.0,0.0,0.0
glm-5.2,3,question_policy*answer_policy*tone_policy,warmth_marker,-0.234375,-0.46875,-0.015625
glm-5.2,3,question_policy*answer_policy*tone_policy,question_any,0.03125,-0.03125,0.09375
glm-5.2,3,question_policy*answer_policy*tone_policy,answer_reveal_any,0.0,0.0,0.0
glm-5.2,3,question_policy*answer_policy*tone_policy,word_count,-2.546875,-12.830078125,7.500781249999996
glm-5.2,3,question_policy*answer_policy*tone_policy,char_count,-10.953125,-69.75078125,52.50976562499994
glm-5.2,3,question_policy*answer_policy*tone_policy,sentence_count,-0.546875,-1.5625,0.5625
