sample_id,base_id,problem_family,learner_need,question_policy,answer_policy,tone_policy,model,prompt_sha256,response_sha256,question_first,question_any,answer_reveal_any,answer_reveal_correct,warmth_marker,word_count,char_count,sentence_count
arithmetic_mean-00|direct|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,neutral,MiniMax-M2.7,f00213c9620ae17375755acd65ef0dfc106c6b2b75501bba2adbc2074155e19e,e7fb0ac5a65adb3c2fc61cd4cc6b20214be29b71f658aa3e7a519f366f3ab2b1,0,0,0,0,0,50,271,4
arithmetic_mean-00|direct|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,neutral,MiniMax-M3,f00213c9620ae17375755acd65ef0dfc106c6b2b75501bba2adbc2074155e19e,489d2ea350d8826062c65dadbb4658c7c8fe55f0bb7f1600db76d74e7bc2f597,0,0,0,0,0,78,405,5
arithmetic_mean-00|direct|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,neutral,deepseek-v4-pro,f00213c9620ae17375755acd65ef0dfc106c6b2b75501bba2adbc2074155e19e,4741a736214b73966358c1a6ff83e7776b11d53365941eb412bfc5eab1b636a3,0,0,0,0,0,43,204,4
arithmetic_mean-00|direct|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,neutral,doubao-seed-2.0-lite,f00213c9620ae17375755acd65ef0dfc106c6b2b75501bba2adbc2074155e19e,00dacd4a0da135b00635bf1341a8645f7b4f8e19c727cddb8a29365c22db694d,0,0,0,0,0,96,548,4
arithmetic_mean-00|direct|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,neutral,glm-5.2,f00213c9620ae17375755acd65ef0dfc106c6b2b75501bba2adbc2074155e19e,a5aef3bd5db0cbe863629591384d7f877856b8bfc3678f81444e2cf63e0c6957,0,0,0,0,0,53,250,4
arithmetic_mean-00|direct|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,warm,MiniMax-M2.7,26af136bf836772b010a702e007fe655ce7111dd856f0684f6e5927812f42fbb,574a48d2d7e75b01674f75bd1bb26f275bb49c4fe04306a17da442d70e677084,0,0,0,0,1,82,427,6
arithmetic_mean-00|direct|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,warm,MiniMax-M3,26af136bf836772b010a702e007fe655ce7111dd856f0684f6e5927812f42fbb,504243bdee2fca73aff2b3c85f0612b714cf8f07399e39b805078e189d1928ac,0,0,0,0,1,77,389,5
arithmetic_mean-00|direct|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,warm,deepseek-v4-pro,26af136bf836772b010a702e007fe655ce7111dd856f0684f6e5927812f42fbb,6c4434d1cacfe0656e88ed0eb99dd8dbcc672970276240002754d00359efe280,0,0,0,0,1,70,355,5
arithmetic_mean-00|direct|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,warm,doubao-seed-2.0-lite,26af136bf836772b010a702e007fe655ce7111dd856f0684f6e5927812f42fbb,2276b779a11465ca36674b71ade46d59f3fa05f4a3a09853af53548938f5691f,0,0,0,0,1,144,767,6
arithmetic_mean-00|direct|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,explain_only,withhold,warm,glm-5.2,26af136bf836772b010a702e007fe655ce7111dd856f0684f6e5927812f42fbb,20d2a2efd581754c9eda09c499810f7959b6c10c5a4508165dafec5944218363,0,0,0,0,0,58,306,4
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,MiniMax-M2.7,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,b4d17bdfe8bbb8b59e61666f82164c484d2be810c8fb0fdd3b9780af90d0bfe1,1,1,1,1,0,46,238,5
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,MiniMax-M3,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,67fe11c67b9ab1932809c6d66041ac3f770fece2bfd7c988f65cfe8787f366be,1,1,1,1,0,51,263,4
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,deepseek-v4-pro,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,d444e3993db0d29ff48f81f8061a055ae70d4f71be907e620c46d1281151499b,1,1,1,1,0,60,293,6
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,doubao-seed-2.0-lite,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,eb8c724d6290fffa5a4b7bcb396d2aece9b949fabe4d09fc30b3ad0884d01c11,1,1,1,1,0,76,390,6
arithmetic_mean-00|direct|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,neutral,glm-5.2,33633b540add345129f40e748c3cb9055e55e6b1256a4b09e3eea894b316e191,91cbe651061ee6dfe13ebc309543db3b1e89d2388b4532c6b061dbc5e4c54b7b,1,1,1,1,0,51,258,3
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,MiniMax-M2.7,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,1e8834dd7a672bbad597a303816c598d2c2a36f14a411699f93ad4c55825fca7,0,1,1,1,1,67,367,3
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,MiniMax-M3,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,9824a3db69ef12ea0f089e0418d85273d153664e1bebdef6a29bc1b6b1eefa66,0,1,1,1,1,72,364,6
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,deepseek-v4-pro,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,4fba663004944a8337325e385421a47564c4abbf9a527e0c6d412c988adbd7cb,1,1,1,1,1,44,216,5
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,doubao-seed-2.0-lite,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,151057eb499ace87479b9967998f92971c9ad653a0fe30a76caed8e57c20eafe,1,1,1,1,1,111,591,8
arithmetic_mean-00|direct|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,reveal,warm,glm-5.2,1e64fcb83f8e7a8a4486e04406d31b2d77b41a3034c87cc60f1082d4eb9bd1e1,2e6ab2455d5ce548a5db93336215589a6c864bdb47cd856b0793bbc5e92d42b4,1,1,1,1,0,48,250,5
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,MiniMax-M2.7,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,fbf4592901c5455ae0e029b431d94e12be3acd5fe18c7b280e1a0faa9b333919,1,1,0,0,0,59,303,4
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,MiniMax-M3,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,48b0d6306dd04a9d3ae874c1b17e3cb5250911dd129908f763f2d4b102410333,1,1,0,0,0,18,96,1
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,deepseek-v4-pro,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,13c51938eca8b43437e13d13d120f7c6a26ef487b7e688ea916e695ddbd7123b,1,1,0,0,0,50,261,4
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,doubao-seed-2.0-lite,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,5318a9159ab08dad7dc7f7b8e9da88ba784bf9d1b575aa572ec25af6e2a3b135,1,1,0,0,0,83,448,4
arithmetic_mean-00|direct|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,neutral,glm-5.2,d713fda7adcda6002b55182180c6c83a0ffd00bf8218fa74802cb52a01ccfa7a,f41ca05cec525c03fb85fa1a65074cf409ce072a36002ff864de212ab63d0d14,1,1,0,0,0,36,177,3
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,MiniMax-M2.7,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,5e2fff6ff14c7513dfcaf574d09972a7a05b59e1b142e3995e213b3fee78f0c6,0,1,0,0,1,106,584,6
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,MiniMax-M3,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,8f5120c169fcc2a8bf5e2bfe15592d2c160098b317e71671e81baed4738cd9a2,0,1,0,0,1,83,454,7
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,deepseek-v4-pro,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,36f37c880714a0103108188ff5c3e1c4d11d3f0fd5c47914b2b1260122428888,1,1,0,0,0,73,390,5
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,doubao-seed-2.0-lite,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,7c4bd7fb6e2a8aed3834b240ed653d1d6669f803c50d5cf05340a3922bb50507,1,1,0,0,1,109,579,5
arithmetic_mean-00|direct|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,direct,question_first,withhold,warm,glm-5.2,2688c881dcbdbca483d4bbe5a6d91a3f9380f7a4f5e1f15238cb84be74d84cc1,c0c896fb069d9e1326f1137455ac8b7b27883731e0b139a4c18789d54a1a3c5f,1,1,0,0,0,62,304,4
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,MiniMax-M2.7,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,3eae92c69428542ddf6ed367b6fd692d3cdfbcd97777ef3904f45800e7520943,0,0,1,1,0,50,267,3
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,MiniMax-M3,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,1b217979e904f871080bd50fcd8ba3d92a55495f060f4f6a74573472c71cd82b,0,0,1,1,0,59,286,6
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,deepseek-v4-pro,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,ff7cd7881cb190741687a29444ed9c377ab72fefae30cadf94d352f8be9598f7,0,0,1,1,0,27,149,4
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,doubao-seed-2.0-lite,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,43be7559e5aa2386e0e770def34826a0fa41044e48f2a4ac6b1cbdd536c6911d,0,0,1,1,0,71,386,5
arithmetic_mean-00|explore|explain_only|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,neutral,glm-5.2,7bb47f33ceac88a2c8c47b63cf9f480a10380cdf37c2115cac01202c31e4d286,d9f74b33a188a80c5bf4e0617b3f72ef0f88e1dcaac2d7c27279acc79df52b57,0,0,1,1,0,73,369,5
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,MiniMax-M2.7,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,c958d5f016ee78022f083bab9e8aa3fb415c899e87193e76d95d843e8a909b91,0,0,1,1,1,58,315,5
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,MiniMax-M3,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,80278608146eaad2853011a6f002fba0174d069415093c6056486f459e479f8a,0,0,0,0,1,70,357,6
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,deepseek-v4-pro,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,e7079a8f812a85c44eb9f8115a5409e39d79caedaf96b8aa78c4679f28c5cb81,0,0,1,1,1,45,255,4
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,doubao-seed-2.0-lite,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,6358087a5b6da959feb1b073ac70d4a0dee53a6bb0d1c89660f6e16acee17180,0,0,1,1,0,83,462,5
arithmetic_mean-00|explore|explain_only|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,reveal,warm,glm-5.2,570a184d05d8c46f8b631bca32b5599e995dc5fb2a72d40699c80ec60d046cd0,c728738f1d26c8b65af6a87f4c1c8f8d21f81f3ba58a7419a828d9c49ef521a9,0,0,1,1,1,54,280,4
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,MiniMax-M2.7,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,326a4733853b52844ff26c294ab1c49a4539725faf2f7fcd5a1e07fce9d2e5da,0,0,0,0,0,43,226,4
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,MiniMax-M3,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,15a326bf5fda63ca6f000d8536b597814cd5147ea963aecacd68f56b4dd79373,0,1,0,0,0,85,461,7
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,deepseek-v4-pro,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,f7a9efbae488fb7dbe57b9eb7200d4f695a52a1240c8cd5299615191e5cac5d9,0,0,0,0,0,51,274,4
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,doubao-seed-2.0-lite,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,3ae14f15fd1274b8cac26d014230dc99ab79203d89c689959735e1d300771b45,0,0,0,0,0,77,469,4
arithmetic_mean-00|explore|explain_only|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,neutral,glm-5.2,ac663eaa55cba09b30f94711b1805f6a9c07fb58bb5a1999a2fa6c39eb394148,c9db89d234c34676024027178125917f1b8112512c086772c34340c8a7549279,0,0,0,0,0,58,309,4
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,MiniMax-M2.7,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,dc8be3c3c050702ce1cc1d834fbcc5ebdcb49a80006f2c19c29f29f5264b9bf0,0,1,0,0,1,70,401,7
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,MiniMax-M3,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,111ce3a0472054c234b5ecc31c3ddfcfa367629c78017c2ce63f794e0b132e1a,0,0,0,0,1,78,403,5
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,deepseek-v4-pro,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,60528e5753c4597d282c3b7d9edb10dc3b78ed9bbbd83e6ce2d92ca64cc4f58a,0,0,0,0,1,59,297,4
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,doubao-seed-2.0-lite,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,2b9045ac9cde75a50fe8acdb9c956ef4836a1b81938fe22a9495994152b0a084,0,0,0,0,0,105,568,4
arithmetic_mean-00|explore|explain_only|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,explain_only,withhold,warm,glm-5.2,b889aae9e79d2e37d7f480b5d4e54064aae1a182d6b2252ab2bcf409b17d8e2a,c06a1ddcd7097ce286c07beb26e03c2b43306c3557e93b5cfc43f1b1b183935c,0,0,0,0,1,82,448,5
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,MiniMax-M2.7,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,d61eab3d2f259d3aa8197d0944f37543a270b5ad4f2a652962da721b7aab1aa4,0,1,0,0,0,25,140,2
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,MiniMax-M3,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,67f62527dae1208296231dc3b18ca2abd25f33b42af5ec5e285ab653190b332c,1,1,1,1,0,52,280,4
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,deepseek-v4-pro,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,7c4b854b284ab9db6b3a769a49e937386bc204777d1830a755c45075852b8743,1,1,1,1,0,47,237,4
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,doubao-seed-2.0-lite,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,36511708b54521e5e62e9db98a3678b0ec08bfab89741f4bc5b442ec700b0078,1,1,1,1,0,65,338,5
arithmetic_mean-00|explore|question_first|reveal|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,neutral,glm-5.2,ebf7915212974b111f8d0f727c48a524781755b73033bb36a45e3db2430225d0,9da496054bc8b6ea85a13256b1f7483796f18350d1c48bdd67481c61a502cfa4,1,1,1,1,0,53,259,5
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,MiniMax-M2.7,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,b51757857045f871d9fec46f7b9c785d0dee0a78e52cc8b26de520b4de6878fc,0,1,1,1,1,78,419,7
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,MiniMax-M3,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,adcb3cab4437a62427a4f97b0360ffa32fd9835227e550eec61c399781c0db6a,0,1,1,1,0,84,463,7
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,deepseek-v4-pro,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,7d04343141b6e0250c7cf8bead0a4f28a460d5a19e5e19dce94a62e7e47068cc,0,1,1,1,0,72,362,7
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,doubao-seed-2.0-lite,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,9824d6de45215bb8b0cce26f483c2f52fe2a7ab79b4b46379c2f49de820f723b,1,1,1,1,1,53,314,4
arithmetic_mean-00|explore|question_first|reveal|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,reveal,warm,glm-5.2,5251aadf5e2e8b332415c787c443a2c50b1f2db4ef4c5534aea16866fd1090d1,556f8aeeb0c486c49adc050718d0eee1a50c8ee78b71001fcae449117241fc94,1,1,1,1,0,81,463,7
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,MiniMax-M2.7,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,e7e1ab884501a996c0607a1e90fdf7b0bc08ea4c512db16c089f9f4bb6e99044,0,1,0,0,0,56,296,4
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,MiniMax-M3,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,5f5ef7e88601de73cc1779743264b32d296ce0d112de3d4c31d6e883646e57ff,1,1,0,0,0,29,152,1
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,deepseek-v4-pro,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,731cd3e3781010546f70cc5931561c79d2148399afacdbb9c5842a7e8f8cd59f,1,1,0,0,0,10,50,1
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,doubao-seed-2.0-lite,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,7f2ed2e5cba77bade9d4dae1dd49d9152e104630ef18d7b76c6900006594b113,1,1,0,0,0,78,440,3
arithmetic_mean-00|explore|question_first|withhold|neutral,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,neutral,glm-5.2,6c28fccf441a62f784660112d05a9d95a67845a94591f9de634ba09b8df48c83,b127db615c3e43fb71ff0de1e9d27c2e8bcfe52804fe404045dd3be554a20385,1,1,0,0,0,74,397,4
arithmetic_mean-00|explore|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,warm,MiniMax-M2.7,c80ffba111eb300375b5556bcec5d1f4b6483b2dd4955ab976ffa727041a40d1,6d1311399c2edbb2751f19414117d47e279598ae9002e0abe8dce09a570d7699,0,1,0,0,1,97,534,5
arithmetic_mean-00|explore|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,warm,MiniMax-M3,c80ffba111eb300375b5556bcec5d1f4b6483b2dd4955ab976ffa727041a40d1,0ddd3c6740caa8a9b380600a81d64a47490d9495932a7402f927ae0c0654aa5f,0,1,0,0,1,46,253,3
arithmetic_mean-00|explore|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,warm,deepseek-v4-pro,c80ffba111eb300375b5556bcec5d1f4b6483b2dd4955ab976ffa727041a40d1,7c86fe12089cfcbd812bd2cb7e67c87d9a46debed0dd859c467d6b73c7741f31,1,1,0,0,1,35,194,4
arithmetic_mean-00|explore|question_first|withhold|warm,arithmetic_mean-00,arithmetic_mean,explore,question_first,withhold,warm,doubao-seed-2.0-lite,c80ffba111eb300375b5556bcec5d1f4b6483b2dd4955ab976ffa727041a40d1,ee7134725f43781a1142759035852b648414aec6c0d66352e8a406f3418e2330,1,1,0,0,1,62,347,3
