group,factor,high,low,metric,mean_difference,bootstrap_ci_low,bootstrap_ci_high,target_metric
MiniMax-M3,question_policy,question_first,explain_only,answer_reveal_any,-0.03515625,-0.078125,0.0078125,False
MiniMax-M3,question_policy,question_first,explain_only,word_count,-22.140625,-27.9142578125,-16.843066406250003,False
MiniMax-M3,question_policy,question_first,explain_only,char_count,-122.43359375,-155.13271484375,-92.80976562500001,False
MiniMax-M3,question_policy,question_first,explain_only,sentence_count,-1.5234375,-1.91806640625,-1.16015625,False
MiniMax-M3,answer_policy,reveal,withhold,question_first,0.0703125,0.03515625,0.10546875,False
MiniMax-M3,answer_policy,reveal,withhold,answer_reveal_correct,0.82421875,0.78515625,0.86328125,True
MiniMax-M3,answer_policy,reveal,withhold,warmth_marker,-0.03515625,-0.09375,0.0234375,False
MiniMax-M3,answer_policy,reveal,withhold,question_any,-0.1015625,-0.140625,-0.06640625,False
MiniMax-M3,answer_policy,reveal,withhold,answer_reveal_any,0.83203125,0.796875,0.8671875,False
MiniMax-M3,answer_policy,reveal,withhold,word_count,-5.921875,-10.4193359375,-1.781054687500001,False
MiniMax-M3,answer_policy,reveal,withhold,char_count,-35.71484375,-60.21689453125,-12.454492187500014,False
MiniMax-M3,answer_policy,reveal,withhold,sentence_count,0.0078125,-0.37109375,0.32421875,False
MiniMax-M3,tone_policy,warm,neutral,question_first,-0.375,-0.41015625,-0.33984375,False
MiniMax-M3,tone_policy,warm,neutral,answer_reveal_correct,0.01171875,-0.0234375,0.05078125,False
MiniMax-M3,tone_policy,warm,neutral,warmth_marker,0.63671875,0.5625,0.70703125,True
MiniMax-M3,tone_policy,warm,neutral,question_any,0.0625,0.0234375,0.1015625,False
MiniMax-M3,tone_policy,warm,neutral,answer_reveal_any,0.00390625,-0.03515625,0.04296875,False
MiniMax-M3,tone_policy,warm,neutral,word_count,32.2421875,27.5966796875,37.32822265625,False
MiniMax-M3,tone_policy,warm,neutral,char_count,173.54296875,149.83564453125,198.06962890625,False
MiniMax-M3,tone_policy,warm,neutral,sentence_count,2.1171875,1.8125,2.45703125,False
deepseek-v4-pro,question_policy,question_first,explain_only,question_first,0.9296875,0.8984375,0.95703125,True
deepseek-v4-pro,question_policy,question_first,explain_only,answer_reveal_correct,-0.0078125,-0.01953125,0.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,warmth_marker,0.0625,0.015625,0.10546875,False
deepseek-v4-pro,question_policy,question_first,explain_only,question_any,0.99609375,0.98828125,1.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,answer_reveal_any,-0.00390625,-0.01171875,0.0,False
deepseek-v4-pro,question_policy,question_first,explain_only,word_count,2.59375,-0.6994140625,6.008105468749998,False
deepseek-v4-pro,question_policy,question_first,explain_only,char_count,9.29296875,-8.33876953125,27.785351562499997,False
deepseek-v4-pro,question_policy,question_first,explain_only,sentence_count,0.43359375,0.25,0.6171875,False
deepseek-v4-pro,answer_policy,reveal,withhold,question_first,0.0546875,0.02734375,0.0859375,False
deepseek-v4-pro,answer_policy,reveal,withhold,answer_reveal_correct,0.9921875,0.98046875,1.0,True
deepseek-v4-pro,answer_policy,reveal,withhold,warmth_marker,-0.0078125,-0.06640625,0.05078125,False
deepseek-v4-pro,answer_policy,reveal,withhold,question_any,-0.00390625,-0.01171875,0.0,False
deepseek-v4-pro,answer_policy,reveal,withhold,answer_reveal_any,0.99609375,0.98828125,1.0,False
deepseek-v4-pro,answer_policy,reveal,withhold,word_count,-9.046875,-12.19580078125,-5.800195312500003,False
deepseek-v4-pro,answer_policy,reveal,withhold,char_count,-53.95703125,-73.85751953125,-33.4880859375,False
deepseek-v4-pro,answer_policy,reveal,withhold,sentence_count,0.44140625,0.26953125,0.609375,False
deepseek-v4-pro,tone_policy,warm,neutral,question_first,-0.0546875,-0.0859375,-0.0234375,False
deepseek-v4-pro,tone_policy,warm,neutral,answer_reveal_correct,0.0078125,0.0,0.01953125,False
deepseek-v4-pro,tone_policy,warm,neutral,warmth_marker,0.6015625,0.54296875,0.65234375,True
deepseek-v4-pro,tone_policy,warm,neutral,question_any,0.00390625,0.0,0.01171875,False
deepseek-v4-pro,tone_policy,warm,neutral,answer_reveal_any,0.00390625,0.0,0.01171875,False
deepseek-v4-pro,tone_policy,warm,neutral,word_count,20.6328125,17.49599609375,24.1328125,False
deepseek-v4-pro,tone_policy,warm,neutral,char_count,110.41015625,94.59287109375,127.7580078125,False
deepseek-v4-pro,tone_policy,warm,neutral,sentence_count,1.03515625,0.87890625,1.2071289062499995,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,question_first,0.99609375,0.98828125,1.0,True
doubao-seed-2.0-lite,question_policy,question_first,explain_only,answer_reveal_correct,0.0,-0.02734375,0.02734375,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,warmth_marker,0.09765625,0.04296875,0.15234375,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,question_any,1.0,1.0,1.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,word_count,-4.1328125,-7.1642578125,-1.1600585937500005,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,char_count,-35.14453125,-50.20009765625,-18.768945312500023,False
doubao-seed-2.0-lite,question_policy,question_first,explain_only,sentence_count,0.30078125,0.14453125,0.44541015624999947,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,question_first,0.00390625,0.0,0.01171875,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,answer_reveal_correct,0.953125,0.9140625,0.984375,True
doubao-seed-2.0-lite,answer_policy,reveal,withhold,warmth_marker,0.01171875,-0.04296875,0.0625,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,question_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,word_count,-22.0703125,-25.2580078125,-18.984179687500003,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,char_count,-128.02734375,-144.0275390625,-113.44462890625,False
doubao-seed-2.0-lite,answer_policy,reveal,withhold,sentence_count,0.68359375,0.54287109375,0.8165039062499995,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,question_first,0.00390625,0.0,0.01171875,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,answer_reveal_correct,0.0,-0.03515625,0.03515625,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,warmth_marker,0.58984375,0.5234375,0.65234375,True
doubao-seed-2.0-lite,tone_policy,warm,neutral,question_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,word_count,28.0234375,25.49208984375,30.735156249999996,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,char_count,149.38671875,135.58046875,163.96171875,False
doubao-seed-2.0-lite,tone_policy,warm,neutral,sentence_count,0.76953125,0.62109375,0.9140625,False
glm-5.2,question_policy,question_first,explain_only,question_first,0.8671875,0.8203125,0.90625,True
glm-5.2,question_policy,question_first,explain_only,answer_reveal_correct,0.0,0.0,0.0,False
glm-5.2,question_policy,question_first,explain_only,warmth_marker,0.06640625,0.015625,0.1171875,False
glm-5.2,question_policy,question_first,explain_only,question_any,0.984375,0.96875,0.99609375,False
glm-5.2,question_policy,question_first,explain_only,answer_reveal_any,0.0,0.0,0.0,False
glm-5.2,question_policy,question_first,explain_only,word_count,-0.06640625,-2.4806640625,2.343945312499999,False
glm-5.2,question_policy,question_first,explain_only,char_count,-4.23828125,-18.9224609375,10.093066406249982,False
glm-5.2,question_policy,question_first,explain_only,sentence_count,0.15234375,-0.046875,0.35546875,False
glm-5.2,answer_policy,reveal,withhold,question_first,0.078125,0.046875,0.109375,False
glm-5.2,answer_policy,reveal,withhold,answer_reveal_correct,1.0,1.0,1.0,True
glm-5.2,answer_policy,reveal,withhold,warmth_marker,-0.06640625,-0.125,-0.00390625,False
glm-5.2,answer_policy,reveal,withhold,question_any,-0.015625,-0.03125,-0.00390625,False
glm-5.2,answer_policy,reveal,withhold,answer_reveal_any,1.0,1.0,1.0,False
glm-5.2,answer_policy,reveal,withhold,word_count,-8.55078125,-11.31259765625,-5.937207031250002,False
glm-5.2,answer_policy,reveal,withhold,char_count,-51.83984375,-67.75185546875,-36.362402343750006,False
glm-5.2,answer_policy,reveal,withhold,sentence_count,0.24609375,0.011621093750000006,0.48828125,False
glm-5.2,tone_policy,warm,neutral,question_first,-0.0859375,-0.1171875,-0.0546875,False
glm-5.2,tone_policy,warm,neutral,answer_reveal_correct,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,warmth_marker,0.51171875,0.44921875,0.5704101562499995,True
glm-5.2,tone_policy,warm,neutral,question_any,0.0078125,-0.0078125,0.0234375,False
glm-5.2,tone_policy,warm,neutral,answer_reveal_any,0.0,0.0,0.0,False
glm-5.2,tone_policy,warm,neutral,word_count,23.91015625,21.703125,25.94541015625,False
glm-5.2,tone_policy,warm,neutral,char_count,130.36328125,118.6607421875,141.4376953125,False
glm-5.2,tone_policy,warm,neutral,sentence_count,1.37890625,1.17177734375,1.578125,False
