repeat,task,null_mse,global_model_mse,task_model_mse,train_test_source_overlap,dimension,score_panel,source_policy,relative_mse_reduction
5,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4896038609443328,0.4249425586894242,0,affective_warmth,consensus,exclude,0.13206861181648333
6,longtutor,0.701388888888889,0.5273955549693309,0.4999131944444445,0,affective_warmth,consensus,exclude,0.05210957935829508
6,mathdial_hard,0.9283854166666667,0.68184408204556,0.6723649959276405,0,affective_warmth,consensus,exclude,0.013902131539342277
6,mathdial_standard,0.859848484848485,0.6317686032083516,0.6293323413055307,0,affective_warmth,consensus,exclude,0.003856256690263904
6,socratic,0.0,0.13684988208267418,0.0,0,affective_warmth,consensus,exclude,1.0
6,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49446453057647916,0.45040263291940397,0,affective_warmth,consensus,exclude,0.08911033033189442
7,longtutor,0.7013888888888888,0.5213616572734898,0.4718634252716168,0,affective_warmth,consensus,exclude,0.09494029971580331
7,mathdial_hard,0.9283854166666669,0.6878737858340609,0.7080595771124355,0,affective_warmth,consensus,exclude,-0.02934519630501531
7,mathdial_standard,0.8598484848484851,0.6203892864719563,0.5951990121645345,0,affective_warmth,consensus,exclude,0.04060398020519418
7,socratic,0.0,0.13615468057898902,0.0,0,affective_warmth,consensus,exclude,1.0
7,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.491444852539624,0.4437805036371467,0,affective_warmth,consensus,exclude,0.09698819441523043
8,longtutor,0.701388888888889,0.5218354280880633,0.44527109859025166,0,affective_warmth,consensus,exclude,0.14672121779529856
8,mathdial_hard,0.9283854166666666,0.7040895367900665,0.7273517911529477,0,affective_warmth,consensus,exclude,-0.0330387729789785
8,mathdial_standard,0.8598484848484851,0.6244113639271981,0.5724988786084069,0,affective_warmth,consensus,exclude,0.08313827761283965
8,socratic,0.0,0.13640808634477203,0.0,0,affective_warmth,consensus,exclude,1.0
8,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.496686103787525,0.43628044208790157,0,affective_warmth,consensus,exclude,0.12161737813680418
9,longtutor,0.7013888888888891,0.527819602987935,0.45719186817671675,0,affective_warmth,consensus,exclude,0.13381036704851723
9,mathdial_hard,0.9283854166666667,0.695945226683507,0.7471826040465207,0,affective_warmth,consensus,exclude,-0.07362271540704857
9,mathdial_standard,0.859848484848485,0.6150364112842844,0.5885020104902107,0,affective_warmth,consensus,exclude,0.0431428128599185
9,socratic,0.0,0.14310606773493004,0.0,0,affective_warmth,consensus,exclude,1.0
9,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49547682717266406,0.448219120678362,0,affective_warmth,consensus,exclude,0.0953782374928982
10,longtutor,0.701388888888889,0.5218732789759699,0.465837108964198,0,affective_warmth,consensus,exclude,0.10737505112683143
10,mathdial_hard,0.9283854166666667,0.6935275091876965,0.8313796144844913,0,affective_warmth,consensus,exclude,-0.19876948422457819
10,mathdial_standard,0.8598484848484849,0.6080091775148471,0.5979697380457114,0,affective_warmth,consensus,exclude,0.01651198672719134
10,socratic,0.0,0.14922263041196757,0.0,0,affective_warmth,consensus,exclude,1.0
10,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49315814902262023,0.4737966153736002,0,affective_warmth,consensus,exclude,0.039260293452297756
11,longtutor,0.7013888888888888,0.519796305657917,0.4606523182782912,0,affective_warmth,consensus,exclude,0.11378300833586352
11,mathdial_hard,0.9283854166666667,0.6862942477487628,0.6938009379822531,0,affective_warmth,consensus,exclude,-0.010938005466480716
11,mathdial_standard,0.8598484848484849,0.6187815394468882,0.597537199824316,0,affective_warmth,consensus,exclude,0.034332536231707844
11,socratic,0.0,0.13902958300914994,0.0,0,affective_warmth,consensus,exclude,1.0
11,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4909754189656795,0.43799761402121506,0,affective_warmth,consensus,exclude,0.10790317172307906
12,longtutor,0.701388888888889,0.5220099409504254,0.447638888888889,0,affective_warmth,consensus,exclude,0.14247056660669866
12,mathdial_hard,0.9283854166666667,0.6780270646750495,0.6953251030993673,0,affective_warmth,consensus,exclude,-0.025512312598624742
12,mathdial_standard,0.859848484848485,0.6160968713099866,0.5957031948612114,0,affective_warmth,consensus,exclude,0.033101412129252994
12,socratic,0.0,0.1372495235267928,0.0,0,affective_warmth,consensus,exclude,1.0
12,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.48834585011556353,0.43466679671236697,0,affective_warmth,consensus,exclude,0.10992015881878348
13,longtutor,0.701388888888889,0.5268846663643387,0.44546191431713317,0,affective_warmth,consensus,exclude,0.15453619595545798
13,mathdial_hard,0.9283854166666667,0.6891231232685143,0.674654610005767,0,affective_warmth,consensus,exclude,0.020995541687997776
13,mathdial_standard,0.8598484848484851,0.6229944683659447,0.5943621399176955,0,affective_warmth,consensus,exclude,0.04595920172991119
13,socratic,0.0,0.13772692258501684,0.0,0,affective_warmth,consensus,exclude,1.0
13,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4941822951459537,0.4286196660601489,0,affective_warmth,consensus,exclude,0.13266891535732028
14,longtutor,0.701388888888889,0.5282913042275255,0.4471812307098765,0,affective_warmth,consensus,exclude,0.15353285747576184
14,mathdial_hard,0.9283854166666669,0.6765497063866337,0.6579771236672279,0,affective_warmth,consensus,exclude,0.027451911580302912
14,mathdial_standard,0.8598484848484849,0.6181369584622782,0.5901593170938411,0,affective_warmth,consensus,exclude,0.045261233753173924
14,socratic,0.0,0.13810078688560606,0.0,0,affective_warmth,consensus,exclude,1.0
14,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4902696889905109,0.42382941786773637,0,affective_warmth,consensus,exclude,0.1355178029863079
15,longtutor,0.701388888888889,0.5223411384887537,0.4451388888888889,0,affective_warmth,consensus,exclude,0.147800439044927
15,mathdial_hard,0.9283854166666669,0.6797275163622287,0.652677043250576,0,affective_warmth,consensus,exclude,0.03979605424306154
15,mathdial_standard,0.8598484848484849,0.6156103816103339,0.5769583096746559,0,affective_warmth,consensus,exclude,0.06278658237466794
15,socratic,0.0,0.13771766704212712,0.0,0,affective_warmth,consensus,exclude,1.0
15,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.48884917587586085,0.41869356045353023,0,affective_warmth,consensus,exclude,0.14351178008356924
16,longtutor,0.701388888888889,0.5214838427223517,0.48534722222222226,0,affective_warmth,consensus,exclude,0.06929576247555824
16,mathdial_hard,0.928385416666667,0.6900372723847642,0.7126102330372376,0,affective_warmth,consensus,exclude,-0.03271266865695721
16,mathdial_standard,0.859848484848485,0.620855450428471,0.575866991113578,0,affective_warmth,consensus,exclude,0.07246205100373226
16,socratic,0.0,0.13527161604690716,0.0,0,affective_warmth,consensus,exclude,1.0
16,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4919120453956235,0.4434561115932595,0,affective_warmth,consensus,exclude,0.09850528007175152
17,longtutor,0.701388888888889,0.5300719307160122,0.4886388305646584,0,affective_warmth,consensus,exclude,0.07816505223241432
17,mathdial_hard,0.9283854166666667,0.6833858767297993,0.6919020664544753,0,affective_warmth,consensus,exclude,-0.012461758451064897
17,mathdial_standard,0.8598484848484851,0.6159425375930677,0.578602537722908,0,affective_warmth,consensus,exclude,0.060622537966080414
17,socratic,0.0,0.13837109723861468,0.0,0,affective_warmth,consensus,exclude,1.0
17,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49194286056937353,0.43978585868551046,0,affective_warmth,consensus,exclude,0.10602247956906352
18,longtutor,0.701388888888889,0.5258259710365848,0.4666874562485299,0,affective_warmth,consensus,exclude,0.11246784686475719
18,mathdial_hard,0.9283854166666669,0.6908924662097468,0.7277723215986787,0,affective_warmth,consensus,exclude,-0.05338002249649021
18,mathdial_standard,0.8598484848484849,0.6226210362171561,0.5811737033812253,0,affective_warmth,consensus,exclude,0.0665691173683296
18,socratic,0.0,0.1399682933780445,0.0,0,affective_warmth,consensus,exclude,1.0
18,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4948269417103831,0.4439083703071085,0,affective_warmth,consensus,exclude,0.10290177658329025
19,longtutor,0.701388888888889,0.532445546206848,0.48384987985139694,0,affective_warmth,consensus,exclude,0.09126880054053887
19,mathdial_hard,0.9283854166666669,0.6832377741651948,0.6690817017893692,0,affective_warmth,consensus,exclude,0.02071910089151907
19,mathdial_standard,0.8598484848484849,0.624960499472758,0.5965341806006292,0,affective_warmth,consensus,exclude,0.04548498488482133
19,socratic,0.0,0.14207038937247093,0.0,0,affective_warmth,consensus,exclude,1.0
19,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49567855230431795,0.43736644056034885,0,affective_warmth,consensus,exclude,0.11764098219075014
20,longtutor,0.701388888888889,0.5207326222053268,0.456174945323297,0,affective_warmth,consensus,exclude,0.1239747120290352
20,mathdial_hard,0.9283854166666669,0.6950058256916077,0.713271846064815,0,affective_warmth,consensus,exclude,-0.026281823400588822
20,mathdial_standard,0.8598484848484851,0.6221745378663285,0.5761028201655511,0,affective_warmth,consensus,exclude,0.07404950684541778
20,socratic,0.0,0.13501233869928292,0.0,0,affective_warmth,consensus,exclude,1.0
20,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49323133111563655,0.43638740288841577,0,affective_warmth,consensus,exclude,0.11524800766132581
21,longtutor,0.7013888888888888,0.5209673315937848,0.4341228576174493,0,affective_warmth,consensus,exclude,0.16669850240062845
21,mathdial_hard,0.9283854166666669,0.6815438916423484,0.6682301546653763,0,affective_warmth,consensus,exclude,0.01953467288055266
21,mathdial_standard,0.859848484848485,0.6213009389376697,0.6095401546327472,0,affective_warmth,consensus,exclude,0.018929287834381192
21,socratic,0.0,0.1447857981389129,0.0,0,affective_warmth,consensus,exclude,1.0
21,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.492149490078179,0.4279732917288932,0,affective_warmth,consensus,exclude,0.13039980665039652
22,longtutor,0.701388888888889,0.5338368088058575,0.45228803552979385,0,affective_warmth,consensus,exclude,0.15275974217379373
22,mathdial_hard,0.9283854166666667,0.6931176295982084,0.7358152488425926,0,affective_warmth,consensus,exclude,-0.0616022698328067
22,mathdial_standard,0.859848484848485,0.6216947174150128,0.6089327321538861,0,affective_warmth,consensus,exclude,0.020527736369050475
22,socratic,0.0,0.16563081293662962,0.0,0,affective_warmth,consensus,exclude,1.0
22,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.5035699921889272,0.44925900413156816,0,affective_warmth,consensus,exclude,0.10785191512559955
23,longtutor,0.701388888888889,0.5187141127248278,0.44993703703703697,0,affective_warmth,consensus,exclude,0.13259148729634884
23,mathdial_hard,0.9283854166666667,0.6797383205996309,0.6347467218697608,0,affective_warmth,consensus,exclude,0.06618958703134581
23,mathdial_standard,0.8598484848484851,0.622032187542208,0.6217878228314646,0,affective_warmth,consensus,exclude,0.00039284898054703365
23,socratic,0.0,0.1397557746591039,0.0,0,affective_warmth,consensus,exclude,1.0
23,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4900600988814426,0.4266178954345656,0,affective_warmth,consensus,exclude,0.1294580064601938
24,longtutor,0.701388888888889,0.536383128159008,0.4695164271720794,0,affective_warmth,consensus,exclude,0.12466220035001974
24,mathdial_hard,0.9283854166666667,0.6849578715001128,0.6592518928943522,0,affective_warmth,consensus,exclude,0.03752928417256152
24,mathdial_standard,0.859848484848485,0.6323550926085034,0.6269129027943434,0,affective_warmth,consensus,exclude,0.008606224378949201
24,socratic,0.0,0.1429107055490038,0.0,0,affective_warmth,consensus,exclude,1.0
24,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49915169945415705,0.43892030571519375,0,affective_warmth,consensus,exclude,0.1206675121107047
25,longtutor,0.7013888888888888,0.5446865432892725,0.46794593870759327,0,affective_warmth,consensus,exclude,0.14088948134876855
25,mathdial_hard,0.9283854166666669,0.6946903496677229,0.6654975016286472,0,affective_warmth,consensus,exclude,0.04202282074745811
25,mathdial_standard,0.859848484848485,0.63023409611123,0.5972024528529751,0,affective_warmth,consensus,exclude,0.052411704574652496
25,socratic,0.0,0.14008220617050254,0.0,0,affective_warmth,consensus,exclude,1.0
25,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.5024232988096821,0.4326614732973039,0,affective_warmth,consensus,exclude,0.1388506975644932
26,longtutor,0.701388888888889,0.5250146391971626,0.4651255824235623,0,affective_warmth,consensus,exclude,0.11407121307166024
26,mathdial_hard,0.9283854166666667,0.6860584636091207,0.7013857542438272,0,affective_warmth,consensus,exclude,-0.022341085268556826
26,mathdial_standard,0.859848484848485,0.6202613943667487,0.5903448951597099,0,affective_warmth,consensus,exclude,0.04823208324545458
26,socratic,0.0,0.1304099933707677,0.0,0,affective_warmth,consensus,exclude,1.0
26,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49043612263594993,0.4392140579567748,0,affective_warmth,consensus,exclude,0.1044418677887583
27,longtutor,0.701388888888889,0.5212071015851476,0.4600999999999999,0,affective_warmth,consensus,exclude,0.11724149843565568
27,mathdial_hard,0.9283854166666667,0.6856108804004055,0.674886702409193,0,affective_warmth,consensus,exclude,0.015641785009230635
27,mathdial_standard,0.8598484848484849,0.6141271727815476,0.5698624214544887,0,affective_warmth,consensus,exclude,0.07207750005031022
27,socratic,0.0,0.13949834846200154,0.0,0,affective_warmth,consensus,exclude,1.0
27,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4901108758072756,0.4262122809659204,0,affective_warmth,consensus,exclude,0.1303757945303825
28,longtutor,0.701388888888889,0.5204455723828071,0.4756353865030162,0,affective_warmth,consensus,exclude,0.08609965817296139
28,mathdial_hard,0.9283854166666669,0.680117698247135,0.6737145543981482,0,affective_warmth,consensus,exclude,0.009414758453558214
28,mathdial_standard,0.859848484848485,0.6102982918265005,0.6294457943556507,0,affective_warmth,consensus,exclude,-0.031374006425358925
28,socratic,0.0,0.14128528518818068,0.0,0,affective_warmth,consensus,exclude,1.0
28,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.48803671191115583,0.4446989338142038,0,affective_warmth,consensus,exclude,0.08880024194745706
29,longtutor,0.701388888888889,0.5244641217728473,0.47127667574673254,0,affective_warmth,consensus,exclude,0.10141293525727768
29,mathdial_hard,0.9283854166666667,0.6706211328529766,0.6610773080225312,0,affective_warmth,consensus,exclude,0.014231321327205837
29,mathdial_standard,0.8598484848484849,0.6188863848796002,0.6360920639530402,0,affective_warmth,consensus,exclude,-0.027801030195206522
29,socratic,0.0,0.13970176896777503,0.0,0,affective_warmth,consensus,exclude,1.0
29,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4884183521182998,0.44211151193057596,0,affective_warmth,consensus,exclude,0.09480978752515812
30,longtutor,0.701388888888889,0.5357949779369512,0.4638584853249805,0,affective_warmth,consensus,exclude,0.13426122971319776
30,mathdial_hard,0.9283854166666666,0.6889764413211131,0.6633066754543897,0,affective_warmth,consensus,exclude,0.03725782817406875
30,mathdial_standard,0.8598484848484849,0.6269840813407359,0.60881660229016,0,affective_warmth,consensus,exclude,0.02897598135462509
30,socratic,0.0,0.13894157229549828,0.0,0,affective_warmth,consensus,exclude,1.0
30,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49767426822357463,0.43399544076738256,0,affective_warmth,consensus,exclude,0.127952822804142
31,longtutor,0.701388888888889,0.5329749260349177,0.4822991846784882,0,affective_warmth,consensus,exclude,0.09508091071644431
31,mathdial_hard,0.9283854166666667,0.6864185163605574,0.6661621204623254,0,affective_warmth,consensus,exclude,0.02951027021478525
31,mathdial_standard,0.8598484848484851,0.6221555751245845,0.5880223236710672,0,affective_warmth,consensus,exclude,0.05486288770567116
31,socratic,0.0,0.1374493135693547,0.0,0,affective_warmth,consensus,exclude,1.0
31,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4947495827723536,0.43412090720297025,0,affective_warmth,consensus,exclude,0.1225441671514862
32,longtutor,0.701388888888889,0.5214567185714098,0.4376388888888888,0,affective_warmth,consensus,exclude,0.1607378459177773
32,mathdial_hard,0.9283854166666669,0.6860011227904884,0.6969232514322031,0,affective_warmth,consensus,exclude,-0.015921444264239915
32,mathdial_standard,0.8598484848484851,0.6176655470761139,0.5877971635547392,0,affective_warmth,consensus,exclude,0.04835688774088942
32,socratic,0.0,0.1376492160945976,0.0,0,affective_warmth,consensus,exclude,1.0
32,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4906931511331524,0.4305898259689578,0,affective_warmth,consensus,exclude,0.12248657847658706
33,longtutor,0.701388888888889,0.5318089774888362,0.4686363028847529,0,affective_warmth,consensus,exclude,0.11878828165402566
33,mathdial_hard,0.9283854166666667,0.6852645741237458,0.7070930386766976,0,affective_warmth,consensus,exclude,-0.03185406830765203
33,mathdial_standard,0.8598484848484849,0.6128514093153438,0.6059649689697769,0,affective_warmth,consensus,exclude,0.011236721072829248
33,socratic,0.0,0.13323018819012752,0.0,0,affective_warmth,consensus,exclude,1.0
33,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4907887872795133,0.4454235776328068,0,affective_warmth,consensus,exclude,0.09243326421161724
34,longtutor,0.701388888888889,0.5245082346608086,0.476438701713427,0,affective_warmth,consensus,exclude,0.09164686037478031
34,mathdial_hard,0.928385416666667,0.7220076087131967,0.8409571027556543,0,affective_warmth,consensus,exclude,-0.1647482555681874
34,mathdial_standard,0.859848484848485,0.6270358665431803,0.5796388522079212,0,affective_warmth,consensus,exclude,0.07558900034946436
34,socratic,0.0,0.1421825799232685,0.0,0,affective_warmth,consensus,exclude,1.0
34,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.5039335724601135,0.4742586641692506,0,affective_warmth,consensus,exclude,0.05888654757807721
35,longtutor,0.701388888888889,0.5238580279218003,0.4625289351851851,0,affective_warmth,consensus,exclude,0.11707197268678704
35,mathdial_hard,0.9283854166666666,0.6889175354819732,0.6804833125228426,0,affective_warmth,consensus,exclude,0.012242717777868672
35,mathdial_standard,0.859848484848485,0.6135325497406848,0.5763124745057372,0,affective_warmth,consensus,exclude,0.0606652006493853
35,socratic,0.0,0.14148124955815797,0.0,0,affective_warmth,consensus,exclude,1.0
35,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49194734067565404,0.42983118055344116,0,affective_warmth,consensus,exclude,0.12626587235312792
36,longtutor,0.701388888888889,0.5250857140290353,0.4566288929647985,0,affective_warmth,consensus,exclude,0.13037265961581912
36,mathdial_hard,0.9283854166666667,0.6865936030331745,0.7478456854217812,0,affective_warmth,consensus,exclude,-0.08921155413917714
36,mathdial_standard,0.859848484848485,0.615067664773766,0.5946630908746267,0,affective_warmth,consensus,exclude,0.03317451894767465
36,socratic,0.0,0.14378204023115276,0.0,0,affective_warmth,consensus,exclude,1.0
36,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4926322555167821,0.4497844173153016,0,affective_warmth,consensus,exclude,0.08697732988785345
37,longtutor,0.701388888888889,0.5228036034352496,0.4482349537037037,0,affective_warmth,consensus,exclude,0.14263224132651064
37,mathdial_hard,0.9283854166666667,0.6913080181441025,0.6873447747878088,0,affective_warmth,consensus,exclude,0.00573296309644078
37,mathdial_standard,0.859848484848485,0.627398396977345,0.5963906035665294,0,affective_warmth,consensus,exclude,0.04942281261827208
37,socratic,0.0,0.13962206240053537,0.0,0,affective_warmth,consensus,exclude,1.0
37,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4952830202393081,0.43299258301451043,0,affective_warmth,consensus,exclude,0.12576735861992705
38,longtutor,0.7013888888888887,0.5189931134591848,0.44304826723619295,0,affective_warmth,consensus,exclude,0.1463311251218834
38,mathdial_hard,0.9283854166666667,0.6834507591713057,0.6602180386766976,0,affective_warmth,consensus,exclude,0.033993261669323704
38,mathdial_standard,0.8598484848484848,0.6172903638480297,0.5922818012053394,0,affective_warmth,consensus,exclude,0.0405134505693453
38,socratic,0.0,0.13762542947031228,0.0,0,affective_warmth,consensus,exclude,1.0
38,ALL_EQUAL_TASK_WEIGHT,0.62240569760101,0.48933991648720815,0.4238870267795575,0,affective_warmth,consensus,exclude,0.13375751191015228
39,longtutor,0.7013888888888888,0.5206191607621207,0.4420138888888888,0,affective_warmth,consensus,exclude,0.15098420841477223
39,mathdial_hard,0.9283854166666667,0.6891294917914992,0.7185938145191206,0,affective_warmth,consensus,exclude,-0.04275585804784576
39,mathdial_standard,0.859848484848485,0.6154092556703701,0.5946238000922409,0,affective_warmth,consensus,exclude,0.03377501294725804
39,socratic,0.0,0.14151720402489487,0.0,0,affective_warmth,consensus,exclude,1.0
39,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4916687780622212,0.43880787587506254,0,affective_warmth,consensus,exclude,0.10751323766275245
40,longtutor,0.701388888888889,0.5230395498258803,0.45675462500584507,0,affective_warmth,consensus,exclude,0.12673023453408339
40,mathdial_hard,0.9283854166666667,0.6785694878555271,0.6767526333019434,0,affective_warmth,consensus,exclude,0.0026774775260312023
40,mathdial_standard,0.859848484848485,0.6149598772804165,0.5771740687587047,0,affective_warmth,consensus,exclude,0.06144434770088547
40,socratic,0.0,0.13341394037096319,0.0,0,affective_warmth,consensus,exclude,1.0
40,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.48749571383319673,0.4276703317666233,0,affective_warmth,consensus,exclude,0.12271981141365174
41,longtutor,0.701388888888889,0.5313159592271433,0.48808285856663386,0,affective_warmth,consensus,exclude,0.08136985142211173
41,mathdial_hard,0.9283854166666667,0.6816881772231571,0.706342125649128,0,affective_warmth,consensus,exclude,-0.036166020256355624
41,mathdial_standard,0.859848484848485,0.6174013228949881,0.5978400922751931,0,affective_warmth,consensus,exclude,0.03168316926836601
41,socratic,0.0,0.14256301874036215,0.0,0,affective_warmth,consensus,exclude,1.0
41,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.4932421195214126,0.4480662691227387,0,affective_warmth,consensus,exclude,0.0915896039910532
42,longtutor,0.7013888888888891,0.5244028398259826,0.46757654738423965,0,affective_warmth,consensus,exclude,0.10836381523143568
42,mathdial_hard,0.9283854166666667,0.6874906093467182,0.6840895664544753,0,affective_warmth,consensus,exclude,0.00494703905188576
42,mathdial_standard,0.8598484848484851,0.6169476873859101,0.5900659605489366,0,affective_warmth,consensus,exclude,0.04357213324013742
42,socratic,0.0,0.14231282922150265,0.0,0,affective_warmth,consensus,exclude,1.0
42,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.49278849144502834,0.43543301859691286,0,affective_warmth,consensus,exclude,0.11638963539901093
43,longtutor,0.701388888888889,0.5240767577488047,0.4947676170064009,0,affective_warmth,consensus,exclude,0.0559252825259845
43,mathdial_hard,0.9283854166666665,0.6714208863024085,0.640795295621142,0,affective_warmth,consensus,exclude,0.04561310395022877
43,mathdial_standard,0.8598484848484849,0.6142491276801844,0.6001164634549082,0,affective_warmth,consensus,exclude,0.02300803304133381
43,socratic,0.0,0.14002322046122712,0.0,0,affective_warmth,consensus,exclude,1.0
43,ALL_EQUAL_TASK_WEIGHT,0.62240569760101,0.48744249804815615,0.4339198440206128,0,affective_warmth,consensus,exclude,0.10980301110769308
44,longtutor,0.701388888888889,0.5291739793013888,0.48736474592802387,0,affective_warmth,consensus,exclude,0.07900848304854502
44,mathdial_hard,0.9283854166666667,0.6723022767099003,0.6539803960875684,0,affective_warmth,consensus,exclude,0.027252444706858836
44,mathdial_standard,0.8598484848484851,0.6167485120411151,0.5913035516066014,0,affective_warmth,consensus,exclude,0.0412566223310441
44,socratic,0.0,0.13970611515705456,0.0,0,affective_warmth,consensus,exclude,1.0
44,ALL_EQUAL_TASK_WEIGHT,0.6224056976010102,0.48948272080236466,0.4331621734055484,0,affective_warmth,consensus,exclude,0.11506135968292219
45,longtutor,0.701388888888889,0.5226164167897009,0.4445698302469136,0,affective_warmth,consensus,exclude,0.14933818386763964
45,mathdial_hard,0.9283854166666667,0.6763467243031572,0.652861446126124,0,affective_warmth,consensus,exclude,0.03472372576540572
45,mathdial_standard,0.859848484848485,0.617461809998899,0.5957668811039903,0,affective_warmth,consensus,exclude,0.03513566109448507
