classifier_variant,family,model,pair_id,target_act,generic,pedagogy,delta
char_svm,hard,deepseek-v4-flash,112,probing,0,0,0
char_svm,hard,deepseek-v4-flash,113,probing,0,0,0
char_svm,hard,deepseek-v4-flash,114,probing,0,0,0
char_svm,hard,deepseek-v4-flash,115,probing,0,0,0
char_svm,hard,deepseek-v4-flash,116,probing,0,0,0
char_svm,hard,deepseek-v4-flash,117,probing,0,1,1
char_svm,hard,deepseek-v4-flash,118,probing,0,0,0
char_svm,hard,deepseek-v4-flash,119,probing,0,1,1
char_svm,hard,deepseek-v4-flash,120,probing,0,0,0
char_svm,hard,deepseek-v4-flash,121,probing,1,0,-1
char_svm,hard,deepseek-v4-flash,122,probing,0,0,0
char_svm,hard,deepseek-v4-flash,123,probing,0,0,0
char_svm,hard,deepseek-v4-flash,124,probing,0,0,0
char_svm,hard,deepseek-v4-flash,125,probing,0,0,0
char_svm,hard,deepseek-v4-flash,126,probing,0,1,1
char_svm,hard,deepseek-v4-flash,127,probing,0,1,1
char_svm,hard,deepseek-v4-flash,128,probing,1,1,0
char_svm,hard,deepseek-v4-flash,129,probing,0,1,1
char_svm,hard,deepseek-v4-flash,130,probing,0,0,0
char_svm,hard,deepseek-v4-flash,131,probing,1,1,0
char_svm,hard,deepseek-v4-flash,132,probing,0,0,0
char_svm,hard,deepseek-v4-flash,133,probing,0,0,0
char_svm,hard,deepseek-v4-flash,134,probing,0,0,0
char_svm,hard,deepseek-v4-flash,135,probing,0,0,0
char_svm,hard,deepseek-v4-flash,136,probing,0,0,0
char_svm,hard,deepseek-v4-flash,137,probing,1,0,-1
char_svm,hard,deepseek-v4-flash,138,probing,0,0,0
char_svm,hard,deepseek-v4-flash,139,probing,0,0,0
char_svm,hard,deepseek-v4-flash,140,probing,0,0,0
char_svm,hard,deepseek-v4-flash,141,probing,0,0,0
char_svm,hard,deepseek-v4-flash,142,probing,0,0,0
char_svm,hard,deepseek-v4-flash,143,probing,1,1,0
char_svm,hard,deepseek-v4-flash,144,probing,0,1,1
char_svm,hard,deepseek-v4-flash,145,probing,1,1,0
char_svm,hard,deepseek-v4-flash,146,probing,0,1,1
char_svm,hard,deepseek-v4-flash,147,probing,0,0,0
char_svm,hard,deepseek-v4-flash,148,probing,0,1,1
char_svm,hard,deepseek-v4-flash,149,probing,0,0,0
char_svm,hard,deepseek-v4-flash,150,probing,0,0,0
char_svm,hard,deepseek-v4-flash,151,probing,0,1,1
char_svm,hard,deepseek-v4-flash,152,probing,0,0,0
char_svm,hard,deepseek-v4-flash,153,probing,0,0,0
char_svm,hard,deepseek-v4-flash,154,probing,0,0,0
char_svm,hard,deepseek-v4-flash,155,probing,1,0,-1
char_svm,hard,deepseek-v4-flash,156,probing,0,1,1
char_svm,hard,deepseek-v4-flash,157,probing,1,0,-1
char_svm,hard,deepseek-v4-flash,158,probing,0,0,0
char_svm,hard,deepseek-v4-flash,159,probing,0,1,1
char_svm,hard,deepseek-v4-flash,160,probing,0,1,1
char_svm,hard,deepseek-v4-flash,161,probing,0,0,0
char_svm,hard,deepseek-v4-flash,162,probing,0,0,0
char_svm,hard,deepseek-v4-flash,163,probing,0,0,0
char_svm,hard,deepseek-v4-flash,164,probing,0,0,0
char_svm,hard,deepseek-v4-flash,165,probing,0,0,0
char_svm,hard,deepseek-v4-flash,166,probing,0,0,0
char_svm,hard,deepseek-v4-flash,167,probing,0,1,1
char_svm,hard,deepseek-v4-flash,168,probing,0,0,0
char_svm,hard,deepseek-v4-flash,169,probing,0,0,0
char_svm,hard,deepseek-v4-flash,170,probing,0,0,0
char_svm,hard,deepseek-v4-flash,171,probing,0,1,1
char_svm,hard,deepseek-v4-flash,172,probing,1,1,0
char_svm,hard,deepseek-v4-flash,173,probing,0,1,1
char_svm,hard,deepseek-v4-flash,174,probing,0,1,1
char_svm,hard,deepseek-v4-flash,175,probing,0,0,0
char_svm,hard,deepseek-v4-flash,176,probing,0,0,0
char_svm,hard,deepseek-v4-flash,177,probing,0,0,0
char_svm,hard,deepseek-v4-flash,178,probing,0,0,0
char_svm,hard,deepseek-v4-flash,179,probing,0,0,0
char_svm,hard,deepseek-v4-flash,180,probing,0,0,0
char_svm,hard,deepseek-v4-flash,181,probing,0,1,1
char_svm,hard,deepseek-v4-flash,182,probing,0,0,0
char_svm,hard,deepseek-v4-flash,183,probing,0,1,1
char_svm,hard,deepseek-v4-flash,184,probing,0,0,0
char_svm,hard,deepseek-v4-flash,185,probing,0,0,0
char_svm,hard,deepseek-v4-flash,186,probing,1,1,0
char_svm,hard,deepseek-v4-flash,187,probing,1,1,0
char_svm,hard,deepseek-v4-flash,188,probing,1,1,0
char_svm,hard,deepseek-v4-flash,189,probing,0,0,0
char_svm,hard,deepseek-v4-flash,190,probing,1,0,-1
char_svm,hard,deepseek-v4-flash,191,probing,0,0,0
char_svm,hard,deepseek-v4-flash,192,probing,0,0,0
char_svm,hard,deepseek-v4-flash,193,probing,0,1,1
char_svm,hard,deepseek-v4-flash,194,probing,0,0,0
char_svm,hard,deepseek-v4-flash,195,probing,0,0,0
char_svm,hard,deepseek-v4-flash,196,probing,0,0,0
char_svm,hard,deepseek-v4-flash,197,probing,0,1,1
char_svm,hard,deepseek-v4-flash,198,probing,0,0,0
char_svm,hard,deepseek-v4-flash,199,probing,0,0,0
char_svm,hard,deepseek-v4-flash,200,probing,0,0,0
char_svm,hard,deepseek-v4-flash,201,probing,0,0,0
char_svm,hard,deepseek-v4-flash,202,probing,0,0,0
char_svm,hard,deepseek-v4-flash,203,probing,0,0,0
char_svm,hard,deepseek-v4-flash,204,probing,0,0,0
char_svm,hard,deepseek-v4-flash,205,probing,0,0,0
char_svm,hard,deepseek-v4-flash,206,probing,0,1,1
char_svm,hard,deepseek-v4-flash,207,probing,0,0,0
char_svm,hard,deepseek-v4-flash,208,probing,0,1,1
char_svm,hard,deepseek-v4-flash,209,probing,0,0,0
char_svm,hard,deepseek-v4-flash,210,probing,0,1,1
char_svm,hard,deepseek-v4-flash,211,probing,0,1,1
char_svm,hard,deepseek-v4-flash,212,probing,0,1,1
char_svm,hard,deepseek-v4-flash,213,probing,0,0,0
char_svm,hard,deepseek-v4-flash,214,probing,0,0,0
char_svm,hard,deepseek-v4-flash,215,probing,0,0,0
char_svm,hard,deepseek-v4-flash,216,probing,0,1,1
char_svm,hard,deepseek-v4-flash,217,probing,1,0,-1
char_svm,hard,deepseek-v4-flash,218,probing,0,0,0
char_svm,hard,deepseek-v4-flash,219,probing,0,0,0
char_svm,hard,deepseek-v4-flash,220,probing,0,0,0
char_svm,hard,deepseek-v4-flash,221,probing,0,0,0
char_svm,hard,deepseek-v4-flash,222,probing,0,1,1
char_svm,hard,deepseek-v4-flash,223,probing,0,1,1
char_svm,hard,deepseek-v4-flash,224,probing,0,0,0
char_svm,hard,deepseek-v4-flash,225,probing,0,1,1
char_svm,hard,deepseek-v4-flash,226,probing,0,0,0
char_svm,hard,deepseek-v4-flash,227,probing,0,0,0
char_svm,hard,deepseek-v4-flash,228,probing,1,0,-1
char_svm,hard,deepseek-v4-flash,229,probing,1,1,0
char_svm,hard,deepseek-v4-flash,230,probing,0,0,0
char_svm,hard,deepseek-v4-flash,231,probing,0,1,1
char_svm,hard,deepseek-v4-flash,232,probing,0,0,0
char_svm,hard,deepseek-v4-flash,233,probing,1,0,-1
char_svm,hard,deepseek-v4-flash,234,probing,0,0,0
char_svm,hard,deepseek-v4-flash,235,probing,0,0,0
char_svm,hard,deepseek-v4-flash,236,probing,1,1,0
char_svm,hard,deepseek-v4-flash,237,probing,0,1,1
char_svm,hard,deepseek-v4-flash,238,probing,0,0,0
char_svm,hard,deepseek-v4-flash,239,probing,0,1,1
char_svm,hard,deepseek-v4-flash,240,probing,0,0,0
char_svm,hard,deepseek-v4-flash,241,probing,0,1,1
char_svm,hard,deepseek-v4-flash,242,probing,0,0,0
char_svm,hard,deepseek-v4-flash,243,probing,1,1,0
char_svm,hard,deepseek-v4-flash,244,probing,0,1,1
char_svm,hard,deepseek-v4-flash,245,probing,0,1,1
char_svm,hard,deepseek-v4-flash,246,probing,0,1,1
char_svm,hard,deepseek-v4-flash,247,probing,0,0,0
char_svm,hard,deepseek-v4-flash,248,probing,0,1,1
char_svm,hard,deepseek-v4-flash,249,probing,0,1,1
char_svm,hard,deepseek-v4-flash,250,probing,0,0,0
char_svm,hard,deepseek-v4-flash,251,probing,0,0,0
char_svm,hard,deepseek-v4-flash,252,probing,0,0,0
char_svm,hard,deepseek-v4-flash,253,probing,0,1,1
char_svm,hard,deepseek-v4-flash,254,probing,0,0,0
char_svm,hard,deepseek-v4-flash,255,probing,0,0,0
char_svm,hard,deepseek-v4-flash,256,probing,0,1,1
char_svm,hard,deepseek-v4-flash,257,probing,0,0,0
char_svm,hard,deepseek-v4-flash,258,probing,0,1,1
char_svm,hard,deepseek-v4-flash,259,probing,0,0,0
char_svm,hard,deepseek-v4-flash,260,probing,0,0,0
char_svm,hard,deepseek-v4-flash,261,probing,0,0,0
char_svm,hard,deepseek-v4-flash,262,probing,0,1,1
char_svm,hard,deepseek-v4-flash,263,probing,0,0,0
char_svm,hard,deepseek-v4-flash,264,probing,0,0,0
char_svm,hard,deepseek-v4-flash,284,generic,0,0,0
char_svm,hard,deepseek-v4-pro,0,probing,1,1,0
char_svm,hard,deepseek-v4-pro,1,probing,1,1,0
char_svm,hard,deepseek-v4-pro,2,probing,0,0,0
char_svm,hard,deepseek-v4-pro,3,probing,0,0,0
char_svm,hard,deepseek-v4-pro,4,probing,0,0,0
char_svm,hard,deepseek-v4-pro,5,probing,0,0,0
char_svm,hard,deepseek-v4-pro,6,probing,0,0,0
char_svm,hard,deepseek-v4-pro,7,probing,0,1,1
char_svm,hard,deepseek-v4-pro,8,probing,0,1,1
char_svm,hard,deepseek-v4-pro,9,probing,0,1,1
char_svm,hard,deepseek-v4-pro,10,probing,1,1,0
char_svm,hard,deepseek-v4-pro,11,probing,0,0,0
char_svm,hard,deepseek-v4-pro,12,probing,0,0,0
char_svm,hard,deepseek-v4-pro,13,probing,0,1,1
char_svm,hard,deepseek-v4-pro,14,probing,0,0,0
char_svm,hard,deepseek-v4-pro,15,probing,0,1,1
char_svm,hard,deepseek-v4-pro,16,probing,0,1,1
char_svm,hard,deepseek-v4-pro,17,probing,0,0,0
char_svm,hard,deepseek-v4-pro,18,probing,0,0,0
char_svm,hard,deepseek-v4-pro,19,probing,0,0,0
char_svm,hard,deepseek-v4-pro,20,probing,0,1,1
char_svm,hard,deepseek-v4-pro,21,probing,0,0,0
char_svm,hard,deepseek-v4-pro,22,probing,0,0,0
char_svm,hard,deepseek-v4-pro,23,probing,0,0,0
char_svm,hard,deepseek-v4-pro,24,probing,0,0,0
char_svm,hard,deepseek-v4-pro,25,probing,1,1,0
char_svm,hard,deepseek-v4-pro,26,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,27,probing,0,1,1
char_svm,hard,deepseek-v4-pro,28,probing,0,0,0
char_svm,hard,deepseek-v4-pro,29,probing,0,0,0
char_svm,hard,deepseek-v4-pro,30,probing,0,0,0
char_svm,hard,deepseek-v4-pro,31,probing,0,0,0
char_svm,hard,deepseek-v4-pro,32,probing,0,0,0
char_svm,hard,deepseek-v4-pro,33,probing,0,0,0
char_svm,hard,deepseek-v4-pro,34,probing,0,0,0
char_svm,hard,deepseek-v4-pro,35,probing,0,1,1
char_svm,hard,deepseek-v4-pro,36,probing,0,0,0
char_svm,hard,deepseek-v4-pro,37,probing,1,1,0
char_svm,hard,deepseek-v4-pro,38,probing,0,1,1
char_svm,hard,deepseek-v4-pro,39,probing,1,1,0
char_svm,hard,deepseek-v4-pro,40,probing,0,0,0
char_svm,hard,deepseek-v4-pro,41,probing,0,1,1
char_svm,hard,deepseek-v4-pro,42,probing,0,0,0
char_svm,hard,deepseek-v4-pro,43,probing,0,0,0
char_svm,hard,deepseek-v4-pro,44,probing,0,1,1
char_svm,hard,deepseek-v4-pro,45,probing,0,0,0
char_svm,hard,deepseek-v4-pro,46,probing,0,0,0
char_svm,hard,deepseek-v4-pro,47,probing,0,0,0
char_svm,hard,deepseek-v4-pro,48,probing,0,1,1
char_svm,hard,deepseek-v4-pro,49,probing,0,1,1
char_svm,hard,deepseek-v4-pro,50,probing,0,1,1
char_svm,hard,deepseek-v4-pro,51,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,52,probing,0,1,1
char_svm,hard,deepseek-v4-pro,53,probing,0,0,0
char_svm,hard,deepseek-v4-pro,54,probing,1,1,0
char_svm,hard,deepseek-v4-pro,55,probing,0,1,1
char_svm,hard,deepseek-v4-pro,56,probing,0,1,1
char_svm,hard,deepseek-v4-pro,57,probing,0,0,0
char_svm,hard,deepseek-v4-pro,58,probing,0,0,0
char_svm,hard,deepseek-v4-pro,59,probing,0,0,0
char_svm,hard,deepseek-v4-pro,60,probing,0,0,0
char_svm,hard,deepseek-v4-pro,61,probing,1,1,0
char_svm,hard,deepseek-v4-pro,62,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,63,probing,0,0,0
char_svm,hard,deepseek-v4-pro,64,probing,1,1,0
char_svm,hard,deepseek-v4-pro,65,probing,0,0,0
char_svm,hard,deepseek-v4-pro,66,probing,0,1,1
char_svm,hard,deepseek-v4-pro,67,probing,0,0,0
char_svm,hard,deepseek-v4-pro,68,probing,1,1,0
char_svm,hard,deepseek-v4-pro,69,probing,0,1,1
char_svm,hard,deepseek-v4-pro,70,probing,0,0,0
char_svm,hard,deepseek-v4-pro,71,probing,0,1,1
char_svm,hard,deepseek-v4-pro,72,probing,0,1,1
char_svm,hard,deepseek-v4-pro,73,probing,0,0,0
char_svm,hard,deepseek-v4-pro,74,probing,0,0,0
char_svm,hard,deepseek-v4-pro,75,probing,0,1,1
char_svm,hard,deepseek-v4-pro,76,probing,1,1,0
char_svm,hard,deepseek-v4-pro,77,probing,1,1,0
char_svm,hard,deepseek-v4-pro,78,probing,0,1,1
char_svm,hard,deepseek-v4-pro,79,probing,1,1,0
char_svm,hard,deepseek-v4-pro,80,probing,0,1,1
char_svm,hard,deepseek-v4-pro,81,probing,0,0,0
char_svm,hard,deepseek-v4-pro,82,probing,1,1,0
char_svm,hard,deepseek-v4-pro,83,probing,0,0,0
char_svm,hard,deepseek-v4-pro,84,probing,1,1,0
char_svm,hard,deepseek-v4-pro,85,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,86,probing,0,0,0
char_svm,hard,deepseek-v4-pro,87,probing,0,0,0
char_svm,hard,deepseek-v4-pro,88,probing,0,0,0
char_svm,hard,deepseek-v4-pro,89,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,90,probing,0,1,1
char_svm,hard,deepseek-v4-pro,91,probing,0,0,0
char_svm,hard,deepseek-v4-pro,92,probing,0,1,1
char_svm,hard,deepseek-v4-pro,93,probing,1,1,0
char_svm,hard,deepseek-v4-pro,94,probing,0,0,0
char_svm,hard,deepseek-v4-pro,95,probing,0,0,0
char_svm,hard,deepseek-v4-pro,96,probing,0,1,1
char_svm,hard,deepseek-v4-pro,97,probing,0,0,0
char_svm,hard,deepseek-v4-pro,98,probing,0,0,0
char_svm,hard,deepseek-v4-pro,99,probing,0,0,0
char_svm,hard,deepseek-v4-pro,100,probing,0,0,0
char_svm,hard,deepseek-v4-pro,101,probing,0,1,1
char_svm,hard,deepseek-v4-pro,102,probing,0,0,0
char_svm,hard,deepseek-v4-pro,103,probing,0,0,0
char_svm,hard,deepseek-v4-pro,104,probing,0,0,0
char_svm,hard,deepseek-v4-pro,105,probing,0,0,0
char_svm,hard,deepseek-v4-pro,106,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,107,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,108,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,109,probing,0,0,0
char_svm,hard,deepseek-v4-pro,110,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,111,probing,0,0,0
char_svm,hard,deepseek-v4-pro,112,probing,0,0,0
char_svm,hard,deepseek-v4-pro,113,probing,0,0,0
char_svm,hard,deepseek-v4-pro,114,probing,0,1,1
char_svm,hard,deepseek-v4-pro,115,probing,0,0,0
char_svm,hard,deepseek-v4-pro,116,probing,0,1,1
char_svm,hard,deepseek-v4-pro,117,probing,0,1,1
char_svm,hard,deepseek-v4-pro,118,probing,0,0,0
char_svm,hard,deepseek-v4-pro,119,probing,0,0,0
char_svm,hard,deepseek-v4-pro,120,probing,0,0,0
char_svm,hard,deepseek-v4-pro,121,probing,0,0,0
char_svm,hard,deepseek-v4-pro,122,probing,1,1,0
char_svm,hard,deepseek-v4-pro,123,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,124,probing,0,0,0
char_svm,hard,deepseek-v4-pro,125,probing,0,0,0
char_svm,hard,deepseek-v4-pro,126,probing,0,1,1
char_svm,hard,deepseek-v4-pro,127,probing,0,1,1
char_svm,hard,deepseek-v4-pro,128,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,129,probing,1,1,0
char_svm,hard,deepseek-v4-pro,130,probing,1,1,0
char_svm,hard,deepseek-v4-pro,131,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,132,probing,0,0,0
char_svm,hard,deepseek-v4-pro,133,probing,0,1,1
char_svm,hard,deepseek-v4-pro,134,probing,0,0,0
char_svm,hard,deepseek-v4-pro,135,probing,0,0,0
char_svm,hard,deepseek-v4-pro,136,probing,0,0,0
char_svm,hard,deepseek-v4-pro,137,probing,0,1,1
char_svm,hard,deepseek-v4-pro,138,probing,0,0,0
char_svm,hard,deepseek-v4-pro,139,probing,1,1,0
char_svm,hard,deepseek-v4-pro,140,probing,0,0,0
char_svm,hard,deepseek-v4-pro,141,probing,0,0,0
char_svm,hard,deepseek-v4-pro,142,probing,0,0,0
char_svm,hard,deepseek-v4-pro,143,probing,0,1,1
char_svm,hard,deepseek-v4-pro,144,probing,0,1,1
char_svm,hard,deepseek-v4-pro,145,probing,0,0,0
char_svm,hard,deepseek-v4-pro,146,probing,0,0,0
char_svm,hard,deepseek-v4-pro,147,probing,0,0,0
char_svm,hard,deepseek-v4-pro,148,probing,0,1,1
char_svm,hard,deepseek-v4-pro,149,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,150,probing,0,0,0
char_svm,hard,deepseek-v4-pro,151,probing,0,0,0
char_svm,hard,deepseek-v4-pro,152,probing,0,0,0
char_svm,hard,deepseek-v4-pro,153,probing,0,0,0
char_svm,hard,deepseek-v4-pro,154,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,155,probing,0,1,1
char_svm,hard,deepseek-v4-pro,156,probing,0,0,0
char_svm,hard,deepseek-v4-pro,157,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,158,probing,0,1,1
char_svm,hard,deepseek-v4-pro,159,probing,1,1,0
char_svm,hard,deepseek-v4-pro,160,probing,0,1,1
char_svm,hard,deepseek-v4-pro,161,probing,0,1,1
char_svm,hard,deepseek-v4-pro,162,probing,0,0,0
char_svm,hard,deepseek-v4-pro,163,probing,1,1,0
char_svm,hard,deepseek-v4-pro,164,probing,1,1,0
char_svm,hard,deepseek-v4-pro,165,probing,0,0,0
char_svm,hard,deepseek-v4-pro,166,probing,0,0,0
char_svm,hard,deepseek-v4-pro,167,probing,0,1,1
char_svm,hard,deepseek-v4-pro,168,probing,0,1,1
char_svm,hard,deepseek-v4-pro,169,probing,0,0,0
char_svm,hard,deepseek-v4-pro,170,probing,0,0,0
char_svm,hard,deepseek-v4-pro,171,probing,1,1,0
char_svm,hard,deepseek-v4-pro,172,probing,1,1,0
char_svm,hard,deepseek-v4-pro,173,probing,0,1,1
char_svm,hard,deepseek-v4-pro,174,probing,1,1,0
char_svm,hard,deepseek-v4-pro,175,probing,0,0,0
char_svm,hard,deepseek-v4-pro,176,probing,0,1,1
char_svm,hard,deepseek-v4-pro,177,probing,0,0,0
char_svm,hard,deepseek-v4-pro,178,probing,0,0,0
char_svm,hard,deepseek-v4-pro,179,probing,0,0,0
char_svm,hard,deepseek-v4-pro,180,probing,0,0,0
char_svm,hard,deepseek-v4-pro,181,probing,0,1,1
char_svm,hard,deepseek-v4-pro,182,probing,0,0,0
char_svm,hard,deepseek-v4-pro,183,probing,0,1,1
char_svm,hard,deepseek-v4-pro,184,probing,0,1,1
char_svm,hard,deepseek-v4-pro,185,probing,0,0,0
char_svm,hard,deepseek-v4-pro,186,probing,0,1,1
char_svm,hard,deepseek-v4-pro,187,probing,0,1,1
char_svm,hard,deepseek-v4-pro,188,probing,0,1,1
char_svm,hard,deepseek-v4-pro,189,probing,0,0,0
char_svm,hard,deepseek-v4-pro,190,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,191,probing,1,1,0
char_svm,hard,deepseek-v4-pro,192,probing,1,0,-1
char_svm,hard,deepseek-v4-pro,193,probing,0,0,0
char_svm,hard,deepseek-v4-pro,194,probing,0,0,0
char_svm,hard,deepseek-v4-pro,195,probing,0,0,0
char_svm,hard,deepseek-v4-pro,196,probing,0,0,0
