benchmark,task,arm,split,item_id,pair_id,model,response_sha256,dimension,score,score_mean,judge_count
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,doubao-seed-2.0-pro,97923bd9e1286b7ffceb5d3e799d42bc7c4a1682c6e747574920a700da6aedd1,instructional_agency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,doubao-seed-2.0-pro,97923bd9e1286b7ffceb5d3e799d42bc7c4a1682c6e747574920a700da6aedd1,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,doubao-seed-2.0-pro,97923bd9e1286b7ffceb5d3e799d42bc7c4a1682c6e747574920a700da6aedd1,relational_communion,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,glm-5.2,421a1346cd4f7ffbcbf422236d0191ccf8af8fd55650b6ff5ba1645e9cfbd25c,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,glm-5.2,421a1346cd4f7ffbcbf422236d0191ccf8af8fd55650b6ff5ba1645e9cfbd25c,instructional_agency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,glm-5.2,421a1346cd4f7ffbcbf422236d0191ccf8af8fd55650b6ff5ba1645e9cfbd25c,learner_contingency,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,glm-5.2,421a1346cd4f7ffbcbf422236d0191ccf8af8fd55650b6ff5ba1645e9cfbd25c,relational_communion,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,minimax-m2.7,81e4b7d509020aca536f6dc7599fc33dcb4e139574fb55d66b08bbea35f74e01,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,minimax-m2.7,81e4b7d509020aca536f6dc7599fc33dcb4e139574fb55d66b08bbea35f74e01,instructional_agency,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,minimax-m2.7,81e4b7d509020aca536f6dc7599fc33dcb4e139574fb55d66b08bbea35f74e01,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,minimax-m2.7,81e4b7d509020aca536f6dc7599fc33dcb4e139574fb55d66b08bbea35f74e01,relational_communion,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,minimax-m3,9e0d80e75ad2302b4fab17d9b7e16935273e059faf1f336b0689234fa65bc558,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,minimax-m3,9e0d80e75ad2302b4fab17d9b7e16935273e059faf1f336b0689234fa65bc558,instructional_agency,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,minimax-m3,9e0d80e75ad2302b4fab17d9b7e16935273e059faf1f336b0689234fa65bc558,learner_contingency,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,minimax-m3,9e0d80e75ad2302b4fab17d9b7e16935273e059faf1f336b0689234fa65bc558,relational_communion,2.5,2.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,qwen3.5-4b,eccf3efe7beb239fd2c73e8c18889613da7af9b4395dc81855abdc3fdc9f6bfa,information_structure,4.0,4.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,qwen3.5-4b,eccf3efe7beb239fd2c73e8c18889613da7af9b4395dc81855abdc3fdc9f6bfa,instructional_agency,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,qwen3.5-4b,eccf3efe7beb239fd2c73e8c18889613da7af9b4395dc81855abdc3fdc9f6bfa,learner_contingency,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-189,189,qwen3.5-4b,eccf3efe7beb239fd2c73e8c18889613da7af9b4395dc81855abdc3fdc9f6bfa,relational_communion,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,deepseek-v4-pro,b1887e7b6025fa237bcfb716c5a1a45fd1df2c2b5ff74f06232d8e730190d490,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,deepseek-v4-pro,b1887e7b6025fa237bcfb716c5a1a45fd1df2c2b5ff74f06232d8e730190d490,instructional_agency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,deepseek-v4-pro,b1887e7b6025fa237bcfb716c5a1a45fd1df2c2b5ff74f06232d8e730190d490,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,deepseek-v4-pro,b1887e7b6025fa237bcfb716c5a1a45fd1df2c2b5ff74f06232d8e730190d490,relational_communion,2.5,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,doubao-seed-2.0-pro,503b0fb1acf598daa5ec0fa3fcf8a7e28bf520bf959f59bc6b97a7938995e114,information_structure,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,doubao-seed-2.0-pro,503b0fb1acf598daa5ec0fa3fcf8a7e28bf520bf959f59bc6b97a7938995e114,instructional_agency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,doubao-seed-2.0-pro,503b0fb1acf598daa5ec0fa3fcf8a7e28bf520bf959f59bc6b97a7938995e114,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,doubao-seed-2.0-pro,503b0fb1acf598daa5ec0fa3fcf8a7e28bf520bf959f59bc6b97a7938995e114,relational_communion,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,glm-5.2,172271740270b68809f4b013e498c52d78be4caec68b96f392ce07eedc9ffafc,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,glm-5.2,172271740270b68809f4b013e498c52d78be4caec68b96f392ce07eedc9ffafc,instructional_agency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,glm-5.2,172271740270b68809f4b013e498c52d78be4caec68b96f392ce07eedc9ffafc,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,glm-5.2,172271740270b68809f4b013e498c52d78be4caec68b96f392ce07eedc9ffafc,relational_communion,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,minimax-m2.7,94f296986eb4c86cbb364c0796cac2c71d05bdfe190f7f426332c5a743a1c724,information_structure,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,minimax-m2.7,94f296986eb4c86cbb364c0796cac2c71d05bdfe190f7f426332c5a743a1c724,instructional_agency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,minimax-m2.7,94f296986eb4c86cbb364c0796cac2c71d05bdfe190f7f426332c5a743a1c724,learner_contingency,2.5,2.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,minimax-m2.7,94f296986eb4c86cbb364c0796cac2c71d05bdfe190f7f426332c5a743a1c724,relational_communion,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,minimax-m3,420a9592237b30211df5506de840cc064deeb206cbe3ea735353464d03f85780,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,minimax-m3,420a9592237b30211df5506de840cc064deeb206cbe3ea735353464d03f85780,instructional_agency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,minimax-m3,420a9592237b30211df5506de840cc064deeb206cbe3ea735353464d03f85780,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,minimax-m3,420a9592237b30211df5506de840cc064deeb206cbe3ea735353464d03f85780,relational_communion,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,qwen3.5-4b,d23f6693c7400729907a0120d0f9113a4cf0bbd219905ac7148f274ac1b56543,information_structure,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,qwen3.5-4b,d23f6693c7400729907a0120d0f9113a4cf0bbd219905ac7148f274ac1b56543,instructional_agency,3.5,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,qwen3.5-4b,d23f6693c7400729907a0120d0f9113a4cf0bbd219905ac7148f274ac1b56543,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-545,545,qwen3.5-4b,d23f6693c7400729907a0120d0f9113a4cf0bbd219905ac7148f274ac1b56543,relational_communion,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,deepseek-v4-pro,3a2e571df516826bf2bd899b722c7285f89974ac482c04c31d6b27813e8451cd,information_structure,4.5,4.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,deepseek-v4-pro,3a2e571df516826bf2bd899b722c7285f89974ac482c04c31d6b27813e8451cd,instructional_agency,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,deepseek-v4-pro,3a2e571df516826bf2bd899b722c7285f89974ac482c04c31d6b27813e8451cd,learner_contingency,2.5,2.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,deepseek-v4-pro,3a2e571df516826bf2bd899b722c7285f89974ac482c04c31d6b27813e8451cd,relational_communion,2.0,2.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,doubao-seed-2.0-pro,4f49a0f0d1a02bdefde5783107a1118f5f92bcf89f85cdd5c938562433a6e281,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,doubao-seed-2.0-pro,4f49a0f0d1a02bdefde5783107a1118f5f92bcf89f85cdd5c938562433a6e281,instructional_agency,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,doubao-seed-2.0-pro,4f49a0f0d1a02bdefde5783107a1118f5f92bcf89f85cdd5c938562433a6e281,learner_contingency,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,doubao-seed-2.0-pro,4f49a0f0d1a02bdefde5783107a1118f5f92bcf89f85cdd5c938562433a6e281,relational_communion,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,glm-5.2,5b5e65c5a8adcf31477debc5cd4fca8352dfdc2b40ecb1a0a845437eb939e947,information_structure,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,glm-5.2,5b5e65c5a8adcf31477debc5cd4fca8352dfdc2b40ecb1a0a845437eb939e947,instructional_agency,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,glm-5.2,5b5e65c5a8adcf31477debc5cd4fca8352dfdc2b40ecb1a0a845437eb939e947,learner_contingency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,glm-5.2,5b5e65c5a8adcf31477debc5cd4fca8352dfdc2b40ecb1a0a845437eb939e947,relational_communion,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,minimax-m2.7,4b9a1b266038f94b594e9b0a88e1d8a5786262d8cda0e5fc9eb69c43c6bd764e,information_structure,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,minimax-m2.7,4b9a1b266038f94b594e9b0a88e1d8a5786262d8cda0e5fc9eb69c43c6bd764e,instructional_agency,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,minimax-m2.7,4b9a1b266038f94b594e9b0a88e1d8a5786262d8cda0e5fc9eb69c43c6bd764e,learner_contingency,2.5,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,minimax-m2.7,4b9a1b266038f94b594e9b0a88e1d8a5786262d8cda0e5fc9eb69c43c6bd764e,relational_communion,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,minimax-m3,6a6a09635bd5789e4a78b5bcf7a73393affb5dcd002d2b47a40f7dc92a09914a,information_structure,4.0,3.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,minimax-m3,6a6a09635bd5789e4a78b5bcf7a73393affb5dcd002d2b47a40f7dc92a09914a,instructional_agency,3.5,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,minimax-m3,6a6a09635bd5789e4a78b5bcf7a73393affb5dcd002d2b47a40f7dc92a09914a,learner_contingency,2.5,2.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,minimax-m3,6a6a09635bd5789e4a78b5bcf7a73393affb5dcd002d2b47a40f7dc92a09914a,relational_communion,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,qwen3.5-4b,4dc7f154fd0a9743aed6664843f15f7c4446048a424c5b6cad71f0a99c9f6796,information_structure,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,qwen3.5-4b,4dc7f154fd0a9743aed6664843f15f7c4446048a424c5b6cad71f0a99c9f6796,instructional_agency,2.5,2.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,qwen3.5-4b,4dc7f154fd0a9743aed6664843f15f7c4446048a424c5b6cad71f0a99c9f6796,learner_contingency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-902,902,qwen3.5-4b,4dc7f154fd0a9743aed6664843f15f7c4446048a424c5b6cad71f0a99c9f6796,relational_communion,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,deepseek-v4-pro,805cf0af4cf4ef475b163b167f62ec9d807238bf4636ca4565c96b48facb69be,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,deepseek-v4-pro,805cf0af4cf4ef475b163b167f62ec9d807238bf4636ca4565c96b48facb69be,instructional_agency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,deepseek-v4-pro,805cf0af4cf4ef475b163b167f62ec9d807238bf4636ca4565c96b48facb69be,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,deepseek-v4-pro,805cf0af4cf4ef475b163b167f62ec9d807238bf4636ca4565c96b48facb69be,relational_communion,2.0,2.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,doubao-seed-2.0-pro,b73ae1b8daef7ece67f8105e80ebdc0f1cddee30fc2c93c958a25860796506ec,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,doubao-seed-2.0-pro,b73ae1b8daef7ece67f8105e80ebdc0f1cddee30fc2c93c958a25860796506ec,instructional_agency,3.0,2.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,doubao-seed-2.0-pro,b73ae1b8daef7ece67f8105e80ebdc0f1cddee30fc2c93c958a25860796506ec,learner_contingency,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,doubao-seed-2.0-pro,b73ae1b8daef7ece67f8105e80ebdc0f1cddee30fc2c93c958a25860796506ec,relational_communion,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,glm-5.2,95dcb92ecebbee42ce3c093f995ff0b36a6fbb5e5c77fe7661d2e7bc0ccdc5ca,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,glm-5.2,95dcb92ecebbee42ce3c093f995ff0b36a6fbb5e5c77fe7661d2e7bc0ccdc5ca,instructional_agency,3.0,2.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,glm-5.2,95dcb92ecebbee42ce3c093f995ff0b36a6fbb5e5c77fe7661d2e7bc0ccdc5ca,learner_contingency,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,glm-5.2,95dcb92ecebbee42ce3c093f995ff0b36a6fbb5e5c77fe7661d2e7bc0ccdc5ca,relational_communion,2.0,2.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,minimax-m2.7,1080927ddf3e89b643c9044e55c11670672842ffc3aba4aae0deefd9d6c0b41b,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,minimax-m2.7,1080927ddf3e89b643c9044e55c11670672842ffc3aba4aae0deefd9d6c0b41b,instructional_agency,3.0,2.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,minimax-m2.7,1080927ddf3e89b643c9044e55c11670672842ffc3aba4aae0deefd9d6c0b41b,learner_contingency,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,minimax-m2.7,1080927ddf3e89b643c9044e55c11670672842ffc3aba4aae0deefd9d6c0b41b,relational_communion,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,minimax-m3,b33787dd49f5076fad408d670de80767dd3c219fd69be0473f7d30354087eabc,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,minimax-m3,b33787dd49f5076fad408d670de80767dd3c219fd69be0473f7d30354087eabc,instructional_agency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,minimax-m3,b33787dd49f5076fad408d670de80767dd3c219fd69be0473f7d30354087eabc,learner_contingency,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,minimax-m3,b33787dd49f5076fad408d670de80767dd3c219fd69be0473f7d30354087eabc,relational_communion,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,qwen3.5-4b,4dba956d84bd015ea654a16079da3797ff128e235e8c2f2be4797c5f2dbff19f,information_structure,4.0,4.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,qwen3.5-4b,4dba956d84bd015ea654a16079da3797ff128e235e8c2f2be4797c5f2dbff19f,instructional_agency,3.0,2.75,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,qwen3.5-4b,4dba956d84bd015ea654a16079da3797ff128e235e8c2f2be4797c5f2dbff19f,learner_contingency,3.5,3.5,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-91,91,qwen3.5-4b,4dba956d84bd015ea654a16079da3797ff128e235e8c2f2be4797c5f2dbff19f,relational_communion,2.0,2.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-977,977,deepseek-v4-pro,3b9eb091b9a75f91e1c05e56bad4300815fea01437161c1b666568e86968f543,information_structure,3.0,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-977,977,deepseek-v4-pro,3b9eb091b9a75f91e1c05e56bad4300815fea01437161c1b666568e86968f543,instructional_agency,3.5,3.25,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-977,977,deepseek-v4-pro,3b9eb091b9a75f91e1c05e56bad4300815fea01437161c1b666568e86968f543,learner_contingency,3.0,3.0,4
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pilot,pedagogy-977,977,deepseek-v4-pro,3b9eb091b9a75f91e1c05e56bad4300815fea01437161c1b666568e86968f543,relational_communion,2.0,2.0,4
