context_id,target_act,target_binary_action,model,ask_executor_question_realized,explain_executor_no_question_realized,single_pass_binary_action,single_pass_target_match,single_pass_response_sha256,ask_executor_response_sha256,explain_executor_response_sha256,selector_ask_first_selected_action,selector_ask_first_valid,selector_ask_first_target_match,selector_ask_first_composed_action,selector_ask_first_composed_target_match,selector_ask_first_response_sha256,selector_ask_first_composed_response_sha256,selector_explain_first_selected_action,selector_explain_first_valid,selector_explain_first_target_match,selector_explain_first_composed_action,selector_explain_first_composed_target_match,selector_explain_first_response_sha256,selector_explain_first_composed_response_sha256
scaffolding-12,telling,EXPLAIN,MiniMax-M3,1,1,EXPLAIN,1,4c1e5f71e25d1f9459a5236155f4877bc6f07c633e6e3697ef4cd98e0b37eb2d,85604e83fdef52908ea06a9401b4017da6808f591e4f35a6b5839505fe2e041c,7255096a6dbf9b5962fbda19d822b61c9f1de270883c1569f8d4a1fe20e97d9b,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,7255096a6dbf9b5962fbda19d822b61c9f1de270883c1569f8d4a1fe20e97d9b,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,7255096a6dbf9b5962fbda19d822b61c9f1de270883c1569f8d4a1fe20e97d9b
scaffolding-12,telling,EXPLAIN,MiniMax-M2.7,1,1,EXPLAIN,1,1240430b9cbadb174b31dd6ddc5545c8f41bdcd0a18eb6dda829f0a5ae450236,f4a07a9289a52a820ff41bfd123c068d6795b3e55b3942f01e6f1cbb9cc744a3,239603101058e6e3656f1982c24f4dd97fb34e47c7e34cbd6933f98980df9327,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,239603101058e6e3656f1982c24f4dd97fb34e47c7e34cbd6933f98980df9327,INVALID,0,0,INVALID,0,12f8dcc7ba732f1c0c0aa705b705b6f5a504b7ae665eb8f7eef8c005eec15e25,
scaffolding-12,telling,EXPLAIN,glm-5.2,1,1,ASK,0,d1258162ab2eb90aad3609f49c74dcafb7d1876cdf92a73a2ecd38a5fbb0ac81,0f212a75619634a0a71de4d02245dcc0c62007795abd1a748d5facaeeaaef0c9,c4131926d913a73a30bc09a821d7eb2a4c27f205fe520299ce5e35acc2d28c03,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,0f212a75619634a0a71de4d02245dcc0c62007795abd1a748d5facaeeaaef0c9,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,0f212a75619634a0a71de4d02245dcc0c62007795abd1a748d5facaeeaaef0c9
scaffolding-12,telling,EXPLAIN,deepseek-v4-pro,1,1,EXPLAIN,1,48a5280dfd9ff24a6cfa1b44d807567aa3d5346011671cc8e52e96b2c024b672,dba7dcc43dfdfe28f7efc6a80879efcf7885a2b298d3b2480c69c0f461369c37,5a18bf50c02ed253acba9bcb3f2efbbdc31e2bdf6dc8191b9b9bcc85395c5fb1,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,dba7dcc43dfdfe28f7efc6a80879efcf7885a2b298d3b2480c69c0f461369c37,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,dba7dcc43dfdfe28f7efc6a80879efcf7885a2b298d3b2480c69c0f461369c37
scaffolding-12,telling,EXPLAIN,doubao-seed-2.0-lite,1,1,ASK,0,1b1e6aaf79c711be212ba535050e5f18aa40d62a6ffe3ac808b9890f647f5775,520d784664833e1084d2529d262e1b32f7002924bd8618f771a047a7eb44f329,35ab29234300e35c7cf2c9467599ae78e804bcbd89e8b55bb7b8055e334a6194,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,520d784664833e1084d2529d262e1b32f7002924bd8618f771a047a7eb44f329,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,520d784664833e1084d2529d262e1b32f7002924bd8618f771a047a7eb44f329
scaffolding-121,probing,ASK,MiniMax-M3,1,1,ASK,1,5df4bcf25e96ff463de90f0a3c37688710040904ba7496ffb769c97229de1c1b,2eabbca5fef838b1eb70508511d2d5e1bb1ebd1d3dfc510a2991ad67fdcae89e,a808138b8981d5f3c3f8b648f0d30eff0e06d92cd28e9acd6aba9631230c45bc,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,2eabbca5fef838b1eb70508511d2d5e1bb1ebd1d3dfc510a2991ad67fdcae89e,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,a808138b8981d5f3c3f8b648f0d30eff0e06d92cd28e9acd6aba9631230c45bc
scaffolding-121,probing,ASK,MiniMax-M2.7,1,1,ASK,1,d7b8fcd6c347de2b5d8a73e4f90bb3f17b6266d3b59b424b0440ba6488588705,9e2021ca26bcdb1a3c86e7c02c839d3fff963adacd248ef0f0c5fd104456dc03,18eac3780e8f6df603ebc706bb6d988052f8a911e808d7ba541c35d082a42e53,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,18eac3780e8f6df603ebc706bb6d988052f8a911e808d7ba541c35d082a42e53,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,9e2021ca26bcdb1a3c86e7c02c839d3fff963adacd248ef0f0c5fd104456dc03
scaffolding-121,probing,ASK,glm-5.2,1,1,ASK,1,cf9dd4b0d0edf9cd1d8fe58cd9e4b74fa68e2fec3ffd0d80b9f60c2377a990d7,b6806cd59de862a4e80ffb05a8c8b8191d977286a64a3188ea584351e36260d5,351a1b584cf259fa8abaabe4166e51f0c4533f7bc59c5546fde0d00587455c7c,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,b6806cd59de862a4e80ffb05a8c8b8191d977286a64a3188ea584351e36260d5,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,b6806cd59de862a4e80ffb05a8c8b8191d977286a64a3188ea584351e36260d5
scaffolding-121,probing,ASK,deepseek-v4-pro,1,1,EXPLAIN,0,d86ed4d7d79bc3035d783b171d6b55cc710b1db4018468b25f77048febb65d37,158bc774dba5672e78e0c3125332c32f2ad83b7bcc39d250ccd8f6e0ba5776a1,1bf775fb244c7e01b1f178c6fa77bc6ae3a8c1531d2fa37ad51b0aeba55894f1,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,158bc774dba5672e78e0c3125332c32f2ad83b7bcc39d250ccd8f6e0ba5776a1,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,158bc774dba5672e78e0c3125332c32f2ad83b7bcc39d250ccd8f6e0ba5776a1
scaffolding-121,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,126cc4c8024dd598ffaee89456da1c57a05e2fa9126b7976f26d0d8bb306be5f,6f640fb67d95771cac3b3be4a0e5799b251648c97cfa91124817207ab2d80269,37caeadf736aea05d2567be292afc21ebdc47c398e9462a41f6fda5fa93cf1d5,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,6f640fb67d95771cac3b3be4a0e5799b251648c97cfa91124817207ab2d80269,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,6f640fb67d95771cac3b3be4a0e5799b251648c97cfa91124817207ab2d80269
scaffolding-123,telling,EXPLAIN,MiniMax-M3,1,1,EXPLAIN,1,64df16c547d5e6eb1e09cea1f7d38f86740dc4c6b1bb8b5e6ac44da5ce52d172,46b2fff9aa9b0cb6c4bdd092b84ae37bfd1b2030387653894c23e07daf765632,d4ab2d067776cf69153c0c2d776550f025936da041fd2d088b9aa592147284b2,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,d4ab2d067776cf69153c0c2d776550f025936da041fd2d088b9aa592147284b2,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,46b2fff9aa9b0cb6c4bdd092b84ae37bfd1b2030387653894c23e07daf765632
scaffolding-123,telling,EXPLAIN,MiniMax-M2.7,1,1,EXPLAIN,1,e2960318d81bae09bda2b9f2014422ddf53145e2431236f125e4714e950f391b,2be1f5a374a09705715d28c7f1983add1df7bdcb9988152fa8a4483f40baaf56,e0c1e182392f8bbe1a187ee57ccb390182aeb25066267fde8e486300e09825b4,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,e0c1e182392f8bbe1a187ee57ccb390182aeb25066267fde8e486300e09825b4,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,e0c1e182392f8bbe1a187ee57ccb390182aeb25066267fde8e486300e09825b4
scaffolding-123,telling,EXPLAIN,glm-5.2,1,1,EXPLAIN,1,10f0dff15c97a1ea50a21daaa130159a955eaf7cf0dc8bc6245afb34cb741e45,fa900dc9515093cca5924d509ace17f2b81a23fa5554fe7edc4e1943ccec8b85,cd5c54e09648045a5d7645684c15f98c7f4656f6a8ac372fbbc43799bae27e24,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,cd5c54e09648045a5d7645684c15f98c7f4656f6a8ac372fbbc43799bae27e24,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,cd5c54e09648045a5d7645684c15f98c7f4656f6a8ac372fbbc43799bae27e24
scaffolding-123,telling,EXPLAIN,deepseek-v4-pro,1,1,EXPLAIN,1,37162ad6c42af0f086fa50c04d93b2b80096ef43e2627316b20acb375bdf9cd8,f0cde2ef4637b306c2dc11ccb951f80781014fd35effa9605f96d7d7eec41de7,e2f6d434b4c065666942c971fdac9b1caff0c0ae2ecb3962efa2a0dccb36307e,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,e2f6d434b4c065666942c971fdac9b1caff0c0ae2ecb3962efa2a0dccb36307e,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,e2f6d434b4c065666942c971fdac9b1caff0c0ae2ecb3962efa2a0dccb36307e
scaffolding-123,telling,EXPLAIN,doubao-seed-2.0-lite,1,1,EXPLAIN,1,d77cdeeee89b24d702997946c3692f73b4870ef60a8bde67085b97ceffef94c9,c3d593852970ef1bfd47be1a5961a20f2ee6e93bd03d50bc3d1905b8a2d0c702,afd4b89a06eb9c737ad300cdedfd923fced4cc4c2b78d32a9c0548a6fe43e351,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,afd4b89a06eb9c737ad300cdedfd923fced4cc4c2b78d32a9c0548a6fe43e351,EXPLAIN,1,1,EXPLAIN,1,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,afd4b89a06eb9c737ad300cdedfd923fced4cc4c2b78d32a9c0548a6fe43e351
scaffolding-124,probing,ASK,MiniMax-M3,1,1,EXPLAIN,0,b03c89d2e3cbd3bd79fadfc8191b6741b8118966fbb43f08f7f6d92bfe660a92,e8a463bad22487b3d283bbe26b786f10f766c6ac36401f8241155d2b6cd775a3,9b37211af5c455a95cdee93a9b20fd4bc6313f80aa8974a80c144495f6deccdc,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,e8a463bad22487b3d283bbe26b786f10f766c6ac36401f8241155d2b6cd775a3,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,e8a463bad22487b3d283bbe26b786f10f766c6ac36401f8241155d2b6cd775a3
scaffolding-124,probing,ASK,MiniMax-M2.7,1,1,ASK,1,3471a2a0487c5e304d2afaf2654114b61d9ab47cd4d65a1f464330c0fdfddc7f,2295428dba165670c9462321241cfcea9d5c90568591195d44862c724b365386,267971ce46040ef59d16324b54f1d890a4c23959305194a74ffbc3e171e88011,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,267971ce46040ef59d16324b54f1d890a4c23959305194a74ffbc3e171e88011,INVALID,0,0,INVALID,0,a94d86cb4a79e7af8a544c35da8e46959eaaf254f2ff8ee05bf11962f186a26c,
scaffolding-124,probing,ASK,glm-5.2,1,1,ASK,1,e459bb5d816f1c31afca71872df2ba4920476b06eb7a202c63cfb86f36daccf8,6102bdfb67f7e6e99113456c96822817e806bb7f6e0902269d7db6327df2481d,d5578977d3c806e26fb9416acae7e7f14562d10118089100d14662dc3970cd74,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,6102bdfb67f7e6e99113456c96822817e806bb7f6e0902269d7db6327df2481d,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,6102bdfb67f7e6e99113456c96822817e806bb7f6e0902269d7db6327df2481d
scaffolding-124,probing,ASK,deepseek-v4-pro,1,1,ASK,1,a06ce8159d32d823c13557de4a216481fe19ab767d417620b38bc805ea8d4d8c,3f9979c6149669189a9cc2c3be03aa3743a5a6033f2fe01076b10f8fc822dd09,cd45ecc742470ecaacf1795f5b0c079c6f726db74dd8d853bee8c68b05a8e53d,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,3f9979c6149669189a9cc2c3be03aa3743a5a6033f2fe01076b10f8fc822dd09,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,3f9979c6149669189a9cc2c3be03aa3743a5a6033f2fe01076b10f8fc822dd09
scaffolding-124,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,c9a29131e9ebf144740134a0f6f60713e5898c520fe261da59e8c2331d17a343,81862d554bf5712c2907a8154853d660bf5e1f170521b959041974b80605c989,ab848d605636f9d857e3dff94e3dc21482e51c51cc30096173917fb8a00c6d1b,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,81862d554bf5712c2907a8154853d660bf5e1f170521b959041974b80605c989,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,81862d554bf5712c2907a8154853d660bf5e1f170521b959041974b80605c989
scaffolding-137,probing,ASK,MiniMax-M3,1,1,EXPLAIN,0,273a04c64b02cc2a53b3452e3b9507df6dec7a9ce9f5e06a9419ca78dd2fe741,ddbbfa5acffda80cbedb38c95eee05be4cd04ddc227314b742a40cdf94b1a18a,9f45bed1dbee5e3f41b0763ec848d5d5c929d99542a8f032827ea5650022020f,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,ddbbfa5acffda80cbedb38c95eee05be4cd04ddc227314b742a40cdf94b1a18a,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,9f45bed1dbee5e3f41b0763ec848d5d5c929d99542a8f032827ea5650022020f
scaffolding-137,probing,ASK,MiniMax-M2.7,1,1,EXPLAIN,0,5370aa26bca37b728c80796a9ad07df0310803bd135335559a62bb6c1c3357f2,b1406818e735dbf44de7bf8457be6cc58acf4dfd908d7a9e3db7c24e8832c90e,2f28dba6122f856d9bf3b31d4a5013edfdff61351969ac7824bba68e0faa8ebb,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,b1406818e735dbf44de7bf8457be6cc58acf4dfd908d7a9e3db7c24e8832c90e,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,b1406818e735dbf44de7bf8457be6cc58acf4dfd908d7a9e3db7c24e8832c90e
scaffolding-137,probing,ASK,glm-5.2,1,1,EXPLAIN,0,28e8dece6c30933e2ccb9f3408dfe0d35137ee21be674b2a0deca608e9a64715,9ff983fab2e845f0e2c4d1c740714049a45ef0007d279220db5aa8c63daa3b40,6694f98bfa0185b3ac20347b6001900391778981da5e268cf69c6a6ab987b269,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,9ff983fab2e845f0e2c4d1c740714049a45ef0007d279220db5aa8c63daa3b40,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,9ff983fab2e845f0e2c4d1c740714049a45ef0007d279220db5aa8c63daa3b40
scaffolding-137,probing,ASK,deepseek-v4-pro,1,1,ASK,1,8fdefdfcee5916346e1adc0e1d98bb6770d9a073119fd87010d27c0809e25eb1,7ebf3f15c9ded0b15416a75ae4d888a3ae64a176ef0033772facb20e518b878d,2b879ae7a0bae02e02741254c2f3116434e0337f2d2cc9fbf6b92a485ab78ec6,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,7ebf3f15c9ded0b15416a75ae4d888a3ae64a176ef0033772facb20e518b878d,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,7ebf3f15c9ded0b15416a75ae4d888a3ae64a176ef0033772facb20e518b878d
scaffolding-137,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,e025020852436d137d169a9f1c86f06de787b6c38bdb33f0c89be31d2bb769ed,55c1701e71c1cb851648e09e7f6fd5816cbfe6adb80de1eb84b6d63529188224,06063971aadee49b0586e7ae6d188c9e02c5cf8ea8d970c75217151fb2ec0852,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,55c1701e71c1cb851648e09e7f6fd5816cbfe6adb80de1eb84b6d63529188224,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,55c1701e71c1cb851648e09e7f6fd5816cbfe6adb80de1eb84b6d63529188224
